signal_id,signal_col,lead_time,threshold_method,strategy_id,strategy_name,is_sharpe,is_ann_return,oos_sharpe,oos_sortino,oos_calmar,oos_max_dd,oos_ann_return,oos_ann_vol,oos_win_rate,n_trades,annual_turnover,valid
S1,hy_ig_spread,0,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8034617458222557,0.9498236515106508,0.4405754996471816,-0.33717272970521234,0.14855004385727805,0.18488751285259167,0.5316091954022989,2,0.24137931034482757,False
S1,hy_ig_spread,0,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7835304732462114,0.9086569553891954,0.44366435605468524,-0.33717272970521234,0.14959152200386347,0.19091985201813183,0.5349616858237548,2,0.24137931034482757,False
S1,hy_ig_spread,1,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.727460557240378,0.849773783437473,0.40036394830147787,-0.33717272970521234,0.1349918053243658,0.18556580694416933,0.5277777777777778,12,1.4482758620689653,False
S1,hy_ig_spread,1,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.641242205934368,0.735577637212782,0.3632412533632777,-0.33717272970521234,0.12247504493803898,0.19099654359085413,0.5325670498084292,12,1.4482758620689653,False
S1,hy_ig_spread,1,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7283037123837232,0.8530148591971578,0.40122596818054057,-0.33717272970521234,0.13528245492004953,0.18575005539553385,0.5301724137931034,4,0.48275862068965514,False
S1,hy_ig_spread,1,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6442907162686686,0.7385710719494638,0.36496529312140313,-0.33717272970521234,0.12305634412940644,0.1909950601835027,0.5330459770114943,4,0.48275862068965514,False
S1,hy_ig_spread,1,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7432355044688711,0.8739672286649899,0.4113272855128557,-0.33717272970521234,0.1386883436586048,0.18660080529618117,0.5325670498084292,2,0.24137931034482757,False
S1,hy_ig_spread,1,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6800191518160792,0.7794291456190928,0.3851679277860333,-0.33717272970521234,0.12986812160651695,0.19097715301059878,0.5335249042145593,2,0.24137931034482757,False
S1,hy_ig_spread,1,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7899271841714928,0.9361824385035465,0.430435471967025,-0.33717272970521234,0.1451311030450732,0.18372719150980038,0.5268199233716475,6,0.7241379310344827,False
S1,hy_ig_spread,1,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7476336293494882,0.8768208909344906,0.42338430069437194,-0.33717272970521234,0.14275364037945382,0.1909406355940181,0.5311302681992337,6,0.7241379310344827,False
S1,hy_ig_spread,1,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7224050939187259,0.8460495756710881,0.39794976191488474,-0.33717272970521234,0.13417780751038103,0.18573762649225822,0.5292145593869731,6,0.7241379310344827,False
S1,hy_ig_spread,1,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6327048761446014,0.7259876259494165,0.3584128805900914,-0.33717272970521234,0.12084704931006944,0.1910006606025437,0.532088122605364,6,0.7241379310344827,False
S1,hy_ig_spread,1,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7508053292397981,0.8803295762395155,0.4140737792974679,-0.33717272970521234,0.1396143864650809,0.18595284426982236,0.5311302681992337,2,0.24137931034482757,False
S1,hy_ig_spread,1,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6897352830640138,0.7904811443384628,0.39066091535525793,-0.33717272970521234,0.13172020721946923,0.19097211706254613,0.5340038314176245,2,0.24137931034482757,False
S1,hy_ig_spread,5,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7212460623937029,0.8569687707997388,0.40608963615132154,-0.33717272970521234,0.13692235112613757,0.18984138460557232,0.5268199233716475,12,1.4482758620689653,False
S1,hy_ig_spread,5,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6614922924522842,0.7934873316473818,0.3746926290629651,-0.33717272970521234,0.12633613654158252,0.19098655869931483,0.5301724137931034,12,1.4482758620689653,False
S1,hy_ig_spread,5,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.735711333427178,0.8762194184111143,0.4145880563303228,-0.33717272970521234,0.13978778665607328,0.19000357926375444,0.5287356321839081,4,0.48275862068965514,False
S1,hy_ig_spread,5,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6915547004607991,0.8292615094224743,0.3916894694209677,-0.33717272970521234,0.13206700760145398,0.19097116614702297,0.5301724137931034,4,0.48275862068965514,False
S1,hy_ig_spread,5,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7821778064850397,0.9344195343341102,0.4424623909448704,-0.33717272970521234,0.14918625214677678,0.19073189102256916,0.5330459770114943,2,0.24137931034482757,False
S1,hy_ig_spread,5,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7902115893267652,0.945726675311868,0.44743813865006277,-0.33717272970521234,0.15086393858286093,0.19091587698858245,0.5340038314176245,2,0.24137931034482757,False
S1,hy_ig_spread,5,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.713509367998838,0.8346043226193158,0.39289989834770933,-0.33717272970521234,0.1324751312267976,0.1856669823387846,0.5263409961685823,6,0.7241379310344827,False
S1,hy_ig_spread,5,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6148487191373996,0.706612064449886,0.34831315345574054,-0.33717272970521234,0.11744169674290256,0.19100909392422102,0.5301724137931034,6,0.7241379310344827,False
S1,hy_ig_spread,5,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7471266055498266,0.888891937982612,0.42083205659553063,-0.33717272970521234,0.14189309326977348,0.18991840501430315,0.5287356321839081,6,0.7241379310344827,False
S1,hy_ig_spread,5,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7136470155306689,0.8552038561869967,0.40417746995138326,-0.33717272970521234,0.13627762082885433,0.1909594209225665,0.5311302681992337,6,0.7241379310344827,False
S1,hy_ig_spread,5,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7403391503878568,0.881790801804557,0.4172241871482713,-0.33717272970521234,0.14067661807982101,0.19001645125226976,0.5296934865900383,2,0.24137931034482757,False
S1,hy_ig_spread,5,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.700881274476794,0.8397950184762022,0.3969617310568646,-0.33717272970521234,0.1338446704489494,0.1909662525209624,0.5311302681992337,2,0.24137931034482757,False
S1,hy_ig_spread,10,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7135590693847562,0.8486819206653984,0.4023278533249287,-0.33717272970521234,0.1356539805420045,0.19010897115913314,0.5253831417624522,12,1.4482758620689653,False
S1,hy_ig_spread,10,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6481876074433315,0.7783991636127607,0.3671690634101796,-0.33717272970521234,0.12379939537331644,0.19099315375933,0.5277777777777778,12,1.4482758620689653,False
S1,hy_ig_spread,10,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7312078385954632,0.8706184976085435,0.41243374848245673,-0.33717272970521234,0.1390614127983829,0.19018041855992449,0.5287356321839081,4,0.48275862068965514,False
S1,hy_ig_spread,10,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6839333371272895,0.8194731919511116,0.3873808537252354,-0.33717272970521234,0.1306142598860732,0.1909751328026931,0.5301724137931034,4,0.48275862068965514,False
S1,hy_ig_spread,10,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7459093115344835,0.8897237939350172,0.42102655959563895,-0.33717272970521234,0.14195867437725584,0.1903162652376851,0.532088122605364,2,0.24137931034482757,False
S1,hy_ig_spread,10,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7143352654425513,0.8543841892648384,0.40456647595159995,-0.33717272970521234,0.1364087830438191,0.19095904912283718,0.5325670498084292,2,0.24137931034482757,False
S1,hy_ig_spread,10,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7416054665069358,0.8813270742333653,0.41749133539875827,-0.33717272970521234,0.14076669318467366,0.18981345141332928,0.5258620689655172,6,0.7241379310344827,False
S1,hy_ig_spread,10,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.70182647951317,0.8432101232177974,0.39749602755783836,-0.33717272970521234,0.13402482065865468,0.1909657508956096,0.5292145593869731,6,0.7241379310344827,False
S1,hy_ig_spread,10,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7269433977025564,0.8650674020127593,0.4099638200953913,-0.33717272970521234,0.13822862030193966,0.19015045839717315,0.5282567049808429,6,0.7241379310344827,False
S1,hy_ig_spread,10,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6751959737680951,0.8091566375849656,0.3824409969511047,-0.33717272970521234,0.12894867489318676,0.19097962651281428,0.5301724137931034,6,0.7241379310344827,False
S1,hy_ig_spread,10,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7369376220104426,0.8774868043483415,0.4156874370983123,-0.33717272970521234,0.1401584678706017,0.19019040918040636,0.5296934865900383,2,0.24137931034482757,False
S1,hy_ig_spread,10,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.695444198442453,0.8324492836213846,0.3938882309569465,-0.33717272970521234,0.13280837003051077,0.190969124953453,0.5311302681992337,2,0.24137931034482757,False
S1,hy_ig_spread,21,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.740813004018059,0.8803481491418166,0.4181969072467407,-0.33717272970521234,0.14100459277066105,0.19033763177194946,0.5263409961685823,12,1.4482758620689653,False
S1,hy_ig_spread,21,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7043229197651605,0.8428386421734391,0.39890717125380337,-0.33717272970521234,0.1345006198306295,0.19096442278986958,0.5301724137931034,12,1.4482758620689653,False
S1,hy_ig_spread,21,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7568797027020442,0.9005534311948056,0.42742435548171687,-0.33717272970521234,0.1441158366802615,0.19040784970949953,0.5296934865900383,4,0.48275862068965514,False
S1,hy_ig_spread,21,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7369761657255524,0.8798335167827395,0.4173620677237558,-0.33717272970521234,0.14072310764983043,0.19094661970687837,0.5325670498084292,4,0.48275862068965514,False
S1,hy_ig_spread,21,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7522141136201518,0.896908655055607,0.42510593655244283,-0.33717272970521234,0.14333412904127796,0.19054964064880323,0.5325670498084292,2,0.24137931034482757,False
S1,hy_ig_spread,21,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7287710955241944,0.8692379482926242,0.41272522986520777,-0.33717272970521234,0.13915969237186332,0.19095116865436024,0.5335249042145593,2,0.24137931034482757,False
S1,hy_ig_spread,21,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.735108858070412,0.8729899376375144,0.41478960252005864,-0.33717272970521234,0.1398557425350282,0.1902517443499942,0.5263409961685823,6,0.7241379310344827,False
S1,hy_ig_spread,21,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6922677411678103,0.8282729120694735,0.39209256180043917,-0.33717272970521234,0.13220291935936374,0.1909707927980958,0.5301724137931034,6,0.7241379310344827,False
S1,hy_ig_spread,21,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7526757910114505,0.8955034950811088,0.42502753413402966,-0.33717272970521234,0.1433076938838461,0.19039763945545304,0.5287356321839081,6,0.7241379310344827,False
S1,hy_ig_spread,21,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7284936333185895,0.8703725933167942,0.4125684250283814,-0.33717272970521234,0.13910682205699962,0.19095132159674555,0.5316091954022989,6,0.7241379310344827,False
S1,hy_ig_spread,21,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.756418102456873,0.9002495905418552,0.4271652701639546,-0.33717272970521234,0.14402848017644507,0.19040855805623294,0.5301724137931034,2,0.24137931034482757,False
S1,hy_ig_spread,21,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7360592128972888,0.8787948701591277,0.4168438970882312,-0.33717272970521234,0.14054839464219754,0.19094713058337867,0.5325670498084292,2,0.24137931034482757,False
S1,hy_ig_spread,63,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7588756657313354,0.9044732947253243,0.4295134424590956,-0.33717272970521234,0.1448202198390159,0.1908352400514139,0.5292145593869731,6,0.7241379310344827,False
S1,hy_ig_spread,63,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7443701167029302,0.8916825823858467,0.4215402416785132,-0.33717272970521234,0.1421318739673392,0.19094247710653656,0.5330459770114943,6,0.7241379310344827,False
S1,hy_ig_spread,63,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7632242004390017,0.9101282536457381,0.4319956464383421,-0.33717272970521234,0.1456571513303836,0.19084451363911484,0.5301724137931034,4,0.48275862068965514,False
S1,hy_ig_spread,63,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7531560643810226,0.9017697515591917,0.42650464963700613,-0.33717272970521234,0.14380573695007456,0.19093750120469463,0.5330459770114943,4,0.48275862068965514,False
S1,hy_ig_spread,63,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7690658254185216,0.9186510684579416,0.4353825361935562,-0.33717272970521234,0.14679911819435976,0.19087978342357423,0.5330459770114943,2,0.24137931034482757,False
S1,hy_ig_spread,63,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7651453315918169,0.9152092114438726,0.43327842914743436,-0.33717272970521234,0.1460896706780269,0.19093061755222412,0.5340038314176245,2,0.24137931034482757,False
S1,hy_ig_spread,63,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.747154497924841,0.889756828337126,0.422774169879342,-0.33717272970521234,0.1425479209070729,0.19078774377051574,0.5272988505747126,6,0.7241379310344827,False
S1,hy_ig_spread,63,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7205193747156352,0.8642353467152909,0.4080616965190061,-0.33717272970521234,0.13758727610345323,0.1909556924236136,0.532088122605364,6,0.7241379310344827,False
S1,hy_ig_spread,63,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7552236193212015,0.900481458149755,0.4274167602872394,-0.33717272970521234,0.14411327578780692,0.19082199245481304,0.5292145593869731,6,0.7241379310344827,False
S1,hy_ig_spread,63,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7369492847650511,0.8833364509602307,0.41734687733480075,-0.33717272970521234,0.14071798586492118,0.19094663469248618,0.532088122605364,6,0.7241379310344827,False
S1,hy_ig_spread,63,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7627408068672792,0.9099130119306459,0.4317302043407727,-0.33717272970521234,0.14556765149376744,0.19084812321978856,0.5306513409961686,2,0.24137931034482757,False
S1,hy_ig_spread,63,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7522164792615421,0.9006928309053515,0.4259737654418673,-0.33717272970521234,0.14362673727684225,0.190938036106098,0.5330459770114943,2,0.24137931034482757,False
S2a,hy_ig_zscore_252d,0,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7455410037095981,0.8540352560604071,0.39828710954176344,-0.33717272970521234,0.1342915519305953,0.1801263126540312,0.4976053639846743,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,0,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6338978113638553,0.7492736249307307,0.359087575843849,-0.33717272970521234,0.12107453815049803,0.19100008862627488,0.5244252873563219,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,0,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7547217399688056,0.8776716395206097,0.4058895914702665,-0.33717272970521234,0.1368549015149632,0.18133160112841024,0.5110153256704981,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,0,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6607847390084925,0.7775890973105498,0.37429253970085485,-0.33717272970521234,0.1262012373192338,0.19098691278584726,0.5253831417624522,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,0,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8099977481599214,0.9558383512917622,0.4403425666895562,-0.33717272970521234,0.14847150521611716,0.1832986641671549,0.524904214559387,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,0,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7827057317124037,0.9177808587032606,0.4431984901394344,-0.33717272970521234,0.14943444472154174,0.1909203403871964,0.532088122605364,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,0,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7716830176398928,0.9054907355836532,0.4161855695503088,-0.33717272970521234,0.1403264245491961,0.18184464519948745,0.5158045977011494,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,0,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6972065818152958,0.8239108730004043,0.39488449586093943,-0.33717272970521234,0.13314428338769957,0.19096819631426284,0.5258620689655172,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,0,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7971935142730951,0.9388363065862543,0.43162195815153004,-0.33717272970521234,0.14553115383066031,0.18255436255444196,0.5225095785440613,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,0,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7518333226027496,0.8836493005766975,0.42575727306338224,-0.33717272970521234,0.14355374195062806,0.19093825404501039,0.5306513409961686,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,0,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8274781059198021,0.9762949426637333,0.44924187138271093,-0.33717272970521234,0.15147210807198655,0.18305270796695494,0.5263409961685823,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,0,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.8142198981107128,0.953556036605564,0.46099709952574375,-0.33717272970521234,0.15543565043328048,0.19090131645510983,0.5340038314176245,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,1,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7310362678860085,0.8368837453154295,0.39111083257732787,-0.33717272970521234,0.13187190703737592,0.1803903757315894,0.4976053639846743,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,1,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6085232022047309,0.7181122836499662,0.3447350219149777,-0.33717272970521234,0.11623524836405923,0.19101202376988932,0.5244252873563219,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,1,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7784538683019095,0.9045323172097873,0.41888272950908106,-0.33717272970521234,0.14123583333494696,0.1814312178100336,0.5129310344827587,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,1,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.706749532433972,0.8295490707378713,0.40027881577848434,-0.33717272970521234,0.1349631009592014,0.1909631273393312,0.5292145593869731,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,1,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8277093009432813,0.9761471671972343,0.4487973835468742,-0.33717272970521234,0.15132223889505672,0.18282051285711728,0.5253831417624522,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,1,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.8126456554945347,0.9529178968145826,0.46010812385407035,-0.33717272970521234,0.15513591207942082,0.19090228444648857,0.5330459770114943,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,1,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8042654517906767,0.9434073530414018,0.4335892813204095,-0.33717272970521234,0.14619448155372372,0.1817739170919569,0.5162835249042146,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,1,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7587972186039631,0.8956548330032716,0.42969191940114115,-0.33717272970521234,0.14488039739675485,0.19093427577832472,0.5268199233716475,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,1,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7638311814153133,0.9005064061429565,0.4136364009952353,-0.33717272970521234,0.1394669144290033,0.1825886633360308,0.5210727969348659,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,1,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6881879405700143,0.8100654434682866,0.38978615875079253,-0.33717272970521234,0.13142526314731395,0.1909729238185381,0.5277777777777778,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,1,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.8280271127346429,0.9792038748619173,0.4497851029992257,-0.33717272970521234,0.151655270958989,0.18315254250326685,0.5253831417624522,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,1,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.8161438941400454,0.9594219273845056,0.4620835627587734,-0.33717272970521234,0.15580197620728542,0.19090013087882116,0.532088122605364,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,5,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7251198457564615,0.8339231157842728,0.38881293827570335,-0.33717272970521234,0.13109711974312313,0.18079372742358146,0.4956896551724138,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,5,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6003990681973466,0.7111140850285944,0.34013923331172874,-0.33717272970521234,0.11468567377555368,0.1910157424459183,0.5201149425287356,14,1.689655172413793,False
S2a,hy_ig_zscore_252d,5,T2_85,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7308595656127014,0.8526234249087336,0.3944889222913734,-0.33717272970521234,0.13301090676744975,0.18199242785574374,0.5114942528735632,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,5,T2_85,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6204672027041488,0.7302519642658959,0.35149120134306877,-0.33717272970521234,0.11851324782420689,0.19100646626880033,0.5258620689655172,22,2.655172413793103,False
S2a,hy_ig_zscore_252d,5,T2_95,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.788453415006153,0.9312620233957672,0.42859780108358464,-0.33717272970521234,0.14451149053700385,0.18328475441491507,0.5239463601532567,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,5,T2_95,P3,Long/Short,0.361555390474375,0.06875789525174716,0.741129308015645,0.8696719953772623,0.41970895892749127,-0.33717272970521234,0.14151441536331508,0.19094429788806536,0.5301724137931034,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,5,T3_1.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7158349353714497,0.8399086969271421,0.38771420426720854,-0.33717272970521234,0.130726656598259,0.18262123031257813,0.5153256704980843,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,5,T3_1.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.5965146951378882,0.7021669713426147,0.337941765294739,-0.33717272970521234,0.11394474748582535,0.1910175028621655,0.524904214559387,10,1.206896551724138,False
S2a,hy_ig_zscore_252d,5,T3_2.0,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7763294387580673,0.9149519487663691,0.4216333034466943,-0.33717272970521234,0.14216325185774803,0.18312232508556373,0.5220306513409961,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,5,T3_2.0,P3,Long/Short,0.361555390474375,0.06875789525174716,0.7164822576827755,0.8407728502716633,0.4057799636537105,-0.33717272970521234,0.1368179380048034,0.1909578870065753,0.5296934865900383,8,0.9655172413793103,False
S2a,hy_ig_zscore_252d,5,T3_2.5,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7731867425196239,0.9135973203846671,0.4205835758591622,-0.33717272970521234,0.14180931234161295,0.18340887723901156,0.5244252873563219,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,5,T3_2.5,P3,Long/Short,0.361555390474375,0.06875789525174716,0.712767770953736,0.8360843360799108,0.40368050847864645,-0.33717272970521234,0.13611005897253334,0.19095989538136385,0.5301724137931034,12,1.4482758620689653,False
S2a,hy_ig_zscore_252d,10,T2_75,P1,Long/Cash,0.361555390474375,0.06875789525174716,0.7341055055606144,0.843655284632154,0.3942837387112108,-0.33717272970521234,0.13294172445963565,0.18109348513618903,0.4976053639846743,13,1.5689655172413792,False
S2a,hy_ig_zscore_252d,10,T2_75,P3,Long/Short,0.361555390474375,0.06875789525174716,0.6197416999083614,0.7312780172482227,0.35108083418274366,-0.33717272970521234,0.1183748832085787,0.1910068069101729,0.5229885057471264,13,1.5689655172413792,False
