# Simulated trade record based on backtest signals. No real trades were executed. Starting capital: $10000. Commission: 5 bps (tournament cost parameter). Pair: housing_starts_spy. Strategy: P1_long_cash_counter on chg_3m (hst_3m_pct), threshold T1_fixed_p50, lead L2, LB_NA.
trade_date,side,instrument,quantity_pct,price,notional_usd,commission_bps,commission_usd,cum_pnl_pct,reason
1993-02-28,BUY,SPY,100.0,24.3705,10000.0,5,5.0,1.0669,position change
1993-06-30,SELL,SPY,0.0,25.0236,10000.0,5,5.0,3.4021,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.967 vs threshold 0.568 — position 100% → 0%
1993-09-30,BUY,SPY,100.0,25.6684,10000.0,5,5.0,2.6499,P1_long_cash_counter: chg_3m (hst_3m_pct) = -0.318 vs threshold 0.568 — position 0% → 100%
1993-10-31,SELL,SPY,0.0,26.1748,10000.0,5,5.0,2.6499,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.175 vs threshold 0.568 — position 100% → 0%
1994-03-31,BUY,SPY,100.0,25.2328,10000.0,5,5.0,-1.6513,P1_long_cash_counter: chg_3m (hst_3m_pct) = -8.621 vs threshold 0.568 — position 0% → 100%
1994-05-31,SELL,SPY,0.0,25.9225,10000.0,5,5.0,-0.5486,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.022 vs threshold 0.568 — position 100% → 0%
1994-08-31,BUY,SPY,100.0,27.144,10000.0,5,5.0,3.2426,P1_long_cash_counter: chg_3m (hst_3m_pct) = -9.910 vs threshold 0.568 — position 0% → 100%
1994-11-30,SELL,SPY,0.0,26.1272,10000.0,5,5.0,3.4959,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.613 vs threshold 0.568 — position 100% → 0%
1995-02-28,BUY,SPY,100.0,28.312,10000.0,5,5.0,7.7195,P1_long_cash_counter: chg_3m (hst_3m_pct) = -1.289 vs threshold 0.568 — position 0% → 100%
1995-08-31,SELL,SPY,0.0,32.9497,10000.0,5,5.0,24.8089,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.562 vs threshold 0.568 — position 100% → 0%
1995-12-31,BUY,SPY,100.0,36.331,10000.0,5,5.0,26.7725,P1_long_cash_counter: chg_3m (hst_3m_pct) = -6.297 vs threshold 0.568 — position 0% → 100%
1996-01-31,SELL,SPY,0.0,37.6236,10000.0,5,5.0,26.7725,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.542 vs threshold 0.568 — position 100% → 0%
1996-05-31,BUY,SPY,100.0,39.6918,10000.0,5,5.0,29.6503,P1_long_cash_counter: chg_3m (hst_3m_pct) = -0.489 vs threshold 0.568 — position 0% → 100%
1996-06-30,SELL,SPY,0.0,40.042,10000.0,5,5.0,29.6503,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.340 vs threshold 0.568 — position 100% → 0%
1996-09-30,BUY,SPY,100.0,41.157,10000.0,5,5.0,36.8941,P1_long_cash_counter: chg_3m (hst_3m_pct) = -2.902 vs threshold 0.568 — position 0% → 100%
1996-10-31,SELL,SPY,0.0,42.4877,10000.0,5,5.0,36.8941,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.524 vs threshold 0.568 — position 100% → 0%
1996-11-30,BUY,SPY,100.0,45.5895,10000.0,5,5.0,46.888,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.545 vs threshold 0.568 — position 0% → 100%
1997-05-31,SELL,SPY,0.0,51.519,10000.0,5,5.0,56.1244,P1_long_cash_counter: chg_3m (hst_3m_pct) = 6.350 vs threshold 0.568 — position 100% → 0%
1997-07-31,BUY,SPY,100.0,57.8879,10000.0,5,5.0,68.4994,P1_long_cash_counter: chg_3m (hst_3m_pct) = -2.961 vs threshold 0.568 — position 0% → 100%
1997-08-31,SELL,SPY,0.0,54.8892,10000.0,5,5.0,68.4994,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.539 vs threshold 0.568 — position 100% → 0%
1997-09-30,BUY,SPY,100.0,57.5288,10000.0,5,5.0,76.6026,P1_long_cash_counter: chg_3m (hst_3m_pct) = -3.686 vs threshold 0.568 — position 0% → 100%
1997-11-30,SELL,SPY,0.0,58.2908,10000.0,5,5.0,72.2752,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.481 vs threshold 0.568 — position 100% → 0%
1998-03-31,BUY,SPY,100.0,67.4754,10000.0,5,5.0,80.6793,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.329 vs threshold 0.568 — position 0% → 100%
1998-04-30,SELL,SPY,0.0,68.3385,10000.0,5,5.0,80.6793,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.901 vs threshold 0.568 — position 100% → 0%
1998-05-31,BUY,SPY,100.0,66.9192,10000.0,5,5.0,76.9268,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.064 vs threshold 0.568 — position 0% → 100%
1998-06-30,SELL,SPY,0.0,69.7681,10000.0,5,5.0,76.9268,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.984 vs threshold 0.568 — position 100% → 0%
1998-07-31,BUY,SPY,100.0,68.8253,10000.0,5,5.0,74.5359,P1_long_cash_counter: chg_3m (hst_3m_pct) = -3.030 vs threshold 0.568 — position 0% → 100%
1998-08-31,SELL,SPY,0.0,59.1086,10000.0,5,5.0,74.5359,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.722 vs threshold 0.568 — position 100% → 0%
1998-11-30,BUY,SPY,100.0,71.7523,10000.0,5,5.0,84.2543,P1_long_cash_counter: chg_3m (hst_3m_pct) = -3.595 vs threshold 0.568 — position 0% → 100%
1998-12-31,SELL,SPY,0.0,76.4465,10000.0,5,5.0,84.2543,P1_long_cash_counter: chg_3m (hst_3m_pct) = 1.001 vs threshold 0.568 — position 100% → 0%
1999-05-31,BUY,SPY,100.0,80.9141,10000.0,5,5.0,80.0413,P1_long_cash_counter: chg_3m (hst_3m_pct) = -4.576 vs threshold 0.568 — position 0% → 100%
1999-09-30,SELL,SPY,0.0,80.4786,10000.0,5,5.0,83.1637,P1_long_cash_counter: chg_3m (hst_3m_pct) = 7.469 vs threshold 0.568 — position 100% → 0%
1999-12-31,BUY,SPY,100.0,92.0335,10000.0,5,5.0,93.6241,P1_long_cash_counter: chg_3m (hst_3m_pct) = -3.655 vs threshold 0.568 — position 0% → 100%
2000-02-29,SELL,SPY,0.0,86.1199,10000.0,5,5.0,83.9841,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.465 vs threshold 0.568 — position 100% → 0%
2000-05-31,BUY,SPY,100.0,89.7154,10000.0,5,5.0,81.0915,P1_long_cash_counter: chg_3m (hst_3m_pct) = -6.089 vs threshold 0.568 — position 0% → 100%
2000-12-31,SELL,SPY,0.0,83.0681,10000.0,5,5.0,68.5547,P1_long_cash_counter: chg_3m (hst_3m_pct) = 5.878 vs threshold 0.568 — position 100% → 0%
2001-07-31,BUY,SPY,100.0,77.2649,10000.0,5,5.0,66.8361,P1_long_cash_counter: chg_3m (hst_3m_pct) = -1.231 vs threshold 0.568 — position 0% → 100%
2001-08-31,SELL,SPY,0.0,72.6806,10000.0,5,5.0,66.8361,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.893 vs threshold 0.568 — position 100% → 0%
2001-10-31,BUY,SPY,100.0,67.6168,10000.0,5,5.0,69.0085,P1_long_cash_counter: chg_3m (hst_3m_pct) = -2.368 vs threshold 0.568 — position 0% → 100%
2002-01-31,SELL,SPY,0.0,72.5822,10000.0,5,5.0,83.2147,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.234 vs threshold 0.568 — position 100% → 0%
2002-02-28,BUY,SPY,100.0,71.2804,10000.0,5,5.0,79.9287,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.384 vs threshold 0.568 — position 0% → 100%
2002-03-31,SELL,SPY,0.0,73.652,10000.0,5,5.0,79.9287,P1_long_cash_counter: chg_3m (hst_3m_pct) = 10.260 vs threshold 0.568 — position 100% → 0%
2002-06-30,BUY,SPY,100.0,63.8675,10000.0,5,5.0,66.6486,P1_long_cash_counter: chg_3m (hst_3m_pct) = -6.243 vs threshold 0.568 — position 0% → 100%
2002-08-31,SELL,SPY,0.0,59.2336,10000.0,5,5.0,53.5134,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.568 vs threshold 0.568 — position 100% → 0%
2002-10-31,BUY,SPY,100.0,57.3857,10000.0,5,5.0,66.145,P1_long_cash_counter: chg_3m (hst_3m_pct) = -7.426 vs threshold 0.568 — position 0% → 100%
2002-11-30,SELL,SPY,0.0,60.9254,10000.0,5,5.0,66.145,P1_long_cash_counter: chg_3m (hst_3m_pct) = 5.067 vs threshold 0.568 — position 100% → 0%
2002-12-31,BUY,SPY,100.0,57.4788,10000.0,5,5.0,56.7461,P1_long_cash_counter: chg_3m (hst_3m_pct) = -0.423 vs threshold 0.568 — position 0% → 100%
2003-01-31,SELL,SPY,0.0,56.0652,10000.0,5,5.0,56.7461,P1_long_cash_counter: chg_3m (hst_3m_pct) = 7.348 vs threshold 0.568 — position 100% → 0%
2003-02-28,BUY,SPY,100.0,55.3094,10000.0,5,5.0,54.6333,P1_long_cash_counter: chg_3m (hst_3m_pct) = -0.887 vs threshold 0.568 — position 0% → 100%
2003-03-31,SELL,SPY,0.0,55.4278,10000.0,5,5.0,54.6333,P1_long_cash_counter: chg_3m (hst_3m_pct) = 12.439 vs threshold 0.568 — position 100% → 0%
2003-04-30,BUY,SPY,100.0,60.1177,10000.0,5,5.0,67.717,P1_long_cash_counter: chg_3m (hst_3m_pct) = -7.074 vs threshold 0.568 — position 0% → 100%
2003-07-31,SELL,SPY,0.0,65.2451,10000.0,5,5.0,78.7984,P1_long_cash_counter: chg_3m (hst_3m_pct) = 7.489 vs threshold 0.568 — position 100% → 0%
2004-03-31,BUY,SPY,100.0,75.1448,10000.0,5,5.0,76.4302,P1_long_cash_counter: chg_3m (hst_3m_pct) = -2.847 vs threshold 0.568 — position 0% → 100%
2004-06-30,SELL,SPY,0.0,76.3727,10000.0,5,5.0,76.0558,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.814 vs threshold 0.568 — position 100% → 0%
2004-08-31,BUY,SPY,100.0,74.0921,10000.0,5,5.0,76.4847,P1_long_cash_counter: chg_3m (hst_3m_pct) = -8.509 vs threshold 0.568 — position 0% → 100%
2004-10-31,SELL,SPY,0.0,75.8,10000.0,5,5.0,78.2559,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.171 vs threshold 0.568 — position 100% → 0%
2005-01-31,BUY,SPY,100.0,79.7306,10000.0,5,5.0,74.2593,P1_long_cash_counter: chg_3m (hst_3m_pct) = -11.957 vs threshold 0.568 — position 0% → 100%
2005-02-28,SELL,SPY,0.0,81.3973,10000.0,5,5.0,74.2593,P1_long_cash_counter: chg_3m (hst_3m_pct) = 7.192 vs threshold 0.568 — position 100% → 0%
2005-05-31,BUY,SPY,100.0,80.938,10000.0,5,5.0,79.8749,P1_long_cash_counter: chg_3m (hst_3m_pct) = -8.717 vs threshold 0.568 — position 0% → 100%
2005-08-31,SELL,SPY,0.0,83.3731,10000.0,5,5.0,87.04,P1_long_cash_counter: chg_3m (hst_3m_pct) = 10.944 vs threshold 0.568 — position 100% → 0%
2005-09-30,BUY,SPY,100.0,84.0422,10000.0,5,5.0,88.541,P1_long_cash_counter: chg_3m (hst_3m_pct) = -0.340 vs threshold 0.568 — position 0% → 100%
2005-10-31,SELL,SPY,0.0,82.0545,10000.0,5,5.0,88.541,P1_long_cash_counter: chg_3m (hst_3m_pct) = 3.457 vs threshold 0.568 — position 100% → 0%
2005-12-31,BUY,SPY,100.0,85.4971,10000.0,5,5.0,88.1803,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.536 vs threshold 0.568 — position 0% → 100%
2006-01-31,SELL,SPY,0.0,87.5503,10000.0,5,5.0,88.1803,P1_long_cash_counter: chg_3m (hst_3m_pct) = 2.482 vs threshold 0.568 — position 100% → 0%
2006-02-28,BUY,SPY,100.0,88.0515,10000.0,5,5.0,89.2578,P1_long_cash_counter: chg_3m (hst_3m_pct) = -7.299 vs threshold 0.568 — position 0% → 100%
2006-03-31,SELL,SPY,0.0,89.5047,10000.0,5,5.0,89.2578,P1_long_cash_counter: chg_3m (hst_3m_pct) = 10.073 vs threshold 0.568 — position 100% → 0%
2006-04-30,BUY,SPY,100.0,90.6353,10000.0,5,5.0,91.6485,P1_long_cash_counter: chg_3m (hst_3m_pct) = -1.304 vs threshold 0.568 — position 0% → 100%
2007-06-30,SELL,SPY,0.0,106.0783,10000.0,5,5.0,127.6307,P1_long_cash_counter: chg_3m (hst_3m_pct) = 5.749 vs threshold 0.568 — position 100% → 0%
2007-07-31,BUY,SPY,100.0,102.7569,10000.0,5,5.0,120.5034,P1_long_cash_counter: chg_3m (hst_3m_pct) = -4.392 vs threshold 0.568 — position 0% → 100%
2008-08-31,SELL,SPY,0.0,92.6488,10000.0,5,5.0,95.7872,P1_long_cash_counter: chg_3m (hst_3m_pct) = 4.080 vs threshold 0.568 — position 100% → 0%
2008-09-30,BUY,SPY,100.0,83.9238,10000.0,5,5.0,77.3492,P1_long_cash_counter: chg_3m (hst_3m_pct) = -8.885 vs threshold 0.568 — position 0% → 100%
2009-08-31,SELL,SPY,0.0,75.6961,10000.0,5,5.0,54.264,P1_long_cash_counter: chg_3m (hst_3m_pct) = 15.842 vs threshold 0.568 — position 100% → 0%
2009-11-30,BUY,SPY,100.0,81.6091,10000.0,5,5.0,63.7677,P1_long_cash_counter: chg_3m (hst_3m_pct) = 0.000 vs threshold 0.568 — position 0% → 100%
