signal,threshold,strategy,lead_months,lookback,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,n_trades,annual_turnover,oos_n,valid
level,T3_zscore_neg_1.5,P3_long_short_counter,6,LB36,0.3826,0.6649,1.0796,0.4168,0.1159,0.1742,-0.278,0.6471,10,1.41,85,True
level,T2_roll_p25,P1_long_cash_pro,6,LB60,0.8022,0.5195,0.664,0.2915,0.0697,0.1343,-0.2393,0.3765,17,2.4,85,True
level,T2_roll_p25,P1_long_cash_counter,6,LB60,0.0464,0.729,0.7444,0.6508,0.0815,0.1118,-0.1252,0.2824,17,2.4,85,True
level,T2_roll_p25,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T2_roll_p25,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T2_roll_p25,P3_long_short_pro,6,LB60,0.486,-0.0663,-0.112,-0.0308,-0.0118,0.1774,-0.3816,0.5294,17,2.4,85,False
level,T2_roll_p25,P3_long_short_counter,6,LB60,-0.486,0.0663,0.1309,0.0275,0.0118,0.1774,-0.4276,0.4706,17,2.4,85,False
level,T2_roll_p75,P1_long_cash_pro,6,LB60,0.2234,-0.2963,-0.2591,-0.1304,-0.0261,0.088,-0.1998,0.1176,9,1.27,85,False
level,T2_roll_p75,P1_long_cash_counter,6,LB60,0.5092,1.2222,1.5834,0.9117,0.1773,0.1451,-0.1945,0.5412,9,1.27,85,True
level,T2_roll_p75,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T2_roll_p75,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T2_roll_p75,P3_long_short_pro,6,LB60,-0.3723,-1.2152,-2.1215,-0.2618,-0.2034,0.1673,-0.7769,0.3412,9,1.27,85,False
level,T2_roll_p75,P3_long_short_counter,6,LB60,0.3723,1.2152,2.0404,1.0457,0.2034,0.1673,-0.1945,0.6588,9,1.27,85,True
level,T3_zscore_1.0,P1_long_cash_pro,6,LB60,0.0083,-0.2455,-0.1717,-0.1167,-0.0179,0.0731,-0.1538,0.0941,8,1.13,85,False
level,T3_zscore_1.0,P1_long_cash_counter,6,LB60,0.5802,1.0986,1.4919,0.8699,0.1692,0.154,-0.1945,0.5647,8,1.13,85,True
level,T3_zscore_1.0,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_1.0,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T3_zscore_1.0,P3_long_short_pro,6,LB60,-0.5531,-1.1076,-1.9754,-0.2393,-0.1871,0.1689,-0.782,0.3412,8,1.13,85,False
level,T3_zscore_1.0,P3_long_short_counter,6,LB60,0.5531,1.1076,1.812,0.9621,0.1871,0.1689,-0.1945,0.6588,8,1.13,85,True
level,T3_zscore_neg_1.0,P1_long_cash_pro,6,LB60,-0.222,0.2396,0.1863,0.1868,0.0234,0.0977,-0.1252,0.0824,18,2.54,85,False
level,T3_zscore_neg_1.0,P1_long_cash_counter,6,LB60,0.8318,0.8922,1.2374,0.5343,0.1278,0.1433,-0.2393,0.5765,18,2.54,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T3_zscore_neg_1.0,P3_long_short_pro,6,LB60,-0.8181,-0.5973,-1.2586,-0.1669,-0.1044,0.1748,-0.6256,0.3176,18,2.54,85,False
level,T3_zscore_neg_1.0,P3_long_short_counter,6,LB60,0.8181,0.5973,0.9006,0.4365,0.1044,0.1748,-0.2393,0.6824,18,2.54,85,True
level,T3_zscore_1.5,P1_long_cash_pro,6,LB60,-0.0841,-0.2263,-0.1334,-0.0741,-0.0134,0.0594,-0.1812,0.0588,8,1.13,85,False
level,T3_zscore_1.5,P1_long_cash_counter,6,LB60,0.5815,1.0278,1.4611,0.8467,0.1647,0.1602,-0.1945,0.6,8,1.13,85,True
level,T3_zscore_1.5,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_1.5,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T3_zscore_1.5,P3_long_short_pro,6,LB60,-0.5877,-1.0491,-1.9329,-0.2284,-0.1781,0.1698,-0.7797,0.3412,8,1.13,85,False
level,T3_zscore_1.5,P3_long_short_counter,6,LB60,0.5877,1.0491,1.6457,0.9158,0.1781,0.1698,-0.1945,0.6588,8,1.13,85,True
level,T3_zscore_neg_1.5,P1_long_cash_pro,6,LB60,0.0612,0.067,0.0254,0.0344,0.0048,0.0716,-0.1395,0.0353,8,1.13,85,False
level,T3_zscore_neg_1.5,P1_long_cash_counter,6,LB60,0.5836,0.9346,1.4578,0.612,0.1464,0.1567,-0.2393,0.6235,8,1.13,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_pro,6,LB60,0.696,0.7082,0.8752,0.363,0.0727,0.1026,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_counter,6,LB60,0.2356,0.8421,0.983,0.5004,0.0785,0.0933,-0.157,0.6118,79,11.15,85,True
level,T3_zscore_neg_1.5,P3_long_short_pro,6,LB60,-0.5066,-0.8205,-1.5093,-0.1987,-0.1416,0.1726,-0.7128,0.3412,8,1.13,85,False
level,T3_zscore_neg_1.5,P3_long_short_counter,6,LB60,0.5066,0.8205,1.3481,0.592,0.1416,0.1726,-0.2393,0.6588,8,1.13,85,True
level,T2_roll_p25,P1_long_cash_pro,6,LB120,0.8853,0.4366,0.5835,0.259,0.062,0.142,-0.2393,0.3765,11,1.55,85,True
level,T2_roll_p25,P1_long_cash_counter,6,LB120,0.0877,0.8776,0.766,0.6398,0.0893,0.1017,-0.1395,0.2824,11,1.55,85,True
level,T2_roll_p25,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T2_roll_p25,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T2_roll_p25,P3_long_short_pro,6,LB120,0.4081,-0.1539,-0.2919,-0.0456,-0.0273,0.1773,-0.5987,0.4941,11,1.55,85,False
level,T2_roll_p25,P3_long_short_counter,6,LB120,-0.4081,0.1539,0.2675,0.0474,0.0273,0.1773,-0.5761,0.5059,11,1.55,85,False
level,T2_roll_p75,P1_long_cash_pro,6,LB120,0.4189,0.2578,0.278,0.14,0.028,0.1085,-0.1998,0.1882,13,1.84,85,False
level,T2_roll_p75,P1_long_cash_counter,6,LB120,0.444,0.9093,1.1009,0.6339,0.1233,0.1356,-0.1945,0.4706,13,1.84,85,True
level,T2_roll_p75,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T2_roll_p75,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T2_roll_p75,P3_long_short_pro,6,LB120,-0.284,-0.5437,-1.0157,-0.1648,-0.0953,0.1753,-0.5782,0.4118,13,1.84,85,False
level,T2_roll_p75,P3_long_short_counter,6,LB120,0.284,0.5437,0.9196,0.3432,0.0953,0.1753,-0.2777,0.5882,13,1.84,85,True
level,T3_zscore_1.0,P1_long_cash_pro,6,LB120,0.0914,-0.3621,-0.2738,-0.1418,-0.0288,0.0794,-0.2028,0.0941,10,1.41,85,False
level,T3_zscore_1.0,P1_long_cash_counter,6,LB120,0.5509,1.2029,1.6134,0.9255,0.18,0.1496,-0.1945,0.5647,10,1.41,85,True
level,T3_zscore_1.0,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_1.0,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T3_zscore_1.0,P3_long_short_pro,6,LB120,-0.517,-1.2515,-2.1787,-0.2578,-0.2087,0.1668,-0.8095,0.3294,10,1.41,85,False
level,T3_zscore_1.0,P3_long_short_counter,6,LB120,0.517,1.2515,2.0747,1.0733,0.2087,0.1668,-0.1945,0.6706,10,1.41,85,True
level,T3_zscore_neg_1.0,P1_long_cash_pro,6,LB120,0.1267,0.248,0.1809,0.1225,0.0219,0.0882,-0.1786,0.1294,17,2.4,85,False
level,T3_zscore_neg_1.0,P1_long_cash_counter,6,LB120,0.5488,0.867,1.2169,0.5406,0.1294,0.1492,-0.2393,0.5294,17,2.4,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T3_zscore_neg_1.0,P3_long_short_pro,6,LB120,-0.4626,-0.6152,-1.1524,-0.1641,-0.1075,0.1747,-0.6548,0.3647,17,2.4,85,False
level,T3_zscore_neg_1.0,P3_long_short_counter,6,LB120,0.4626,0.6152,1.0268,0.4492,0.1075,0.1747,-0.2393,0.6353,17,2.4,85,True
level,T3_zscore_1.5,P1_long_cash_pro,6,LB120,-0.1547,-0.0668,-0.038,-0.03,-0.0039,0.0582,-0.1299,0.0588,4,0.56,85,False
level,T3_zscore_1.5,P1_long_cash_counter,6,LB120,0.5753,0.9607,1.3695,0.7977,0.1551,0.1615,-0.1945,0.6,4,0.56,85,True
level,T3_zscore_1.5,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_1.5,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T3_zscore_1.5,P3_long_short_pro,6,LB120,-0.5876,-0.928,-1.7162,-0.2131,-0.159,0.1713,-0.7461,0.3412,4,0.56,85,False
level,T3_zscore_1.5,P3_long_short_counter,6,LB120,0.5876,0.928,1.477,0.8177,0.159,0.1713,-0.1945,0.6588,4,0.56,85,True
level,T3_zscore_neg_1.5,P1_long_cash_pro,6,LB120,0.296,0.4296,0.5004,0.5799,0.0275,0.064,-0.0474,0.0471,14,1.98,85,True
level,T3_zscore_neg_1.5,P1_long_cash_counter,6,LB120,0.4939,0.7668,1.0871,0.5171,0.1237,0.1614,-0.2393,0.6118,14,1.98,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_pro,6,LB120,0.8129,0.6958,0.8794,0.3899,0.0781,0.1122,-0.2003,0.6588,79,11.15,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_counter,6,LB120,0.4469,0.9078,1.1864,0.6363,0.0732,0.0806,-0.115,0.6118,79,11.15,85,True
level,T3_zscore_neg_1.5,P3_long_short_pro,6,LB120,-0.3922,-0.5491,-1.1556,-0.1595,-0.0962,0.1752,-0.6031,0.3412,14,1.98,85,False
level,T3_zscore_neg_1.5,P3_long_short_counter,6,LB120,0.3922,0.5491,0.8247,0.4021,0.0962,0.1752,-0.2393,0.6588,14,1.98,85,True
level,T1_fixed_p25,P1_long_cash_pro,12,LB_NA,0.5075,0.7423,1.0793,0.5113,0.1223,0.1648,-0.2393,0.5412,14,1.98,85,True
level,T1_fixed_p25,P1_long_cash_counter,12,LB_NA,0.2515,0.5279,0.433,0.2948,0.0289,0.0547,-0.098,0.1176,14,1.98,85,True
level,T1_fixed_p25,P3_long_short_pro,12,LB_NA,0.2456,0.5328,0.9113,0.3905,0.0934,0.1754,-0.2393,0.6118,14,1.98,85,True
level,T1_fixed_p25,P3_long_short_counter,12,LB_NA,-0.2456,-0.5328,-0.9868,-0.1535,-0.0934,0.1754,-0.6088,0.3882,14,1.98,85,False
level,T1_fixed_p50,P1_long_cash_pro,12,LB_NA,0.5091,0.4104,0.536,0.2636,0.0631,0.1537,-0.2393,0.4,10,1.41,85,True
level,T1_fixed_p50,P1_long_cash_counter,12,LB_NA,0.2997,1.0624,1.6051,1.1633,0.0882,0.083,-0.0758,0.2588,10,1.41,85,True
level,T1_fixed_p50,P3_long_short_pro,12,LB_NA,0.0905,-0.1415,-0.2487,-0.0706,-0.0251,0.1773,-0.3553,0.5059,10,1.41,85,False
level,T1_fixed_p50,P3_long_short_counter,12,LB_NA,-0.0905,0.1415,0.2666,0.07,0.0251,0.1773,-0.3587,0.4941,10,1.41,85,False
level,T1_fixed_p75,P1_long_cash_pro,12,LB_NA,0.3407,0.2203,0.3068,0.1168,0.0258,0.1171,-0.2209,0.2824,15,2.12,85,False
level,T1_fixed_p75,P1_long_cash_counter,12,LB_NA,0.4557,0.9797,1.1234,0.6202,0.1254,0.128,-0.2022,0.3765,15,2.12,85,True
level,T1_fixed_p75,P3_long_short_pro,12,LB_NA,-0.2747,-0.5691,-1.058,-0.1454,-0.0996,0.1751,-0.6854,0.4824,15,2.12,85,False
level,T1_fixed_p75,P3_long_short_counter,12,LB_NA,0.2747,0.5691,1.0385,0.2692,0.0996,0.1751,-0.3701,0.5176,15,2.12,85,True
level,T2_roll_p25,P1_long_cash_pro,12,LB36,0.6932,0.1755,0.2008,0.084,0.0242,0.1377,-0.288,0.3529,10,1.41,85,False
level,T2_roll_p25,P1_long_cash_counter,12,LB36,0.1401,1.2056,2.2957,1.526,0.1271,0.1054,-0.0833,0.3059,10,1.41,85,True
level,T2_roll_p25,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T2_roll_p25,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T2_roll_p25,P3_long_short_pro,12,LB36,0.341,-0.5881,-0.9429,-0.1569,-0.1029,0.1749,-0.6558,0.4824,10,1.41,85,False
level,T2_roll_p25,P3_long_short_counter,12,LB36,-0.341,0.5881,1.3455,0.4043,0.1029,0.1749,-0.2545,0.5176,10,1.41,85,True
level,T2_roll_p75,P1_long_cash_pro,12,LB36,0.4223,0.0034,0.0043,0.0013,0.0004,0.1062,-0.2782,0.1529,11,1.55,85,False
level,T2_roll_p75,P1_long_cash_counter,12,LB36,0.4174,1.1155,1.4377,0.9053,0.1509,0.1352,-0.1667,0.5059,11,1.55,85,True
level,T2_roll_p75,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T2_roll_p75,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T2_roll_p75,P3_long_short_pro,12,LB36,-0.2036,-0.8751,-1.5976,-0.2003,-0.1505,0.172,-0.7512,0.3882,11,1.55,85,False
level,T2_roll_p75,P3_long_short_counter,12,LB36,0.2036,0.8751,1.4724,0.5036,0.1505,0.172,-0.2989,0.6118,11,1.55,85,True
level,T3_zscore_1.0,P1_long_cash_pro,12,LB36,0.4444,0.0849,0.0877,0.0357,0.0085,0.1,-0.238,0.1294,11,1.55,85,False
level,T3_zscore_1.0,P1_long_cash_counter,12,LB36,0.4279,1.0155,1.3872,0.824,0.1427,0.1406,-0.1732,0.5294,11,1.55,85,True
level,T3_zscore_1.0,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T3_zscore_1.0,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T3_zscore_1.0,P3_long_short_pro,12,LB36,-0.2468,-0.7755,-1.42,-0.1856,-0.1343,0.1731,-0.7235,0.3882,11,1.55,85,False
level,T3_zscore_1.0,P3_long_short_counter,12,LB36,0.2468,0.7755,1.3064,0.4392,0.1343,0.1731,-0.3057,0.6118,11,1.55,85,True
level,T3_zscore_neg_1.0,P1_long_cash_pro,12,LB36,-0.2625,0.7571,1.1136,0.7665,0.0662,0.0875,-0.0864,0.1529,20,2.82,85,True
level,T3_zscore_neg_1.0,P1_long_cash_counter,12,LB36,0.8718,0.5621,0.7233,0.3552,0.085,0.1512,-0.2393,0.5059,20,2.82,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T3_zscore_neg_1.0,P3_long_short_pro,12,LB36,-0.8724,-0.1056,-0.2402,-0.0459,-0.0187,0.1774,-0.4087,0.4118,20,2.82,85,False
level,T3_zscore_neg_1.0,P3_long_short_counter,12,LB36,0.8724,0.1056,0.1608,0.0434,0.0187,0.1774,-0.4316,0.5882,20,2.82,85,False
level,T3_zscore_1.5,P1_long_cash_pro,12,LB36,0.2125,0.4714,0.28,0.407,0.0357,0.0758,-0.0878,0.1059,11,1.55,85,True
level,T3_zscore_1.5,P1_long_cash_counter,12,LB36,0.5241,0.7377,1.0602,0.375,0.1155,0.1566,-0.308,0.5529,11,1.55,85,True
level,T3_zscore_1.5,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T3_zscore_1.5,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T3_zscore_1.5,P3_long_short_pro,12,LB36,-0.4672,-0.4535,-0.8814,-0.139,-0.0798,0.1759,-0.574,0.4118,11,1.55,85,False
level,T3_zscore_1.5,P3_long_short_counter,12,LB36,0.4672,0.4535,0.7409,0.1853,0.0798,0.1759,-0.4306,0.5882,11,1.55,85,True
level,T3_zscore_neg_1.5,P1_long_cash_pro,12,LB36,-0.1496,0.6875,0.0,1.0272,0.0385,0.0559,-0.0374,0.0706,10,1.41,85,True
level,T3_zscore_neg_1.5,P1_long_cash_counter,12,LB36,0.7041,0.6842,1.0099,0.4713,0.1128,0.1648,-0.2393,0.5882,10,1.41,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_pro,12,LB36,0.773,0.455,0.5488,0.2507,0.0521,0.1144,-0.2077,0.6353,78,11.01,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_counter,12,LB36,0.0954,1.0992,1.8035,1.1904,0.0992,0.0902,-0.0833,0.5882,78,11.01,85,True
level,T3_zscore_neg_1.5,P3_long_short_pro,12,LB36,-0.698,-0.4219,-0.845,-0.1385,-0.0743,0.1761,-0.5367,0.4,10,1.41,85,False
level,T3_zscore_neg_1.5,P3_long_short_counter,12,LB36,0.698,0.4219,0.6712,0.2611,0.0743,0.1761,-0.2846,0.6,10,1.41,85,True
level,T2_roll_p25,P1_long_cash_pro,12,LB60,0.812,0.3247,0.382,0.1922,0.046,0.1416,-0.2393,0.3882,14,1.98,85,True
level,T2_roll_p25,P1_long_cash_counter,12,LB60,0.0806,1.0361,1.9016,1.2641,0.1052,0.1016,-0.0833,0.2706,14,1.98,85,True
level,T2_roll_p25,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T2_roll_p25,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T2_roll_p25,P3_long_short_pro,12,LB60,0.4272,-0.3355,-0.5273,-0.1116,-0.0593,0.1766,-0.5311,0.5176,14,1.98,85,False
level,T2_roll_p25,P3_long_short_counter,12,LB60,-0.4272,0.3355,0.778,0.2328,0.0593,0.1766,-0.2545,0.4824,14,1.98,85,True
level,T2_roll_p75,P1_long_cash_pro,12,LB60,0.5245,-0.0096,-0.013,-0.0038,-0.0011,0.1092,-0.2782,0.1765,11,1.55,85,False
level,T2_roll_p75,P1_long_cash_counter,12,LB60,0.3865,1.1475,1.436,0.8007,0.1523,0.1327,-0.1902,0.4824,11,1.55,85,True
level,T2_roll_p75,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T2_roll_p75,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T2_roll_p75,P3_long_short_pro,12,LB60,-0.1611,-0.8926,-1.6303,-0.197,-0.1533,0.1718,-0.7784,0.4,11,1.55,85,False
level,T2_roll_p75,P3_long_short_counter,12,LB60,0.1611,0.8926,1.5215,0.4372,0.1533,0.1718,-0.3507,0.6,11,1.55,85,True
level,T3_zscore_1.0,P1_long_cash_pro,12,LB60,0.49,0.0198,0.0228,0.0086,0.002,0.1032,-0.238,0.1412,11,1.55,85,False
level,T3_zscore_1.0,P1_long_cash_counter,12,LB60,0.4423,1.0832,1.4455,1.116,0.1492,0.1377,-0.1337,0.5176,11,1.55,85,True
level,T3_zscore_1.0,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T3_zscore_1.0,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T3_zscore_1.0,P3_long_short_pro,12,LB60,-0.2967,-0.8543,-1.5629,-0.2034,-0.1471,0.1722,-0.7235,0.3882,11,1.55,85,False
level,T3_zscore_1.0,P3_long_short_counter,12,LB60,0.2967,0.8543,1.4347,0.6153,0.1471,0.1722,-0.2392,0.6118,11,1.55,85,True
level,T3_zscore_neg_1.0,P1_long_cash_pro,12,LB60,-0.0557,0.5026,0.5999,0.3773,0.0357,0.071,-0.0946,0.1059,18,2.54,85,True
level,T3_zscore_neg_1.0,P1_long_cash_counter,12,LB60,0.6974,0.7276,0.9834,0.4829,0.1155,0.1588,-0.2393,0.5529,18,2.54,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T3_zscore_neg_1.0,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T3_zscore_neg_1.0,P3_long_short_pro,12,LB60,-0.6195,-0.4539,-0.9063,-0.144,-0.0799,0.1759,-0.5545,0.3647,18,2.54,85,False
level,T3_zscore_neg_1.0,P3_long_short_counter,12,LB60,0.6195,0.4539,0.7297,0.2999,0.0799,0.1759,-0.2663,0.6353,18,2.54,85,True
level,T3_zscore_1.5,P1_long_cash_pro,12,LB60,0.0882,0.4714,0.28,0.407,0.0357,0.0758,-0.0878,0.1059,11,1.55,85,True
level,T3_zscore_1.5,P1_long_cash_counter,12,LB60,0.5506,0.7377,1.0602,0.375,0.1155,0.1566,-0.308,0.5529,11,1.55,85,True
level,T3_zscore_1.5,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T3_zscore_1.5,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T3_zscore_1.5,P3_long_short_pro,12,LB60,-0.5297,-0.4535,-0.8814,-0.139,-0.0798,0.1759,-0.574,0.4118,11,1.55,85,False
level,T3_zscore_1.5,P3_long_short_counter,12,LB60,0.5297,0.4535,0.7409,0.1853,0.0798,0.1759,-0.4306,0.5882,11,1.55,85,True
level,T3_zscore_neg_1.5,P1_long_cash_pro,12,LB60,-0.0977,0.5913,0.0,0.8365,0.0313,0.053,-0.0374,0.0588,8,1.13,85,True
level,T3_zscore_neg_1.5,P1_long_cash_counter,12,LB60,0.6714,0.7245,1.0739,0.5012,0.1199,0.1655,-0.2393,0.6,8,1.13,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_pro,12,LB60,0.8635,0.5553,0.7042,0.3109,0.0646,0.1163,-0.2077,0.6471,79,11.15,85,True
level,T3_zscore_neg_1.5,P2_signal_strength_counter,12,LB60,0.1725,1.0519,1.6826,1.0403,0.0867,0.0824,-0.0833,0.5882,79,11.15,85,True
level,T3_zscore_neg_1.5,P3_long_short_pro,12,LB60,-0.6469,-0.5045,-1.0159,-0.1524,-0.0886,0.1756,-0.5813,0.3882,8,1.13,85,False
level,T3_zscore_neg_1.5,P3_long_short_counter,12,LB60,0.6469,0.5045,0.7883,0.3113,0.0886,0.1756,-0.2846,0.6118,8,1.13,85,True
level,T2_roll_p25,P1_long_cash_pro,12,LB120,0.615,0.5313,0.687,0.3431,0.0821,0.1545,-0.2393,0.4353,10,1.41,85,True
level,T2_roll_p25,P1_long_cash_counter,12,LB120,0.2388,0.8479,1.1497,0.9123,0.0691,0.0815,-0.0758,0.2235,10,1.41,85,True
level,T2_roll_p25,P2_signal_strength_pro,12,LB120,0.8743,0.5666,0.7141,0.3538,0.0735,0.1297,-0.2077,0.6471,79,11.15,85,True
level,T2_roll_p25,P2_signal_strength_counter,12,LB120,0.379,1.2153,2.5232,1.5416,0.0778,0.064,-0.0504,0.5882,79,11.15,85,True
level,T2_roll_p25,P3_long_short_pro,12,LB120,0.1674,0.073,0.1246,0.0395,0.0129,0.1774,-0.3278,0.5412,10,1.41,85,False
level,T2_roll_p25,P3_long_short_counter,12,LB120,-0.1674,-0.073,-0.1408,-0.0273,-0.0129,0.1774,-0.4741,0.4588,10,1.41,85,False
level,T2_roll_p75,P1_long_cash_pro,12,LB120,0.5246,0.1128,0.1662,0.062,0.0134,0.1189,-0.2161,0.2471,13,1.84,85,False
level,T2_roll_p75,P1_long_cash_counter,12,LB120,0.4128,1.0987,1.4018,1.1006,0.1378,0.1254,-0.1252,0.4118,13,1.84,85,True
level,T2_roll_p75,P2_signal_strength_pro,12,LB120,0.8743,0.5666,0.7141,0.3538,0.0735,0.1297,-0.2077,0.6471,79,11.15,85,True
level,T2_roll_p75,P2_signal_strength_counter,12,LB120,0.379,1.2153,2.5232,1.5416,0.0778,0.064,-0.0504,0.5882,79,11.15,85,True
level,T2_roll_p75,P3_long_short_pro,12,LB120,-0.2288,-0.7161,-1.284,-0.1816,-0.1244,0.1737,-0.6852,0.4588,13,1.84,85,False
level,T2_roll_p75,P3_long_short_counter,12,LB120,0.2288,0.7161,1.3435,0.42,0.1244,0.1737,-0.2962,0.5412,13,1.84,85,True
level,T3_zscore_1.0,P1_long_cash_pro,12,LB120,0.3659,-0.0434,-0.0529,-0.0163,-0.0045,0.1046,-0.2782,0.1412,13,1.84,85,False
