signal,threshold,strategy,lookback,signal_column,lead_months,oos_sharpe,valid,lead_source
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,1,0.3964,True,pipeline
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,2,0.5127,True,pipeline
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,3,0.3845,True,pipeline
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,4,0.635,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,5,0.7619,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,6,0.6,True,pipeline
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,7,0.449,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,8,0.6854,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,9,0.7465,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,10,0.5946,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,11,0.5368,True,patched
level,T1_fixed_p25,P1_long_cash_pro,LB_NA,ism_services_pmi,12,0.7423,True,pipeline
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,1,1.2592,True,pipeline
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,2,0.9927,True,pipeline
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,3,1.384,True,pipeline
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,4,0.6883,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,5,0.4615,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,6,0.7499,True,pipeline
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,7,1.0681,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,8,0.665,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,9,0.5011,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,10,1.0078,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,11,0.9456,True,patched
level,T1_fixed_p25,P1_long_cash_counter,LB_NA,ism_services_pmi,12,0.5279,True,pipeline
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,1,-0.1369,False,pipeline
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,2,0.0737,False,pipeline
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,3,-0.1485,False,pipeline
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,4,0.279,False,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,5,0.5619,True,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,6,0.2111,False,pipeline
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,7,-0.0546,False,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,8,0.4174,True,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,9,0.5317,True,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,10,0.2649,False,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,11,0.1192,False,patched
level,T1_fixed_p25,P3_long_short_pro,LB_NA,ism_services_pmi,12,0.5328,True,pipeline
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,1,0.1369,False,pipeline
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,2,-0.0737,False,pipeline
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,3,0.1485,False,pipeline
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,4,-0.279,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,5,-0.5619,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,6,-0.2111,False,pipeline
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,7,0.0546,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,8,-0.4174,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,9,-0.5317,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,10,-0.2649,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,11,-0.1192,False,patched
level,T1_fixed_p25,P3_long_short_counter,LB_NA,ism_services_pmi,12,-0.5328,False,pipeline
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,1,0.141,False,pipeline
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,2,0.2014,False,pipeline
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,3,0.3282,True,pipeline
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,4,0.5413,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,5,0.4632,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,6,0.4007,True,pipeline
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,7,0.4131,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,8,0.5686,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,9,0.402,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,10,0.2582,False,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,11,0.3896,True,patched
level,T1_fixed_p50,P1_long_cash_pro,LB_NA,ism_services_pmi,12,0.4104,True,pipeline
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,1,1.2718,True,pipeline
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,2,1.3134,True,pipeline
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,3,1.0703,True,pipeline
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,4,0.7116,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,5,0.7944,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,6,0.8648,True,pipeline
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,7,0.9101,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,8,0.6777,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,9,0.899,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,10,1.2013,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,11,1.0866,True,patched
level,T1_fixed_p50,P1_long_cash_counter,LB_NA,ism_services_pmi,12,1.0624,True,pipeline
level,T1_fixed_p50,P3_long_short_pro,LB_NA,ism_services_pmi,1,-0.6425,False,pipeline
level,T1_fixed_p50,P3_long_short_pro,LB_NA,ism_services_pmi,2,-0.5247,False,pipeline
level,T1_fixed_p50,P3_long_short_pro,LB_NA,ism_services_pmi,3,-0.3174,False,pipeline
