parameter,value,se
p[0->0],0.15825308870421118,
p[1->0],0.0822814863300676,
const[0],91.54932623806533,
const[1],-18.33940577256376,
x1[0],91.54932623806533,
x1[1],-18.33940577256376,
x2[0],984.4265272019095,
x2[1],-146.6473848138703,
sigma2[0],58545.16018361179,
sigma2[1],3075.391079971051,
