date,signal_value,threshold,position,spy_return,strategy_return,cumulative_return
1993-02-28,,,0.0,0.010669,0.0,0.0
1993-03-31,,,0.0,0.022399,0.0,0.0
1993-04-30,,,0.0,-0.025588,-0.0,0.0
1993-05-31,,,0.0,0.02697,0.0,0.0
1993-06-30,,,0.0,0.003608,0.0,0.0
1993-07-31,,,0.0,-0.004855,-0.0,0.0
1993-08-31,,,0.0,0.038328,0.0,0.0
1993-09-30,3.0,,0.0,-0.007276,-0.0,0.0
1993-10-31,7.0,,0.0,0.019728,0.0,0.0
1993-11-30,6.0,,0.0,-0.010673,-0.0,0.0
1993-12-31,4.0,,0.0,0.012276,0.0,0.0
1994-01-31,8.0,,0.0,0.034877,0.0,0.0
1994-02-28,11.0,,0.0,-0.029164,-0.0,0.0
1994-03-31,11.0,,0.0,-0.041902,-0.0,0.0
1994-04-30,14.0,,0.0,0.011212,0.0,0.0
1994-05-31,16.0,,0.0,0.015939,0.0,0.0
1994-06-30,17.0,,0.0,-0.022914,-0.0,0.0
1994-07-31,15.0,,0.0,0.032327,0.0,0.0
1994-08-31,15.0,,0.0,0.038121,0.0,0.0
1994-09-30,12.0,,0.0,-0.025255,-0.0,0.0
1994-10-31,8.0,,0.0,0.028426,0.0,0.0
1994-11-30,9.0,,0.0,-0.039816,-0.0,0.0
1994-12-31,8.0,,0.0,0.007283,0.0,0.0
1995-01-31,4.0,,0.0,0.033608,0.0,0.0
1995-02-28,-4.0,,0.0,0.040809,0.0,0.0
1995-03-31,-7.0,,0.0,0.027848,0.0,0.0
1995-04-30,-12.0,,0.0,0.029622,0.0,0.0
1995-05-31,-17.0,,0.0,0.039674,0.0,0.0
1995-06-30,-21.0,,0.0,0.02023,0.0,0.0
1995-07-31,-28.0,,0.0,0.032166,0.0,0.0
1995-08-31,-30.0,,0.0,0.004451,0.0,0.0
1995-09-30,-22.0,,0.0,0.042376,0.0,0.0
1995-10-31,-21.0,,0.0,-0.002938,-0.0,0.0
1995-11-30,-19.0,,0.0,0.04448,0.0,0.0
1995-12-31,-16.0,,0.0,0.015733,0.0,0.0
1996-01-31,-12.0,,0.0,0.035578,0.0,0.0
1996-02-29,-4.0,,0.0,0.00319,0.0,0.0
1996-03-31,-3.0,,0.0,0.017218,0.0,0.0
1996-04-30,1.0,,0.0,0.01087,0.0,0.0
1996-05-31,6.0,,0.0,0.0227,0.0,0.0
1996-06-30,2.0,,0.0,0.008822,0.0,0.0
1996-07-31,10.0,,0.0,-0.044936,-0.0,0.0
1996-08-31,14.0,-12.0,1.0,0.019259,0.019259,0.019259
1996-09-30,7.0,-12.0,1.0,0.055872,0.055872,0.076207
1996-10-31,19.0,-10.75,1.0,0.032331,0.032331,0.111002
1996-11-30,18.0,-9.5,1.0,0.073004,0.073004,0.192109
1996-12-31,18.0,-8.25,1.0,-0.023798,-0.023798,0.16374
1997-01-31,14.0,-7.0,1.0,0.061786,0.061786,0.235642
1997-02-28,9.0,-6.25,1.0,0.009566,0.009566,0.247463
1997-03-31,6.0,-5.5,1.0,-0.044123,-0.044123,0.192421
1997-04-30,4.0,-4.75,1.0,0.062604,0.062604,0.267071
1997-05-31,1.0,-4.0,1.0,0.063207,0.063207,0.347159
1997-06-30,2.0,-4.0,1.0,0.041103,0.041103,0.402531
1997-07-31,2.0,-4.0,1.0,0.079264,0.079264,0.513701
1997-08-31,0.0,-4.0,1.0,-0.051803,-0.051803,0.435287
1997-09-30,3.0,-4.0,1.0,0.04809,0.04809,0.50431
1997-10-31,-2.0,-3.75,1.0,-0.024503,-0.024503,0.46745
1997-11-30,-4.0,-4.0,0.0,0.038697,0.0,0.46745
1997-12-31,-6.0,-4.0,0.0,0.019072,0.0,0.46745
1998-01-31,-3.0,-4.0,1.0,0.012877,0.012877,0.486346
1998-02-28,-3.0,-4.0,1.0,0.069295,0.069295,0.589343
1998-03-31,2.0,-4.0,1.0,0.048784,0.048784,0.666877
1998-04-30,4.0,-4.0,1.0,0.012792,0.012792,0.6882
1998-05-31,3.0,-4.0,1.0,-0.020769,-0.020769,0.653138
1998-06-30,4.0,-3.75,1.0,0.042573,0.042573,0.723517
1998-07-31,5.0,-3.5,1.0,-0.013513,-0.013513,0.700227
1998-08-31,6.0,-3.25,1.0,-0.14118,-0.14118,0.460189
1998-09-30,13.0,-3.25,1.0,0.06364,0.06364,0.553115
1998-10-31,9.0,-3.25,1.0,0.08108,0.08108,0.679042
1998-11-30,11.0,-3.25,1.0,0.055681,0.055681,0.772533
1998-12-31,12.0,-3.25,1.0,0.065422,0.065422,0.888495
1999-01-31,14.0,-3.25,1.0,0.035226,0.035226,0.955019
1999-02-28,16.0,-3.25,1.0,-0.032069,-0.032069,0.892324
1999-03-31,14.0,-3.25,1.0,0.041468,0.041468,0.970795
1999-04-30,12.0,-3.25,1.0,0.037974,0.037974,1.045634
1999-05-31,14.0,-3.25,1.0,-0.022866,-0.022866,0.998858
1999-06-30,19.0,-3.25,1.0,0.055379,0.055379,1.109553
1999-07-31,18.0,-3.25,1.0,-0.031022,-0.031022,1.04411
1999-08-31,15.0,-3.25,1.0,-0.005179,-0.005179,1.033524
1999-09-30,6.0,-3.25,1.0,-0.022337,-0.022337,0.988101
1999-10-31,5.0,-3.25,1.0,0.064078,0.064078,1.115495
1999-11-30,4.0,-3.25,1.0,0.016652,0.016652,1.150722
1999-12-31,8.0,-3.25,1.0,0.057109,0.057109,1.273547
2000-01-31,7.0,-3.25,1.0,-0.049788,-0.049788,1.160352
2000-02-29,4.0,-3.0,1.0,-0.015226,-0.015226,1.127459
2000-03-31,0.0,-3.0,1.0,0.096915,0.096915,1.333641
2000-04-30,1.0,-2.25,1.0,-0.035121,-0.035121,1.251681
2000-05-31,-4.0,-2.25,0.0,-0.015723,-0.0,1.251681
2000-06-30,-7.0,-2.25,0.0,0.019682,0.0,1.251681
2000-07-31,-8.0,-2.25,0.0,-0.015702,-0.0,1.251681
2000-08-31,-6.0,-2.25,0.0,0.065341,0.0,1.251681
2000-09-30,-3.0,-2.25,0.0,-0.054862,-0.0,1.251681
2000-10-31,-7.0,-2.25,0.0,-0.004678,-0.0,1.251681
2000-11-30,-8.0,-2.25,0.0,-0.074653,-0.0,1.251681
