period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.983572914405787,-0.7024879627302911,-0.2634206696703998,-0.3336525983920485
GFC,0.23950444622240655,-1.0264958675380988,0.042149887725536406,-0.3550448807285218
COVID,2.0,-0.6631160254325176,0.1269836370964108,-0.09182190478192409
Rate_Hike_2022,0.0,-0.7570043434181796,0.0,-0.18175373711458975
