quartile,mean_return,sharpe,n
Q1,0.012798726703593444,0.9081706570396194,95
Q2,0.008162184351352894,0.6666937823803846,95
Q3,0.014229574204621792,1.2592459725313625,95
Q4,0.002315465561961993,0.19289064473560513,95
