horizon,coef,p_value,r_squared
1,-0.0009223871400493789,0.008380725274889847,0.01829077617085477
3,-0.003060703047530216,2.416347408130287e-07,0.06873185197472688
6,-0.005729482393716744,2.4079196548945867e-11,0.11314321099584874
12,-0.008647660024507425,9.862638984441446e-11,0.10818358421039778
