lag,ccf,upper_ci,lower_ci,significant
-12,0.12699825104617732,0.10067843739975277,-0.10067843739975277,True
-11,0.1464281847545833,0.10054587850434511,-0.10054587850434511,True
-10,0.15565145730194668,0.10054587850434511,-0.10054587850434511,True
-9,0.15031614984337446,0.10054587850434511,-0.10054587850434511,True
-8,0.1309822152065096,0.10054587850434511,-0.10054587850434511,True
-7,0.10592760907592438,0.10054587850434511,-0.10054587850434511,True
-6,0.08395717193064987,0.10054587850434511,-0.10054587850434511,False
-5,0.07458130928355047,0.10054587850434511,-0.10054587850434511,False
-4,0.05083261231831975,0.10054587850434511,-0.10054587850434511,False
-3,0.024453837577655128,0.10054587850434511,-0.10054587850434511,False
-2,-0.0010484474742226933,0.10054587850434511,-0.10054587850434511,False
-1,-0.04087837138820174,0.10054587850434511,-0.10054587850434511,False
0,-0.10322655088001162,0.10054587850434511,-0.10054587850434511,True
1,-0.13524339603416785,0.10067843739975277,-0.10067843739975277,True
2,-0.15389015835008496,0.10081152197523338,-0.10081152197523338,True
3,-0.15827859168419345,0.10094513571442253,-0.10094513571442253,True
4,-0.1571094480820505,0.10107928213336174,-0.10107928213336174,True
5,-0.1390162818325064,0.10121396478088716,-0.10121396478088716,True
6,-0.11497647509940422,0.10134918723902375,-0.10134918723902375,True
7,-0.09762915271034017,0.10148495312338555,-0.10148495312338555,False
8,-0.08485795119537673,0.10162126608358167,-0.10162126608358167,False
9,-0.06063257933426296,0.10175812980362833,-0.10175812980362833,False
10,-0.04250500041591912,0.10189554800236712,-0.10189554800236712,False
11,-0.044872664220877746,0.1020335244338893,-0.1020335244338893,False
12,-0.03844859382441347,0.10217206288796664,-0.10217206288796664,False
