period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-1.1305162941192155,-0.7024921766967718,-0.3699097309845404,-0.33365262795047024
GFC,-0.7333684017103788,-1.0264964482925625,-0.1574758595641076,-0.3550448292931746
COVID,2.0,-0.663118504099753,0.12698349156499544,-0.09182209379573514
Rate_Hike_2022,0.21625232323891197,-0.7570047447905491,0.022992390590611755,-0.18175373711458975
