date,signal,threshold,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity
1993-01-31,,,0.0,0.0,0.0,1.0,1.0
1993-02-28,,,0.0,0.0,0.010668953172249696,1.0,1.0106689531722497
1993-03-31,,,0.0,0.0,0.02239932629838992,1.0,1.0333072568340071
1993-04-30,1.342281879194629,,0.0,-0.0,-0.02558780774026914,1.0,1.0068671894095136
1993-05-31,-0.3311258278145712,,0.0,0.0,0.02696874179783393,1.0,1.0340211306654095
1993-06-30,16.445182724252483,,0.0,0.0,0.003607372635236361,1.0,1.037751230196428
1993-07-31,-10.699001426533528,,0.0,-0.0,-0.004853824276926488,1.0,1.0327141680818903
1993-08-31,4.313099041533541,,0.0,0.0,0.038326585922410894,1.0,1.072294576378172
1993-09-30,0.3062787136294043,,0.0,-0.0,-0.007274647083682861,1.0,1.0644940117652735
1993-10-31,-1.526717557251911,,0.0,0.0,0.019727230074926938,1.0,1.085493530048749
1993-11-30,12.558139534883717,,0.0,-0.0,-0.010673079977999156,1.0,1.0739079707869381
1993-12-31,-3.0303030303030276,,0.0,0.0,0.012276292483215379,1.0,1.0870915791363749
1994-01-31,9.232954545454541,,0.0,0.0,0.03487583465051802,1.0,1.1250048053003057
1994-02-28,5.59167750325098,,0.0,-0.0,-0.02916350884860519,1.0,1.092195717706207
1994-03-31,-23.768472906403936,,0.0,-0.0,-0.04190187396956302,1.0,1.046430670392785
1994-04-30,10.82390953150243,,0.0,0.0,0.011212325992041805,1.0,1.0581635921972998
1994-05-31,8.892128279883371,,0.0,0.0,0.01593931831326234,1.0,1.0750299985208378
1994-06-30,-7.362784471218209,,0.0,-0.0,-0.022913813795628957,1.0,1.0503969613100161
1994-07-31,-0.14450867052022698,,0.0,0.0,0.032325802107516344,1.0,1.0843518856156602
1994-08-31,-10.130246020260492,,0.0,0.0,0.03812085340606197,1.0,1.1256883048878017
1994-09-30,1.1272141706924366,,0.0,-0.0,-0.0252541619944463,1.0,1.0972599900809115
1994-10-31,4.458598726114649,,0.0,0.0,0.028425997660446622,1.0,1.128450699991853
1994-11-30,3.2012195121951192,,0.0,-0.0,-0.03981550519300825,1.0,1.0835208652862738
1994-12-31,5.6129985228951185,,0.0,0.0,0.0072814756115500145,1.0,1.0914104960414615
1995-01-31,-9.650349650349654,,0.0,0.0,0.03360801708778305,1.0,1.1280906386422087
1995-02-28,-2.631578947368418,,0.0,0.0,0.04080930613283229,1.0,1.1741272348601408
1995-03-31,-0.4769475357710662,,0.0,0.0,0.027848191318352367,1.0,1.206824554728614
1995-04-30,-10.702875399361023,,0.0,0.0,0.029622745612414958,1.0,1.2425740115121557
1995-05-31,10.196779964221815,,0.0,0.0,0.039672719700915016,1.0,1.2918703019785192
1995-06-30,0.8116883116883189,,0.0,0.0,0.02022985392230403,1.0,1.3180046494741073
1995-07-31,8.534621578099832,,0.0,0.0,0.032165754233868915,1.0,1.360399263108188
1995-08-31,7.566765578635004,,0.0,0.0,0.004451302382141087,1.0,1.3664548115887245
1995-09-30,5.517241379310356,,0.0,0.0,0.04237632414435599,1.0,1.4243601436132232
1995-10-31,-8.366013071895429,,0.0,-0.0,-0.0029382733792654436,1.0,1.4201749841207578
1995-11-30,-3.2810271041369465,,0.0,0.0,0.04448001878550967,1.0,1.48334439409316
1995-12-31,2.6548672566371723,,0.0,0.0,0.015732738508825506,1.0,1.50668146356396
1996-01-31,-4.597701149425292,,0.0,0.0,0.035578087751807264,1.0,1.56028630888866
1996-02-29,6.777108433734935,,0.0,0.0,0.003190069023023545,1.0,1.5652637299096934
1996-03-31,0.7052186177715081,0.9694512411903777,0.0,0.0,0.0172183687530314,1.0,1.5922150180070238
1996-04-30,7.703081232492992,1.1272141706924366,1.0,0.010869558737526264,0.010869558737526264,1.0108695587375263,1.6095216926680227
1996-05-31,-6.2418725617685356,0.9694512411903777,0.0,0.0,0.022700269903145553,1.0108695587375263,1.6460582695065544
1996-06-30,2.0804438280166426,1.1272141706924366,1.0,0.008822031542032871,0.008822031542032871,1.0197874818695896,1.6605798474801654
1996-07-31,1.3586956521739024,1.2347480249435328,1.0,-0.04493622130854402,-0.04493622130854402,0.9739620858966148,1.5859596639532885
1996-08-31,-3.351206434316356,1.1272141706924366,0.0,0.0,0.019258996510851167,0.9739620858966148,1.6165036555877155
1996-09-30,6.796116504854366,1.2347480249435328,1.0,0.05587232292643085,0.05587232292643085,1.0283796100779306,1.7068214698444684
1996-10-31,7.272727272727275,1.342281879194629,1.0,0.03233152897572422,0.03233152897572422,1.061628695239209,1.762005617653133
1996-11-30,-6.779661016949157,1.2347480249435328,0.0,0.0,0.07300438242673013,1.061628695239209,1.890639749602329
1996-12-31,-6.493506493506496,1.1272141706924366,0.0,-0.0,-0.023797657904672143,1.061628695239209,1.8456469516203178
1997-01-31,7.08333333333333,1.2347480249435328,1.0,0.061785856755891766,0.061785856755891766,1.127222333731203,1.959681829795079
1997-02-28,4.409857328145272,1.342281879194629,1.0,0.009565823685988795,0.009565823685988795,1.1380051438305845,1.9784278006595348
