date,rolling_corr
1996-06-30,-0.05133577943538376
1996-07-31,-0.0724411502745719
1996-08-31,-0.06944416830106699
1996-09-30,-0.05369497085243501
1996-10-31,-0.06286141070679702
1996-11-30,-0.059305264532671355
1996-12-31,-0.08326334757982354
1997-01-31,-0.06475574925767356
1997-02-28,-0.06146046426576564
1997-03-31,-0.07737255994392368
1997-04-30,-0.0760850849114437
1997-05-31,-0.09064413330164249
1997-06-30,-0.09839374981617001
1997-07-31,-0.1200760080608997
1997-08-31,-0.1075181360999816
1997-09-30,-0.11067743532777725
1997-10-31,-0.11944827901556646
1997-11-30,-0.10375443945565176
1997-12-31,-0.1041456725546508
1998-01-31,-0.10498105609254292
1998-02-28,-0.09398698941650473
1998-03-31,-0.10029441794625471
1998-04-30,-0.10148176124952082
1998-05-31,-0.09816252839464375
1998-06-30,-0.07825897476984706
1998-07-31,-0.0646574909263399
1998-08-31,-0.014281750987982773
1998-09-30,0.004114169141064174
1998-10-31,0.004187765620161715
1998-11-30,0.047600812132442064
1998-12-31,0.05587780872166953
1999-01-31,0.06058602698635506
1999-02-28,0.07570006234266625
1999-03-31,0.0746025707113601
1999-04-30,0.07273861481042691
1999-05-31,0.09849628671055144
1999-06-30,0.03316792106529742
1999-07-31,0.034309915575358244
1999-08-31,0.039118391256954585
1999-09-30,0.025802966030104242
1999-10-31,0.005215743103729382
1999-11-30,-0.026392934260361448
1999-12-31,-0.04447456365283072
2000-01-31,-0.017562084697091702
2000-02-29,0.017040350174501315
2000-03-31,0.04576078104092949
2000-04-30,0.07840265106128581
2000-05-31,0.08568131233003258
2000-06-30,0.08368954981464174
2000-07-31,0.0761064709108112
2000-08-31,0.09385149892357149
2000-09-30,0.08595678574947511
2000-10-31,0.0869031219086394
2000-11-30,0.08924631445649933
2000-12-31,0.055701951030886834
2001-01-31,0.07273017582655615
2001-02-28,0.008602931082225356
2001-03-31,0.0079211511281459
2001-04-30,-0.01326114887055963
2001-05-31,-0.016196777120213782
2001-06-30,0.008724425126077668
2001-07-31,0.03529737845212924
2001-08-31,0.07583514747337712
2001-09-30,0.11087519295363443
2001-10-31,0.1138714350841482
2001-11-30,0.11743612540884496
2001-12-31,0.13247009948619057
2002-01-31,0.11979865245934206
2002-02-28,0.10897972436690086
2002-03-31,0.133482388317576
2002-04-30,0.10966777445930788
2002-05-31,0.11728455435984536
2002-06-30,0.13694267782848998
2002-07-31,0.1285348601474759
2002-08-31,0.12927717709677913
2002-09-30,0.0732123934098044
2002-10-31,0.09635527766011184
2002-11-30,0.08527182491782069
2002-12-31,0.06693460259376648
2003-01-31,0.06149881015682455
2003-02-28,0.0546371534034533
2003-03-31,0.059449991051595284
2003-04-30,0.0494169615736586
2003-05-31,0.0576913299425354
2003-06-30,0.036837103842313576
2003-07-31,0.045888041956489996
2003-08-31,0.036449460732351203
2003-09-30,0.02908514784810159
2003-10-31,0.05008516596101051
2003-11-30,0.0292686554898066
2003-12-31,0.0121010510919223
2004-01-31,0.01386526346376703
2004-02-29,0.006902628781853287
2004-03-31,0.0059223667474921455
2004-04-30,0.0054314965391521865
2004-05-31,0.00012172224459002157
2004-06-30,0.015712555076065702
2004-07-31,0.028229599389816486
2004-08-31,0.028391857340454126
2004-09-30,0.017857332905953767
2004-10-31,0.04535548865958396
2004-11-30,0.03321467295456285
2004-12-31,0.05869398472663284
2005-01-31,0.038090103023013404
2005-02-28,0.04040792247572231
2005-03-31,0.015865419839358567
2005-04-30,0.010122191807066592
2005-05-31,0.014335478364950072
2005-06-30,0.027449408459462164
2005-07-31,0.04429861375387223
2005-08-31,0.06559305787970565
2005-09-30,0.053089757041471716
2005-10-31,0.05277255786075269
2005-11-30,0.0271736511573012
2005-12-31,0.03590437967753963
2006-01-31,0.010290255247084983
2006-02-28,0.05510356439117318
2006-03-31,0.04705536229957594
2006-04-30,0.05934750753190688
2006-05-31,0.07712590051267922
2006-06-30,0.061307644950815525
2006-07-31,0.05323203554316519
2006-08-31,0.015211685790789192
2006-09-30,-0.04403166817520251
2006-10-31,-0.062487463845068314
2006-11-30,-0.07913698733692738
2006-12-31,-0.08249155697270423
2007-01-31,-0.0871283760414523
2007-02-28,-0.0497867145442884
2007-03-31,-0.06321965230340348
2007-04-30,-0.053779196936315346
2007-05-31,-0.06837110696003941
2007-06-30,-0.05522994325587303
2007-07-31,0.005797517914926716
2007-08-31,0.004837219095045228
2007-09-30,0.07235942438628194
2007-10-31,0.036658524499260506
2007-11-30,0.07425235244463417
2007-12-31,0.14736113413551144
2008-01-31,0.21461058749769307
2008-02-29,0.22805259916977735
2008-03-31,0.24012255220941534
2008-04-30,0.1818514899829942
2008-05-31,0.15416672732369024
2008-06-30,0.20909695039744763
2008-07-31,0.21135120201525812
2008-08-31,0.18491443254297849
2008-09-30,0.24269317860404455
2008-10-31,0.283977743677803
2008-11-30,0.3084877003289136
2008-12-31,0.29744227801030143
2009-01-31,0.3340801178972754
2009-02-28,0.33042240228319103
2009-03-31,0.29727330524521467
2009-04-30,0.2815048942818224
2009-05-31,0.2870356801932866
2009-06-30,0.2778545058878567
2009-07-31,0.3345647731914354
2009-08-31,0.34955430579156377
2009-09-30,0.3601270255053905
2009-10-31,0.33078123896602113
2009-11-30,0.3376090222135723
2009-12-31,0.3295604944990414
2010-01-31,0.356014850684508
2010-02-28,0.3425389362532241
2010-03-31,0.373883980725882
2010-04-30,0.3801817621497647
2010-05-31,0.39284665845519057
2010-06-30,0.39601924690341583
2010-07-31,0.36588912955433994
2010-08-31,0.37180206486982204
2010-09-30,0.3500666242903011
2010-10-31,0.34511659358770463
2010-11-30,0.3327206629855368
2010-12-31,0.3596330013255326
2011-01-31,0.3635856765890909
2011-02-28,0.3683918313808221
2011-03-31,0.36631923221049134
2011-04-30,0.37244538762827517
2011-05-31,0.36093038118779563
2011-06-30,0.3580796926692414
2011-07-31,0.3525151398348536
2011-08-31,0.305725834390754
2011-09-30,0.2766717612833795
2011-10-31,0.3029818933975017
2011-11-30,0.2950551392480738
2011-12-31,0.29180489701883217
2012-01-31,0.3059378476082694
2012-02-29,0.31654488902333305
2012-03-31,0.32617341148118295
2012-04-30,0.3166590227433835
2012-05-31,0.2898385428257771
2012-06-30,0.29492612956997666
2012-07-31,0.29247479514563746
2012-08-31,0.2981253453263603
2012-09-30,0.31301495584873923
2012-10-31,0.31393204102577954
2012-11-30,0.3032554745935467
2012-12-31,0.3010123396737659
2013-01-31,0.30260406116835065
2013-02-28,0.2956091288568374
2013-03-31,0.301384232374318
2013-04-30,0.32872604231882036
2013-05-31,0.33929298218539067
2013-06-30,0.30227053176363083
2013-07-31,0.28210375039825136
2013-08-31,0.30166474386545605
2013-09-30,0.2673741137809148
2013-10-31,0.18769615101046008
2013-11-30,0.1475642196642756
2013-12-31,0.14487849437787148
2014-01-31,0.04388083334332704
2014-02-28,-0.008022416359776154
2014-03-31,0.043246082829208506
2014-04-30,0.09605316927138069
2014-05-31,0.10561782161026174
2014-06-30,0.10527025945509591
2014-07-31,0.0771854883883421
2014-08-31,0.07486410805607058
2014-09-30,0.05176516134584599
2014-10-31,0.07574369110726083
2014-11-30,0.07850489792831858
2014-12-31,0.07159478397897458
2015-01-31,0.000630961340068749
2015-02-28,0.038386897900627076
2015-03-31,0.049362150398274664
2015-04-30,0.048908919306897745
2015-05-31,-0.05301979021445212
2015-06-30,-0.09180639194539551
2015-07-31,-0.04544708691752362
2015-08-31,-0.06965076476047707
2015-09-30,0.02232004742522557
2015-10-31,0.03742377639032327
2015-11-30,0.03763580076918688
2015-12-31,0.023921227132476228
