quartile,mean_return,sharpe,n
Q1,0.00550579581111607,0.3847800185157705,101
Q2,0.013032232793959759,1.1043087726328742,99
Q3,0.010778007411581095,0.981070681113823,101
Q4,0.008787125731923527,0.7290073294536233,99
