pair_name,metric,value,p_value
nhs_pct_yoy_to_spy_fwd_1m,pearson,0.07537263427507573,0.13834367855998503
nhs_pct_yoy_to_spy_fwd_3m,pearson,0.09517980893324511,0.0617390735943456
nhs_pct_yoy_to_spy_fwd_6m,pearson,0.18647729008012,0.00024279406662423234
nhs_pct_yoy_to_spy_fwd_12m,pearson,0.28453546583765765,1.8769152441245574e-08
nhs_pct_6m_to_spy_fwd_1m,pearson,0.11092413171977951,0.027694731770423073
nhs_pct_6m_to_spy_fwd_3m,pearson,0.10145341389915043,0.04470254278271104
nhs_pct_6m_to_spy_fwd_6m,pearson,0.1697216763408926,0.000776387934256557
nhs_pct_6m_to_spy_fwd_12m,pearson,0.18522001262122997,0.00026784706610336387
nhs_pct_3m_to_spy_fwd_1m,pearson,0.07553539307928353,0.13298519067716738
nhs_pct_3m_to_spy_fwd_3m,pearson,0.026664112302999397,0.5972541908529737
nhs_pct_3m_to_spy_fwd_6m,pearson,0.09834282924750362,0.0517041092472644
nhs_pct_3m_to_spy_fwd_12m,pearson,0.09611054810232918,0.05922519084820529
nhs_mom_to_spy_fwd_1m,pearson,0.06667287431405375,0.18381808357678792
nhs_mom_to_spy_fwd_3m,pearson,0.06357201174438999,0.206248640353836
nhs_mom_to_spy_fwd_6m,pearson,0.08327909106214076,0.09880820802336024
nhs_mom_to_spy_fwd_12m,pearson,0.06215241937638073,0.22189983025138288
nhs_zscore_60m_to_spy_fwd_1m,pearson,0.0681598053135982,0.19386294040518876
nhs_zscore_60m_to_spy_fwd_3m,pearson,0.09795290515668796,0.062279264596496506
nhs_zscore_60m_to_spy_fwd_6m,pearson,0.16852660230243197,0.0013299750325222704
nhs_zscore_60m_to_spy_fwd_12m,pearson,0.22803347942771848,1.4745016543673507e-05
nhs_6m_chg_to_spy_fwd_1m,pearson,0.08781612716213533,0.0816964135550149
nhs_6m_chg_to_spy_fwd_3m,pearson,0.08390391378559225,0.0971492773851875
nhs_6m_chg_to_spy_fwd_6m,pearson,0.16043327511674751,0.0015002058524625332
nhs_6m_chg_to_spy_fwd_12m,pearson,0.20575927069853536,4.968159288043961e-05
