lag,ccf,upper_ci,lower_ci,significant
-12,0.01525306494955394,0.09950392418309467,-0.09950392418309467,False
-11,-0.04760731341687483,0.09937594480642518,-0.09937594480642518,False
-10,-0.012729401920829452,0.09924845797419933,-0.09924845797419933,False
-9,-0.025373371102854685,0.09912146053513803,-0.09912146053513803,False
-8,-0.14648392223460582,0.09899494936611665,-0.09899494936611665,True
-7,-0.07015515735257942,0.09886892137184239,-0.09886892137184239,False
-6,-0.028900588554722422,0.09874337348453616,-0.09874337348453616,False
-5,0.07218753083140789,0.09861830266361901,-0.09861830266361901,False
-4,0.11878221304546242,0.09861830266361901,-0.09861830266361901,True
-3,0.1542955325619914,0.09861830266361901,-0.09861830266361901,True
-2,0.2235543607993385,0.09861830266361901,-0.09861830266361901,True
-1,0.12270320928027162,0.09861830266361901,-0.09861830266361901,True
0,0.11857253621092098,0.09861830266361901,-0.09861830266361901,True
1,0.11092413171977954,0.09874337348453616,-0.09874337348453616,True
2,0.03890630561031551,0.09886892137184239,-0.09886892137184239,False
3,0.032852232056270414,0.09899494936611665,-0.09899494936611665,False
4,0.0340575661221962,0.09912146053513803,-0.09912146053513803,False
5,0.12167006645249413,0.09924845797419933,-0.09924845797419933,True
6,0.09602331867162424,0.09937594480642518,-0.09937594480642518,False
7,0.014112658327285794,0.09950392418309467,-0.09950392418309467,False
8,0.03499152337490197,0.09963239928396839,-0.09963239928396839,False
9,0.03612027313834721,0.09976137331762037,-0.09976137331762037,False
10,0.060775953009590024,0.09989084952177461,-0.09989084952177461,False
11,0.06350925532347725,0.10002083116364645,-0.10002083116364645,False
12,0.07855149845128116,0.10015132154028883,-0.10015132154028883,False
