horizon,coef,p_value,r_squared
1,0.0003567427711550602,0.027694731770423094,0.012304162997786998
3,0.0005578400443142222,0.044702542782711206,0.010292795191792332
6,0.0013675748757335801,0.0007763879342565572,0.028805447419962705
12,0.0023051394110603354,0.0002678470661033626,0.034306453075408624
