lag,f_stat,p_value,direction
1,0.1136503524534638,0.7362145306933066,signal_to_SPY
2,0.537647182525871,0.5845741639878255,signal_to_SPY
3,0.4485065738987707,0.7185021436733112,signal_to_SPY
4,0.9425902035286456,0.439273206297942,signal_to_SPY
5,0.8642432988234043,0.5052304723406333,signal_to_SPY
6,0.6566037047850707,0.6848054096202377,signal_to_SPY
