horizon,coef,p_value,r_squared
1,-0.010100215259324972,0.7320342985436057,0.00031220648813095453
3,-0.00829297750508068,0.8697284106280981,7.201110047218289e-05
6,0.027788322650688885,0.7078046286177675,0.0003790901453905113
