lag,ccf,upper_ci,lower_ci,significant
-6,-0.07737153738287328,0.10067843739975277,-0.10067843739975277,False
-5,-0.12036496981537162,0.10067843739975277,-0.10067843739975277,True
-4,-0.13536409142877462,0.10067843739975277,-0.10067843739975277,True
-3,-0.12464947498741263,0.10067843739975277,-0.10067843739975277,True
-2,-0.17797492156666997,0.10067843739975277,-0.10067843739975277,True
-1,-0.18312386223712285,0.10067843739975277,-0.10067843739975277,True
0,-0.06975254105142555,0.10067843739975277,-0.10067843739975277,False
1,-0.017669365810095004,0.10081152197523338,-0.10081152197523338,False
2,0.003649978550272122,0.10094513571442253,-0.10094513571442253,False
3,-0.0036536721059116837,0.10107928213336174,-0.10107928213336174,False
4,0.03672710318680528,0.10121396478088716,-0.10121396478088716,False
5,0.0226724212287407,0.10134918723902375,-0.10134918723902375,False
6,0.007817088499729594,0.10148495312338555,-0.10148495312338555,False
