pair_name,metric,value,p_value
cement_yoy_to_spy_fwd_1m,pearson,0.07199610734492674,0.2844038271796783
cement_yoy_to_spy_fwd_3m,pearson,0.04365786246654848,0.5185072155728038
cement_yoy_to_spy_fwd_6m,pearson,0.01697833931201512,0.8031604900651637
cement_yoy_to_spy_fwd_12m,pearson,-0.0009045825003897953,0.9895535541825173
cement_mom_to_spy_fwd_1m,pearson,0.09766283522073801,0.13635131609399884
cement_mom_to_spy_fwd_3m,pearson,0.029209094627994824,0.6580615396671198
cement_mom_to_spy_fwd_6m,pearson,0.036989066120597144,0.5776137421643299
cement_mom_to_spy_fwd_12m,pearson,0.046972468018185026,0.48524485444933785
cement_3m_to_spy_fwd_1m,pearson,0.02615293657558162,0.6919089280332823
cement_3m_to_spy_fwd_3m,pearson,0.026348918498793686,0.6910039728105406
cement_3m_to_spy_fwd_6m,pearson,0.03912037979474819,0.5576211303976328
cement_3m_to_spy_fwd_12m,pearson,0.02030882392448677,0.7640007831269285
cement_6m_to_spy_fwd_1m,pearson,0.04689071444543414,0.48013171183752584
cement_6m_to_spy_fwd_3m,pearson,0.05611140206714784,0.4001241638145046
cement_6m_to_spy_fwd_6m,pearson,0.06862847256732188,0.30649864706474456
cement_6m_to_spy_fwd_12m,pearson,0.010077211558438576,0.8823928046870455
cement_yoy_zscore_60m_to_spy_fwd_1m,pearson,0.08841032108080363,0.22762454473686772
cement_yoy_zscore_60m_to_spy_fwd_3m,pearson,0.06869934953258133,0.3514815634220143
cement_yoy_zscore_60m_to_spy_fwd_6m,pearson,0.05439082996054066,0.46460488294561836
cement_yoy_zscore_60m_to_spy_fwd_12m,pearson,0.06589467674322316,0.3835315118859973
cement_accel_to_spy_fwd_1m,pearson,0.11579512072356575,0.0851848387082658
cement_accel_to_spy_fwd_3m,pearson,0.10180908124254157,0.13222526779554558
cement_accel_to_spy_fwd_6m,pearson,0.050355834007424057,0.460531612018065
cement_accel_to_spy_fwd_12m,pearson,0.06368915304938409,0.35727094056001946
