lag,f_stat,p_value,direction
1,0.974589658401391,0.32416143695552385,signal_to_SPY
2,1.1034088693463486,0.3327987774897494,signal_to_SPY
3,1.0190172001340552,0.3841691092871113,signal_to_SPY
4,0.7705940448657093,0.5448689484579665,signal_to_SPY
5,0.5699784642445178,0.7230280093080731,signal_to_SPY
6,0.5203889032313043,0.792872299773574,signal_to_SPY
