horizon,coef,p_value,r_squared
1,-0.04296447824432863,0.3245147355470285,0.002527862155893727
3,-0.07913010735481246,0.2895758893095608,0.002935632221071125
6,-0.16719819064197575,0.12726320939453192,0.006125340471917164
