date,signal,threshold,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity
1993-03-31,,0.0,0.0,0.0,0.0,1.0,1.0
1993-06-30,,0.0,0.0,0.0,0.004301723720865791,1.0,1.0043017237208658
1993-09-30,,0.0,0.0,0.0,0.025768846111718702,1.0,1.0301814202891626
1993-12-31,,0.0,0.0,0.0,0.021228760854708595,1.0,1.0520508952974452
1994-03-31,,0.0,0.0,-0.0,-0.037402876508513816,1.0,1.0127011655799634
1994-06-30,-0.2999999999999998,0.0,0.0,0.0,0.0037897731155296377,1.0,1.0165390732313437
1994-09-30,-0.1899999999999995,0.0,0.0,0.0,0.044614284474989274,1.0,1.0618912366244289
1994-12-31,-0.23000000000000043,0.0,0.0,-0.0,-0.005330209122399898,1.0,1.0562311342679769
1995-03-31,-0.29000000000000004,0.0,0.0,0.0,0.10574719291349077,1.0,1.1679246117846478
1995-06-30,-0.43999999999999995,0.0,0.0,0.0,0.09212599648332587,1.0,1.27552083046271
1995-09-30,0.10999999999999988,0.0,1.0,0.08069473919973347,0.08069473919973347,1.0806947391997335,1.3784486512207257
1995-12-31,0.010000000000000231,0.0,1.0,0.05779493981901229,0.05779493981901229,1.1431534266145051,1.4581160080616262
1996-03-31,0.18999999999999995,0.0,1.0,0.05676959976597962,0.05676959976597962,1.2080497891145188,1.5408926702516526
1996-06-30,0.08999999999999986,0.0,1.0,0.042936725703811796,0.042936725703811796,1.2599194915462766,1.607053556173262
1996-09-30,0.33000000000000007,0.0,1.0,0.027846672013075224,0.027846672013075224,1.2950040563902463,1.651804649459465
1996-12-31,0.08000000000000007,0.0,1.0,0.08133530743068951,0.08133530743068951,1.400333609440737,1.7861546884386927
1997-03-31,0.04999999999999982,0.0,1.0,0.024645573628233386,0.024645573628233386,1.4348456345162985,1.8301754953240228
1997-06-30,0.07000000000000028,0.0,1.0,0.17620365115715675,0.17620365115715675,1.6876706741649776,2.1526590998584734
1997-09-30,0.41999999999999993,0.0,1.0,0.0725685287332467,0.0725685287332467,1.8101424519753766,2.308874403599438
1997-12-31,0.15000000000000036,0.0,1.0,0.03256960919545726,0.03256960919545726,1.8690980842243214,2.3840735406060665
1998-03-31,-0.010000000000000675,0.0,0.0,0.0,0.13590026724222914,1.8690980842243214,2.7080697718995586
1998-06-30,-0.1200000000000001,0.0,0.0,0.0,0.03397949464322547,1.8690980842243214,2.8000886142073003
1998-09-30,0.23000000000000043,0.0,1.0,-0.0988693166614305,-0.0988693166614305,1.6843016338638739,2.5232457663291727
1998-12-31,0.1299999999999999,0.0,1.0,0.21594250946724003,0.21594250946724003,2.0480139553802115,3.0681217891128836
1999-03-31,-0.1899999999999995,0.0,0.0,0.0,0.04357913736735153,2.0480139553802115,3.2018278900203985
1999-06-30,-0.14000000000000057,0.0,0.0,0.0,0.07040763669942929,2.0480139553802115,3.427261024875055
1999-09-30,0.23000000000000043,0.0,1.0,-0.057571889591011005,-0.057571889591011005,1.9301059220602121,3.229947131551373
1999-12-31,0.02999999999999936,0.0,1.0,0.1435766631018618,0.1435766631018618,2.2072240897827595,3.6936921626949495
2000-03-31,-0.22999999999999954,0.0,0.0,0.0,0.026432032124638738,2.2072240897827595,3.791323952597829
2000-06-30,-0.21999999999999975,0.0,0.0,-0.0,-0.031599036171045314,2.2072240897827595,3.6715217698835394
2000-09-30,0.2999999999999998,0.0,1.0,-0.008916977534921045,-0.008916977534921045,2.18754232215963,3.6387828927425145
2000-12-31,-0.03000000000000025,0.0,0.0,-0.0,-0.08379510068000762,2.18754232215963,3.333870713892466
2001-03-31,-0.29000000000000004,0.0,0.0,-0.0,-0.1081152968503094,2.18754232215963,2.9734282919994293
2001-06-30,-0.040000000000000036,0.0,0.0,0.0,0.05363572956848728,2.18754232215963,3.1329102877604
2001-09-30,0.28000000000000025,0.0,1.0,-0.14492703480104263,-0.14492703480104263,1.8705082999072478,2.6788668894576038
2001-12-31,0.08999999999999986,0.0,1.0,0.09817201439838996,0.09817201439838996,2.05413986765805,2.941856648300806
2002-03-31,0.040000000000000036,0.0,1.0,0.0047946222792092374,0.0047946222792092374,2.0639886924321353,2.955961739728989
2002-06-30,0.0,0.0,1.0,-0.1328467808832755,-0.1328467808832755,1.7897944388630451,2.563271738191866
2002-09-30,0.33999999999999986,0.0,1.0,-0.16979938636334724,-0.16979938636334724,1.4858884414275686,2.128029769964377
2002-12-31,-0.22999999999999954,0.0,0.0,0.0,0.08403950381945746,1.4858884414275686,2.306868335945217
2003-03-31,-0.010000000000000675,0.0,0.0,-0.0,-0.03568333263094947,1.4858884414275686,2.224551585777879
2003-06-30,-0.23999999999999932,0.0,0.0,0.0,0.15627401055521561,1.4858884414275686,2.5721911837743527
2003-09-30,0.34999999999999964,0.0,1.0,0.027693065900668667,0.027693065900668667,1.5270372479570642,2.643423043735735
2003-12-31,0.08999999999999986,0.0,1.0,0.11861795004796716,0.11861795004796716,1.7081712759566205,2.9569804662932255
2004-03-31,-0.47999999999999954,0.0,0.0,0.0,0.019917612359326542,1.7081712759566205,3.0158764569749548
2004-06-30,-0.1900000000000004,0.0,0.0,0.0,0.01634001991598244,1.7081712759566205,3.0651559383460683
2004-09-30,-0.08999999999999986,0.0,0.0,-0.0,-0.020123542565843366,1.7081712759566205,3.0034741423498135
2004-12-31,0.33000000000000007,0.0,1.0,0.08984284839276113,0.08984284839276113,1.8616382489312606,3.273314814372526
2005-03-31,-0.5200000000000005,0.0,0.0,-0.0,-0.0202419446949611,1.8616382489312606,3.2070565569308003
2005-06-30,-0.08000000000000007,0.0,0.0,0.0,0.014420445800640502,1.8616382489312606,3.2533037421896096
2005-09-30,0.10000000000000053,0.0,1.0,0.0367822342795745,0.0367822342795745,1.9301134631472672,3.3729675226174445
2005-12-31,0.08000000000000007,0.0,1.0,0.017311845341946963,0.017311845341946963,1.9635272889136823,3.431359814712408
2006-03-31,-0.5800000000000001,0.0,0.0,0.0,0.04687381065561547,1.9635272889136823,3.592200724958525
2006-06-30,-0.06000000000000005,0.0,0.0,-0.0,-0.01530785334601703,1.9635272889136823,3.5372118430714035
2006-09-30,0.3900000000000001,0.0,1.0,0.054113344254986595,0.054113344254986595,2.069780317052729,3.728622205238342
2006-12-31,-0.30000000000000027,0.0,0.0,0.0,0.06609526035405344,2.069780317052729,3.975066460655475
2007-03-31,0.1499999999999999,0.0,1.0,0.0066599450205397925,0.0066599450205397925,2.0835649401688956,4.001540184736433
2007-06-30,0.20999999999999996,0.0,1.0,0.06393209022253532,0.06393209022253532,2.216771601908285,4.257367012856103
2007-09-30,0.16000000000000014,0.0,1.0,0.0191045123493514,0.0191045123493514,2.259121942352633,4.338701933528934
2007-12-31,-0.1200000000000001,0.0,0.0,-0.0,-0.036662863901834375,2.259121942352633,4.179632695029337
2008-03-31,-0.08999999999999986,0.0,0.0,-0.0,-0.09292572465095295,2.259121942352633,3.7912372980689204
2008-06-30,-0.06000000000000005,0.0,0.0,-0.0,-0.025383428385807205,2.259121942352633,3.695002697619787
2008-09-30,0.5500000000000003,0.0,1.0,-0.08844069859898185,-0.08844069859898185,2.0593236195506774,3.3682140777171705
2008-12-31,0.22999999999999954,0.0,1.0,-0.2156864670222104,-0.2156864670222104,1.6151553835944013,2.6417358831198814
2009-03-31,0.1200000000000001,0.0,1.0,-0.11248674585847196,-0.11248674585847196,1.433471810438075,2.3445756102101694
2009-06-30,-0.05999999999999961,0.0,0.0,0.0,0.16284488723965285,1.433471810438075,2.7263777610796844
2009-09-30,0.08999999999999986,0.0,1.0,0.15381069841268769,0.15381069841268769,1.6539551107564552,3.1457238286481704
2009-12-31,0.8899999999999997,0.0,1.0,0.06108530183228855,0.06108530183228855,1.7549874579140694,3.3378813182021663
2010-03-31,0.8900000000000006,0.0,1.0,0.05421579483630534,0.05421579483630534,1.8501354978726277,3.5188472069377514
2010-06-30,-0.08000000000000007,0.0,0.0,-0.0,-0.11358041364256988,1.8501354978726277,3.11917508562876
2010-09-30,-0.020000000000000462,0.0,0.0,0.0,0.11161596166307697,1.8501354978726277,3.467324812406724
2010-12-31,-0.08000000000000007,0.0,0.0,0.0,0.10760795797499667,1.8501354978726277,3.84043655510585
2011-03-31,-0.5499999999999998,0.0,0.0,0.0,0.05897438412011735,1.8501354978726277,4.066923935695603
2011-06-30,-0.9799999999999995,0.0,0.0,0.0,0.00025839616242540053,1.8501354978726277,4.067974813233462
2011-09-30,-0.3100000000000005,0.0,0.0,-0.0,-0.13817228780274948,1.8501354978726277,3.505893426565032
2011-12-31,-0.3700000000000001,0.0,0.0,0.0,0.1161816202249597,1.8501354978726277,3.913213805199393
2012-03-31,-0.3299999999999996,0.0,0.0,0.0,0.12690914462965308,1.8501354978726277,4.409836421970198
2012-06-30,-0.3900000000000001,0.0,0.0,-0.0,-0.02844145698438716,1.8501354978726277,4.284414249066549
2012-09-30,-0.029999999999999805,0.0,0.0,0.0,0.06347198657539699,1.8501354978726277,4.55635453276674
2012-12-31,-0.15000000000000036,0.0,0.0,-0.0,-0.0038196051244548945,1.8501354978726277,4.53895105764455
2013-03-31,-0.21999999999999975,0.0,0.0,0.0,0.10502562249650005,1.8501354978726277,5.015657217954817
2013-06-30,-0.31000000000000005,0.0,0.0,0.0,0.029353962285529445,1.8501354978726277,5.162886630767806
2013-09-30,0.04999999999999982,0.0,1.0,0.052418420261652,0.052418420261652,1.9471166779411158,5.433516991942658
2013-12-31,-0.06000000000000005,0.0,0.0,0.0,0.10524796607586762,1.9471166779411158,6.005383603983289
2014-03-31,-0.10999999999999988,0.0,0.0,0.0,0.017030348906730275,1.9471166779411158,6.107657382077882
2014-06-30,-0.2599999999999998,0.0,0.0,0.0,0.051590132154561985,1.9471166779411158,6.422752233574066
2014-09-30,0.06000000000000005,0.0,1.0,0.011347610238783945,0.011347610238783945,1.9692117990918274,6.495635122580944
2014-12-31,-0.020000000000000018,0.0,0.0,0.0,0.04900206555022546,1.9692117990918274,6.813934660648002
2015-03-31,-0.1200000000000001,0.0,0.0,0.0,0.008813280802242085,1.9692117990918274,6.873987780180423
2015-06-30,-0.18000000000000016,0.0,0.0,0.0,0.002040860143973866,1.9692117990918274,6.888016627871156
2015-09-30,0.08000000000000007,0.0,1.0,-0.06423991208069779,-0.06423991208069779,1.8427098062498957,6.445531045286328
2015-12-31,-0.009999999999999787,0.0,0.0,0.0,0.07020512885315533,1.8427098062498957,6.898040382847668
2016-03-31,-0.0900000000000003,0.0,0.0,0.0,0.013292755519708654,1.8427098062498957,6.9897343472219395
2016-06-30,-0.1200000000000001,0.0,0.0,0.0,0.024568579259772738,1.8427098062498957,7.161462189536418
2016-09-30,0.17000000000000037,0.0,1.0,0.03777271653693459,0.03777271653693459,1.9123139614212026,7.431970070811752
2016-12-31,0.04999999999999982,0.0,1.0,0.039516818805816145,0.039516818805816145,1.9878825257345167,7.725657885470269
2017-03-31,-0.06999999999999984,0.0,0.0,0.0,0.05921165015204832,1.9878825257345167,8.183106837379148
2017-06-30,-0.07000000000000028,0.0,0.0,0.0,0.030708257002670214,1.9878825257345167,8.434395785221694
2017-09-30,0.2400000000000002,0.0,1.0,0.0441554605624952,0.0441554605624952,2.0756583942024607,8.806820415684527
2017-12-31,0.10999999999999988,0.0,1.0,0.0676431880692383,0.0676431880692383,2.216062545328991,9.402541825354684
2018-03-31,-0.020000000000000018,0.0,0.0,-0.0,-0.009953035143270506,2.216062545328991,9.308957996130857
2018-06-30,-0.06999999999999984,0.0,0.0,0.0,0.035524067724624686,2.216062545328991,9.639650050431097
2018-09-30,0.21999999999999975,0.0,1.0,0.07651148573448086,0.07651148573448086,2.3856167831526474,10.377193997750044
2018-12-31,-0.009999999999999787,0.0,0.0,-0.0,-0.1353211168891041,2.3856167831526474,8.972940515799602
2019-03-31,-0.020000000000000018,0.0,0.0,0.0,0.1352604469133203,2.3856167831526474,10.186624460093295
2019-06-30,-0.18999999999999995,0.0,0.0,0.0,0.042286460710812435,2.3856167831526474,10.61738075510083
2019-09-30,0.18999999999999995,0.0,1.0,0.017543863696769302,0.017543863696769302,2.427469718829003,10.80365063588502
2019-12-31,0.08999999999999986,0.0,1.0,0.08987599019312853,0.08987599019312853,2.645640963472595,11.77463943448581
2020-03-31,-0.040000000000000036,0.0,0.0,-0.0,-0.19447693916322917,2.645640963472595,9.484743597516355
2020-06-30,-0.16999999999999993,0.0,0.0,0.0,0.20161775979434693,2.645640963472595,11.397036353871377
2020-09-30,0.20000000000000018,0.0,1.0,0.09038304265450714,0.09038304265450714,2.8847620435226498,12.427135176778302
2020-12-31,0.08000000000000007,0.0,1.0,0.12118538201003037,0.12118538201003037,3.234353033774978,13.933122300466467
2021-03-31,0.05999999999999961,0.0,1.0,0.06351774866111026,0.06351774866111026,3.4397918568555963,14.818122860812005
2021-06-30,-0.48,0.0,0.0,0.0,0.08359328480465034,3.4397918568555963,16.056818425386165
2021-09-30,-0.2799999999999998,0.0,0.0,0.0,0.005734583353865119,3.4397918568555963,16.14889758904442
2021-12-31,0.18000000000000016,0.0,1.0,0.11065999026009754,0.11065999026009754,3.8204391902319994,17.93593443895939
2022-03-31,-0.2500000000000002,0.0,0.0,-0.0,-0.046144689333816435,3.8204391902319994,17.10828631636191
2022-06-30,-0.44999999999999996,0.0,0.0,-0.0,-0.16110261564807016,3.8204391902319994,14.352096641539918
2022-09-30,0.06000000000000005,0.0,1.0,-0.04931148190122481,-0.04931148190122481,3.6320476722481443,13.644373487755992
2022-12-31,0.08999999999999986,0.0,1.0,0.07560933967152161,0.07560933967152161,3.9066643984023135,14.67601555739684
2023-03-31,0.10000000000000009,0.0,1.0,0.0745819676830668,0.0745819676830668,4.198031116312542,15.770581675414796
2023-06-30,-0.020000000000000018,0.0,0.0,0.0,0.08680382511509532,4.198031116312542,17.13952848913083
2023-09-30,0.3599999999999999,0.0,1.0,-0.03224154100817023,-0.03224154100817023,4.062680123922377,16.586923678487814
2023-12-31,0.27,0.0,1.0,0.11639616651731055,0.11639616651731055,4.535560516133013,18.517578008979005
2024-03-31,0.18999999999999995,0.0,1.0,0.1039009460428626,0.1039009460428626,5.006809544593887,20.441571882534433
2024-06-30,0.050000000000000266,0.0,1.0,0.04379086643431629,0.04379086643431629,5.226062072623257,21.336726026549975
2024-09-30,0.3900000000000001,0.0,1.0,0.05751342348027855,0.05751342348027855,5.526630793740261,22.563874186197626
2024-12-31,0.22999999999999998,0.0,1.0,0.024910175116183986,0.024910175116183986,5.664300134614826,23.125944243475352
2025-03-31,0.029999999999999805,0.0,1.0,-0.04266871877221101,-0.04266871877221101,5.422611705129549,22.13918983220867
2025-06-30,-0.18999999999999995,0.0,0.0,0.0,0.10777209318948122,5.422611705129549,24.52517666194508
