period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.7920208941457335,-1.0227250861261659,-0.32680671241957426,-0.42387462835783585
GFC,-1.4193294682007016,-1.0096645319552269,-0.365473911096066,-0.37161441305506937
COVID,0.0,0.02549553278440115,0.0,-0.03206918417463389
Rate_Hike_2022,0.25501870720535386,-0.9357323030303547,0.022569449185521062,-0.1817535011993321
