quartile,mean_return,sharpe,n
Q1,0.04032269732902086,1.229716970692448,32
Q2,0.02984848511055097,0.690088377074333,31
Q3,0.021007478178645754,0.5337966691459797,31
Q4,0.023016361565521545,0.49684026935945286,32
