lag,f_stat,p_value,direction
1,0.12449492643314904,0.7248184738608198,signal_to_SPY
2,0.09810449423275663,0.906627411948336,signal_to_SPY
3,0.8752472934206721,0.4561594512703093,signal_to_SPY
4,1.166465626087147,0.329443856713779,signal_to_SPY
