horizon,coef,se,ci_lower,ci_upper,p_value,direction
1,0.002533,0.001931,-0.001252,0.006318,0.1897,fwd
3,0.007372,0.005806,-0.004007,0.01875,0.2042,fwd
6,0.012309,0.011698,-0.010619,0.035237,0.2927,fwd
12,0.023348,0.0226,-0.020948,0.067644,0.3016,fwd
1,1.354861,1.108994,-0.818728,3.528449,0.2218,rev
3,0.073953,1.105742,-2.093262,2.241168,0.9467,rev
6,-1.086076,1.442072,-3.912485,1.740333,0.4514,rev
12,-2.236302,1.642677,-5.45589,0.983285,0.1734,rev
