quartile,mean_return,sharpe,n
Q1,0.0021807930943206328,0.14209658374787057,95
Q2,0.013754101664251376,1.2987709974215358,95
Q3,0.010515442562524308,0.8986235542444784,95
Q4,0.0110556081188168,0.9458049684578673,95
