signal,threshold,strategy,signal_column,lead_days,oos_sharpe,max_drawdown,valid,lead_source
S6_mom5,T2_rp75,P2,vix_ratio_mom_5d,21,0.5906,-20.05,True,pipeline
S6_mom5,T1_p25,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T1_p50,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T1_p75,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T2_rp25,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T2_rp50,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T2_rp75,P2,vix_ratio_mom_5d,63,0.6674,-23.23,True,pipeline
S6_mom5,T1_p25,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T1_p50,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T1_p75,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T2_rp25,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T2_rp50,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T2_rp75,P2,vix_ratio_mom_5d,126,0.6907,-23.57,True,pipeline
S6_mom5,T1_p25,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S6_mom5,T1_p50,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S6_mom5,T1_p75,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S6_mom5,T2_rp25,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S6_mom5,T2_rp50,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S6_mom5,T2_rp75,P2,vix_ratio_mom_5d,252,0.7215,-20.93,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,0,1.0293,-13.22,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,1,1.0201,-13.51,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,5,0.921,-16.51,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,21,0.6904,-15.54,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,63,0.8444,-17.31,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,126,0.508,-23.79,True,pipeline
S7_mom21,T1_p25,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S7_mom21,T1_p50,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S7_mom21,T1_p75,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S7_mom21,T2_rp25,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S7_mom21,T2_rp50,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S7_mom21,T2_rp75,P2,vix_ratio_mom_21d,252,0.8258,-18.03,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,0,1.067,-14.43,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,0,1.1113,-21.86,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,1,0.9333,-23.02,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,1,1.103,-19.77,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,5,0.5597,-31.36,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,5,0.506,-27.91,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,21,0.5375,-29.98,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,21,0.7509,-22.62,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,63,0.6381,-33.72,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,63,0.5188,-33.72,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,126,0.599,-33.44,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,126,0.6593,-33.72,True,pipeline
S8_pctrank,T1_p25,P1,vix_ratio_pctrank_252d,252,0.5816,-12.33,True,pipeline
S8_pctrank,T1_p75,P1,vix_ratio_pctrank_252d,252,0.6679,-33.72,True,pipeline
S8_pctrank,T2_rp75,P1,vix_ratio_pctrank_252d,252,0.7206,-33.72,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,0,0.7456,-29.03,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,1,0.5355,-34.15,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,5,0.5988,-26.21,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,21,0.3862,-31.51,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,63,0.5206,-33.72,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,126,0.6078,-33.72,True,pipeline
S9_backwd,T1_p25,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S9_backwd,T1_p50,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S9_backwd,T1_p75,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S9_backwd,T2_rp25,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S9_backwd,T2_rp50,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S9_backwd,T2_rp75,P2,vix_backwardation,252,0.6439,-33.72,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,0,0.2009,-32.75,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,0,0.2075,-33.44,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,0,0.4053,-19.48,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,1,0.1236,-30.44,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,1,0.2435,-32.82,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,1,0.2718,-26.35,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,5,0.4477,-28.32,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,5,0.5012,-28.32,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,5,0.3732,-22.97,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,21,0.7642,-12.68,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,21,0.7654,-18.76,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,21,0.7755,-13.64,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,63,0.7878,-6.99,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T1_p75,P1,vix_term_spread,63,0.9701,-17.98,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,63,0.526,-17.6,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,63,0.7622,-12.88,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,126,0.1601,-16.86,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T1_p75,P1,vix_term_spread,126,0.9817,-20.54,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,126,0.6342,-14.34,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,126,0.7649,-9.31,True,pipeline
S10_spread,T1_p25,P1,vix_term_spread,252,0.3253,-13.66,True,pipeline
S10_spread,T1_p25,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
S10_spread,T1_p50,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
S10_spread,T1_p75,P1,vix_term_spread,252,0.7891,-33.72,True,pipeline
S10_spread,T1_p75,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
S10_spread,T2_rp25,P1,vix_term_spread,252,0.3302,-16.94,True,pipeline
S10_spread,T2_rp25,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
S10_spread,T2_rp50,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
S10_spread,T2_rp75,P2,vix_term_spread,252,0.5481,-16.2,True,pipeline
