period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,0.0,0.0,0.0,0.0
GFC,0.7852808663656732,-1.0264951756109397,0.05776026654289579,-0.3550444345546456
COVID,0.019370434439732482,-0.6631164220400383,-0.013744095164015535,-0.09182189522674455
Rate_Hike_2022,-1.6849890406239203,-0.7570037222320037,-0.20911820821179605,-0.1817536812386572
