quartile,mean_return,sharpe,n
Q1,0.005257042677351735,0.3312833453858721,56
Q2,0.012205289695014512,1.0637074311178194,56
Q3,0.008641147227968582,0.6226947767311045,56
Q4,0.011157054606159301,1.1176781568497622,56
