lag,f_stat,p_value,direction
1,0.19749982452134945,0.6570022075625808,signal_to_SPY
2,0.116178348752352,0.8903486265863172,signal_to_SPY
3,0.16084066634005903,0.9226408661136664,signal_to_SPY
4,1.150403976052351,0.33253673911589593,signal_to_SPY
5,0.8846003824488025,0.49141540509091985,signal_to_SPY
6,0.7263075388714636,0.6286612642502052,signal_to_SPY
