horizon,coef,p_value,r_squared
1,-5.1847799639120876e-05,0.6571100499896401,0.0005232440991943219
3,-0.00014248440526900332,0.4770390049125757,0.001349220555745934
6,0.0001273250697877849,0.6645824249478399,0.000505940910321005
