quartile,mean_return,sharpe,n
Q1,0.03449936734473312,0.7847874664501862,32
Q2,0.035089746585961895,0.9990930999194274,32
Q3,0.03139798177403575,0.9840001147851076,31
Q4,0.015137733117908645,0.3095587045091695,32
