signal,signal_column,threshold,strategy,lead_quarters,direction,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,annual_turnover,is_n,oos_n,valid
chg_4q,sloos_chg_4q,T0_zero,P1_long_cash,1,procyclical,0.6985157493065715,0.6985157493065715,0.44007112250190844,0.4034580279679581,0.0784632485540564,0.11935301075254086,-0.19447685537264314,0.375,0.875,32,32,True
chg_4q,sloos_chg_4q,T0_zero,P1_long_cash,2,procyclical,0.7674582465096192,0.7674582465096192,0.42065035824346503,0.49626466023568616,0.09651199055520943,0.13252223633081903,-0.19447685537264314,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T0_zero,P1_long_cash,3,procyclical,0.7960992972163753,0.7960992972163753,0.43841238840039615,0.5172195166578544,0.10058722513697793,0.1325428008964789,-0.19447685537264314,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T0_zero,P1_long_cash,4,procyclical,0.6881508101281215,0.6881508101281215,0.48591559827942515,0.4493550209025206,0.08738915141103054,0.13600138834826025,-0.19447685537264314,0.34375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,0,countercyclical,0.3007758063209885,0.3007758063209885,0.19456807890613856,0.09817443160953075,0.029794070441606424,0.12368608383446385,-0.3034809568351402,0.34375,0.875,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,1,countercyclical,0.5187223281540726,0.5187223281540726,0.4914160279822005,0.3214152274981717,0.06422304236463128,0.13871790759352012,-0.1998133158298998,0.375,0.875,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,2,countercyclical,0.4287036844063332,0.4287036844063332,0.39121739576934283,0.1951997121298519,0.046705781004273916,0.12507648651923448,-0.23927177194402838,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,3,countercyclical,0.39960277760327884,0.39960277760327884,0.3587535260079831,0.1790017155669011,0.04283005766471337,0.12464578793806938,-0.23927177194402827,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,4,countercyclical,0.5061511351558495,0.5061511351558495,0.42708445720352706,0.27405203142224127,0.05548729998392643,0.12197259644980284,-0.20246994592948397,0.40625,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,0,procyclical,0.8964925607263066,0.8964925607263066,0.8180824053780806,0.5656117024499766,0.11451937081213015,0.13176266853757523,-0.20246994592948397,0.40625,0.875,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,1,procyclical,0.6985157493065715,0.6985157493065715,0.44007112250190844,0.4034580279679581,0.0784632485540564,0.11935301075254086,-0.19447685537264314,0.375,0.875,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,2,procyclical,0.7674582465096192,0.7674582465096192,0.42065035824346503,0.49626466023568616,0.09651199055520943,0.13252223633081903,-0.19447685537264314,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,3,procyclical,0.7960992972163753,0.7960992972163753,0.43841238840039615,0.5172195166578544,0.10058722513697793,0.1325428008964789,-0.19447685537264314,0.375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p50,P1_long_cash,4,procyclical,0.6881508101281215,0.6881508101281215,0.48591559827942515,0.4493550209025206,0.08738915141103054,0.13600138834826025,-0.19447685537264314,0.34375,0.75,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,0,countercyclical,0.5274178981253496,0.5274178981253496,0.43526637715661176,0.22833798741995737,0.06257091548985394,0.13276036481564496,-0.27402762105796274,0.46875,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,1,countercyclical,0.7535836020269322,0.7535836020269322,0.7876551103405678,0.5151731568864921,0.10293845670404722,0.14503943525761503,-0.19981331582989992,0.5,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,2,countercyclical,0.5984393410360496,0.5984393410360496,0.6026452809902031,0.3006926241977701,0.07194725700230031,0.13127415995562694,-0.2392717719440285,0.46875,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,3,countercyclical,0.29959452473441833,0.29959452473441833,0.23907590553790817,0.14186989874595107,0.033945462058463605,0.1495540683201208,-0.23927177194402838,0.4375,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,4,countercyclical,0.6280610400930574,0.6280610400930574,0.6799147847231246,0.3392465971248217,0.08117213442003801,0.14068673323636108,-0.23927177194402838,0.46875,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,0,procyclical,0.6776038065425102,0.6776038065425102,0.5069064329170798,0.3958122529385834,0.08014008545070217,0.12589339128897703,-0.20246994592948386,0.28125,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,1,procyclical,0.42101421188794536,0.42101421188794536,0.22774933202028605,0.20880101344874286,0.04060696449413248,0.10932337285621901,-0.19447685537264314,0.25,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,2,procyclical,0.6018111962041955,0.6018111962041955,0.30811352121737057,0.36349868465453694,0.0706920811237064,0.12755896272229753,-0.19447685537264314,0.28125,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,3,procyclical,1.074434383928651,1.074434383928651,0.0,3.4131116524468648,0.11004446711304805,0.10286384664719789,-0.03224168392913751,0.3125,1.0,32,32,True
chg_4q,sloos_chg_4q,T_roll_p75,P1_long_cash,4,procyclical,0.5731188872654455,0.5731188872654455,0.2682963556785057,0.3165241564259024,0.061556622591188104,0.11684517681344384,-0.19447685537264314,0.28125,1.0,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,0,countercyclical,0.43484177996367607,0.43484177996367607,0.33864012636936386,0.2214907269181726,0.044256796571094936,0.1154468905808568,-0.19981331582989992,0.40625,1.0,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,1,countercyclical,0.2654192824341039,0.2654192824341039,0.20892490049653445,0.10424403637134304,0.024942655297168992,0.11976935323368906,-0.23927177194402838,0.34375,1.0,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,2,countercyclical,0.40873557849572906,0.40873557849572906,0.3883026030693616,0.1841839157306666,0.04407001188046622,0.12487307861710525,-0.2392717719440285,0.375,0.875,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,3,countercyclical,0.10315535050328997,0.10315535050328997,0.03309738708455734,0.013909492849446741,0.004442761836005449,0.14216722417682146,-0.3194050195857545,0.3125,0.875,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,4,countercyclical,0.4299958749507209,0.4299958749507209,0.45339007398223596,0.21505691313778855,0.05145704867529166,0.13895909776056023,-0.23927177194402838,0.3125,0.875,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,0,procyclical,0.747328293647589,0.747328293647589,0.555722560927355,0.509487482964942,0.09908352353874506,0.1406676332523547,-0.19447685537264325,0.34375,1.0,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,1,procyclical,0.9189091400701829,0.9189091400701829,0.522129101042403,0.6159847860583577,0.11979478415001976,0.13443868663561323,-0.19447685537264314,0.40625,1.0,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,2,procyclical,0.7873049409222566,0.7873049409222566,0.49285597298764866,0.5104985371455791,0.09928015017640668,0.13245942997907756,-0.19447685537264314,0.375,0.875,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,3,procyclical,1.326473201778915,1.326473201778915,4.525480580465298,4.424363279028409,0.1426489224301164,0.10604113501328231,-0.03224168392913751,0.4375,0.875,32,32,True
zscore_20q,sloos_zscore_20q,T_z_0,P1_long_cash,4,procyclical,0.80690261150498,0.80690261150498,0.45451662611519306,0.47078677231728516,0.09155713103130214,0.11844576227012732,-0.19447685537264314,0.4375,0.875,32,32,True
