trade_date,side,instrument,quantity_pct,price,notional_usd,commission_bps,commission_usd,cum_pnl_pct,reason
2000-01-03,SELL,XLI,100.0,18.0749,10000.0,5,5.0,0.0,G/C roc_5d <= 2.0649
2000-09-06,BUY,XLI,100.0,20.1356,10000.0,5,5.0,-12.9331,G/C roc_5d <= 2.0649
2000-09-27,SELL,XLI,100.0,19.1653,10000.0,5,5.0,-15.765,G/C roc_5d <= 2.0649
2000-09-29,BUY,XLI,100.0,19.2836,10000.0,5,5.0,-17.4823,G/C roc_5d <= 2.0649
2000-10-02,SELL,XLI,100.0,19.0864,10000.0,5,5.0,-16.6385,G/C roc_5d <= 2.0649
2000-10-03,BUY,XLI,100.0,19.461,10000.0,5,5.0,-15.0022,G/C roc_5d <= 2.0649
2000-10-12,SELL,XLI,100.0,18.1893,10000.0,5,5.0,-16.8538,G/C roc_5d <= 2.0649
2000-10-16,BUY,XLI,100.0,19.0075,10000.0,5,5.0,-18.321,G/C roc_5d <= 2.0649
2000-10-18,SELL,XLI,100.0,18.1597,10000.0,5,5.0,-19.0836,G/C roc_5d <= 2.0649
2000-10-19,BUY,XLI,100.0,18.4752,10000.0,5,5.0,-17.6779,G/C roc_5d <= 2.0649
2000-10-20,SELL,XLI,100.0,18.5737,10000.0,5,5.0,-18.1171,G/C roc_5d <= 2.0649
2000-10-24,BUY,XLI,100.0,19.0864,10000.0,5,5.0,-17.7995,G/C roc_5d <= 2.0649
2000-10-26,SELL,XLI,100.0,18.8301,10000.0,5,5.0,-19.7526,G/C roc_5d <= 2.0649
2000-10-27,BUY,XLI,100.0,18.8202,10000.0,5,5.0,-19.7946,G/C roc_5d <= 2.0649
2000-11-06,SELL,XLI,100.0,19.7174,10000.0,5,5.0,-17.4838,G/C roc_5d <= 2.0649
2000-11-07,BUY,XLI,100.0,19.7962,10000.0,5,5.0,-17.1538,G/C roc_5d <= 2.0649
2000-11-16,SELL,XLI,100.0,19.5005,10000.0,5,5.0,-19.2167,G/C roc_5d <= 2.0649
2000-11-20,BUY,XLI,100.0,19.1455,10000.0,5,5.0,-20.0428,G/C roc_5d <= 2.0649
2000-12-20,SELL,XLI,100.0,18.5521,10000.0,5,5.0,-17.2294,G/C roc_5d <= 2.0649
2000-12-28,BUY,XLI,100.0,19.9281,10000.0,5,5.0,-20.7553,G/C roc_5d <= 2.0649
2001-01-02,SELL,XLI,100.0,18.9184,10000.0,5,5.0,-17.7634,G/C roc_5d <= 2.0649
2001-01-03,BUY,XLI,100.0,19.74,10000.0,5,5.0,-14.1916,G/C roc_5d <= 2.0649
2001-01-04,SELL,XLI,100.0,19.8984,10000.0,5,5.0,-14.8802,G/C roc_5d <= 2.0649
2001-01-05,BUY,XLI,100.0,19.3243,10000.0,5,5.0,-17.3363,G/C roc_5d <= 2.0649
2001-01-25,SELL,XLI,100.0,19.7598,10000.0,5,5.0,-15.3883,G/C roc_5d <= 2.0649
2001-01-26,BUY,XLI,100.0,19.4331,10000.0,5,5.0,-16.7872,G/C roc_5d <= 2.0649
2001-02-21,SELL,XLI,100.0,18.8934,10000.0,5,5.0,-17.0907,G/C roc_5d <= 2.0649
2001-03-01,BUY,XLI,100.0,18.5513,10000.0,5,5.0,-16.8271,G/C roc_5d <= 2.0649
2001-03-09,SELL,XLI,100.0,19.1025,10000.0,5,5.0,-10.663,G/C roc_5d <= 2.0649
2001-03-15,BUY,XLI,100.0,17.6199,10000.0,5,5.0,-4.3748,G/C roc_5d <= 2.0649
2001-03-21,SELL,XLI,100.0,16.7043,10000.0,5,5.0,-4.5162,G/C roc_5d <= 2.0649
2001-03-23,BUY,XLI,100.0,16.5772,10000.0,5,5.0,0.0176,G/C roc_5d <= 2.0649
2001-03-26,SELL,XLI,100.0,16.8759,10000.0,5,5.0,-1.7842,G/C roc_5d <= 2.0649
2001-03-27,BUY,XLI,100.0,17.1491,10000.0,5,5.0,-0.1941,G/C roc_5d <= 2.0649
2001-04-06,SELL,XLI,100.0,16.7488,10000.0,5,5.0,1.47,G/C roc_5d <= 2.0649
2001-04-09,BUY,XLI,100.0,17.0474,10000.0,5,5.0,3.2791,G/C roc_5d <= 2.0649
2001-04-25,SELL,XLI,100.0,18.6232,10000.0,5,5.0,7.6675,G/C roc_5d <= 2.0649
