date,p_state0,p_state1,viterbi_state,p_stress
2004-12-17,7.475110070724964e-05,0.9999252488992841,1,0.9999252488992841
2004-12-20,2.043473920784168e-05,0.9999795652607836,1,0.9999795652607836
2004-12-21,7.215168597179728e-06,0.9999927848313942,1,0.9999927848313942
2004-12-22,2.395094110996041e-05,0.9999760490588816,1,0.9999760490588816
2004-12-23,2.1264968419873825e-05,0.9999787350315719,1,0.9999787350315719
2004-12-24,1.9187126659334264e-05,0.9999808128733325,1,0.9999808128733325
2004-12-27,1.2364213528772179e-05,0.9999876357864631,1,0.9999876357864631
2004-12-28,4.7911446068109e-07,0.999999520885531,1,0.999999520885531
2004-12-29,4.013685176221249e-06,0.9999959863148155,1,0.9999959863148155
2004-12-30,3.743758318493105e-06,0.9999962562416732,1,0.9999962562416732
2004-12-31,3.269724206388442e-06,0.9999967302757853,1,0.9999967302757853
2005-01-03,1.0895396193501952e-08,0.9999999891045958,1,0.9999999891045958
2005-01-04,0.00018888877053017356,0.9998111112294619,1,0.9998111112294619
2005-01-05,4.657027210112031e-05,0.9999534297278909,1,0.9999534297278909
2005-01-06,7.972868509244575e-06,0.9999920271314827,1,0.9999920271314827
2005-01-07,5.301575864557099e-06,0.9999946984241274,1,0.9999946984241274
2005-01-10,5.863721196363489e-06,0.9999941362787956,1,0.9999941362787956
2005-01-11,1.1088448223803828e-06,0.9999988911551694,1,0.9999988911551694
2005-01-12,3.1648327115437426e-06,0.9999968351672804,1,0.9999968351672804
2005-01-13,2.8791991040400724e-05,0.9999712080089515,1,0.9999712080089515
2005-01-14,2.081213249202564e-06,0.9999979187867427,1,0.9999979187867427
2005-01-17,1.7464275117214924e-06,0.9999982535724803,1,0.9999982535724803
2005-01-18,1.0499202270611163e-06,0.999998950079765,1,0.999998950079765
2005-01-19,2.7102260065594635e-07,0.9999997289773915,1,0.9999997289773915
2005-01-20,8.288511464887432e-08,0.9999999171148776,1,0.9999999171148776
2005-01-21,5.4544394564179134e-08,0.9999999454555974,1,0.9999999454555974
2005-01-24,7.484106723320013e-08,0.9999999251589249,1,0.9999999251589249
2005-01-25,9.836029750052708e-09,0.9999999901639625,1,0.9999999901639625
2005-01-26,2.1963224855444727e-08,0.9999999780367673,1,0.9999999780367673
2005-01-27,3.922977865543554e-09,0.9999999960770144,1,0.9999999960770144
2005-01-28,3.392092077753587e-07,0.9999996607907843,1,0.9999996607907843
2005-01-31,5.660229681218055e-08,0.9999999433976955,1,0.9999999433976955
2005-02-01,2.064452899614739e-07,0.9999997935547024,1,0.9999997935547024
2005-02-02,2.1671879962823494e-06,0.9999978328119958,1,0.9999978328119958
2005-02-03,5.509116248457726e-07,0.9999994490883672,1,0.9999994490883672
2005-02-04,9.402673618582072e-07,0.9999990597326303,1,0.9999990597326303
2005-02-07,1.215509226281413e-07,0.9999998784490695,1,0.9999998784490695
2005-02-08,9.20398449127138e-08,0.9999999079601471,1,0.9999999079601471
2005-02-09,1.776939524917566e-07,0.9999998223060396,1,0.9999998223060396
2005-02-10,6.623506975841907e-09,0.9999999933764852,1,0.9999999933764852
2005-02-11,5.604015897077633e-08,0.9999999439598332,1,0.9999999439598332
2005-02-14,4.593176779403093e-07,0.9999995406823143,1,0.9999995406823143
2005-02-15,5.841326923176971e-08,0.9999999415867231,1,0.9999999415867231
2005-02-16,1.9424134246324583e-07,0.99999980575865,1,0.99999980575865
2005-02-17,1.2365981343301658e-08,0.9999999876340111,1,0.9999999876340111
2005-02-18,4.40665184025019e-08,0.9999999559334742,1,0.9999999559334742
2005-02-21,5.004882255127262e-08,0.9999999499511699,1,0.9999999499511699
2005-02-22,1.4600571446669408e-06,0.9999985399428479,1,0.9999985399428479
2005-02-23,8.05129263238289e-07,0.9999991948707293,1,0.9999991948707293
2005-02-24,4.314489036292297e-06,0.9999956855109565,1,0.9999956855109565
2005-02-25,2.968175708646466e-06,0.9999970318242841,1,0.9999970318242841
2005-02-28,1.9016774757706506e-06,0.999998098322517,1,0.999998098322517
2005-03-01,1.6161443460311214e-05,0.9999838385565325,1,0.9999838385565325
2005-03-02,5.4812547739377846e-06,0.9999945187452188,1,0.9999945187452188
