date,f_stat,p_value,significant_10pct,critical_value_10pct,n_obs,lag_used
2002-08-31,0.0564,0.8146,False,2.961,24,1
2002-09-30,0.2581,0.617,False,2.961,24,1
2002-10-31,0.163,0.6907,False,2.961,24,1
2002-11-30,0.0519,0.8221,False,2.961,24,1
2002-12-31,0.0397,0.844,False,2.961,24,1
2003-01-31,0.0619,0.8061,False,2.961,24,1
2003-02-28,0.0002,0.9876,False,2.961,24,1
2003-03-31,0.0459,0.8325,False,2.961,24,1
2003-04-30,1.2066,0.2851,False,2.961,24,1
2003-05-31,1.3603,0.2572,False,2.961,24,1
2003-06-30,1.0988,0.307,False,2.961,24,1
2003-07-31,1.0789,0.3113,False,2.961,24,1
2003-08-31,1.2217,0.2821,False,2.961,24,1
2003-09-30,0.7758,0.3889,False,2.961,24,1
2003-10-31,0.7895,0.3848,False,2.961,24,1
2003-11-30,1.1257,0.3013,False,2.961,24,1
2003-12-31,1.9065,0.1826,False,2.961,24,1
2004-01-31,2.0327,0.1694,False,2.961,24,1
2004-02-29,1.9812,0.1746,False,2.961,24,1
2004-03-31,2.4414,0.1339,False,2.961,24,1
2004-04-30,2.2788,0.1468,False,2.961,24,1
2004-05-31,2.2999,0.145,False,2.961,24,1
2004-06-30,1.1098,0.3047,False,2.961,24,1
2004-07-31,1.0645,0.3145,False,2.961,24,1
2004-08-31,3.0903,0.0941,True,2.961,24,1
2004-09-30,2.7407,0.1134,False,2.961,24,1
2004-10-31,2.6233,0.121,False,2.961,24,1
2004-11-30,1.7042,0.2066,False,2.961,24,1
2004-12-31,3.0455,0.0963,True,2.961,24,1
2005-01-31,2.5811,0.1238,False,2.961,24,1
2005-02-28,2.583,0.1237,False,2.961,24,1
2005-03-31,0.151,0.7017,False,2.961,24,1
2005-04-30,0.1004,0.7547,False,2.961,24,1
2005-05-31,0.0547,0.8174,False,2.961,24,1
2005-06-30,0.1513,0.7015,False,2.961,24,1
2005-07-31,0.0961,0.7597,False,2.961,24,1
2005-08-31,0.5058,0.4852,False,2.961,24,1
2005-09-30,0.4339,0.5176,False,2.961,24,1
2005-10-31,0.7753,0.389,False,2.961,24,1
2005-11-30,1.8437,0.1896,False,2.961,24,1
2005-12-31,2.0976,0.163,False,2.961,24,1
2006-01-31,1.09,0.3089,False,2.961,24,1
2006-02-28,0.589,0.4518,False,2.961,24,1
2006-03-31,1.8133,0.1932,False,2.961,24,1
2006-04-30,1.7437,0.2016,False,2.961,24,1
2006-05-31,3.5658,0.0736,True,2.961,24,1
2006-06-30,2.0858,0.1642,False,2.961,24,1
2006-07-31,1.164,0.2935,False,2.961,24,1
2006-08-31,1.5006,0.2348,False,2.961,24,1
2006-09-30,1.277,0.2718,False,2.961,24,1
2006-10-31,3.4746,0.0771,True,2.961,24,1
2006-11-30,3.9269,0.0614,True,2.961,24,1
2006-12-31,3.076,0.0948,True,2.961,24,1
2007-01-31,3.093,0.0939,True,2.961,24,1
2007-02-28,3.2391,0.087,True,2.961,24,1
2007-03-31,1.5144,0.2328,False,2.961,24,1
2007-04-30,0.7436,0.3987,False,2.961,24,1
2007-05-31,0.3107,0.5835,False,2.961,24,1
2007-06-30,0.1682,0.6861,False,2.961,24,1
2007-07-31,0.0639,0.8031,False,2.961,24,1
2007-08-31,0.1337,0.7185,False,2.961,24,1
2007-09-30,0.0729,0.7899,False,2.961,24,1
2007-10-31,0.0538,0.819,False,2.961,24,1
2007-11-30,0.001,0.9746,False,2.961,24,1
2007-12-31,0.0508,0.8239,False,2.961,24,1
2008-01-31,0.3682,0.5508,False,2.961,24,1
2008-02-29,1.0185,0.3249,False,2.961,24,1
2008-03-31,0.6959,0.414,False,2.961,24,1
2008-04-30,0.9235,0.348,False,2.961,24,1
2008-05-31,0.8129,0.378,False,2.961,24,1
2008-06-30,0.2427,0.6276,False,2.961,24,1
2008-07-31,0.1517,0.701,False,2.961,24,1
2008-08-31,0.2285,0.6378,False,2.961,24,1
2008-09-30,0.9248,0.3477,False,2.961,24,1
2008-10-31,4.1124,0.0561,True,2.961,24,1
2008-11-30,3.0676,0.0952,True,2.961,24,1
2008-12-31,2.979,0.0998,True,2.961,24,1
2009-01-31,1.0073,0.3275,False,2.961,24,1
2009-02-28,1.4118,0.2487,False,2.961,24,1
2009-03-31,4.2853,0.0516,True,2.961,24,1
2009-04-30,4.2753,0.0519,True,2.961,24,1
2009-05-31,4.2592,0.0523,True,2.961,24,1
2009-06-30,4.1764,0.0544,True,2.961,24,1
2009-07-31,4.0059,0.0591,True,2.961,24,1
2009-08-31,4.3936,0.049,True,2.961,24,1
2009-09-30,3.2347,0.0872,True,2.961,24,1
2009-10-31,3.212,0.0882,True,2.961,24,1
2009-11-30,2.5496,0.126,False,2.961,24,1
2009-12-31,2.2044,0.1532,False,2.961,24,1
2010-01-31,2.1671,0.1566,False,2.961,24,1
2010-02-28,1.1219,0.3021,False,2.961,24,1
2010-03-31,0.8028,0.3809,False,2.961,24,1
2010-04-30,0.8501,0.3675,False,2.961,24,1
2010-05-31,1.6735,0.2105,False,2.961,24,1
2010-06-30,2.1482,0.1583,False,2.961,24,1
2010-07-31,1.6042,0.2199,False,2.961,24,1
2010-08-31,0.83,0.3731,False,2.961,24,1
2010-09-30,0.072,0.7911,False,2.961,24,1
2010-10-31,0.4552,0.5076,False,2.961,24,1
2010-11-30,0.4611,0.5049,False,2.961,24,1
2010-12-31,1.8986,0.1835,False,2.961,24,1
2011-01-31,1.0896,0.309,False,2.961,24,1
2011-02-28,1.0165,0.3254,False,2.961,24,1
2011-03-31,0.9462,0.3423,False,2.961,24,1
2011-04-30,0.853,0.3667,False,2.961,24,1
2011-05-31,2.0402,0.1686,False,2.961,24,1
2011-06-30,0.985,0.3328,False,2.961,24,1
2011-07-31,0.0167,0.8983,False,2.961,24,1
2011-08-31,0.0424,0.8389,False,2.961,24,1
2011-09-30,0.0118,0.9145,False,2.961,24,1
2011-10-31,0.0023,0.9619,False,2.961,24,1
2011-11-30,0.0014,0.9701,False,2.961,24,1
2011-12-31,0.0005,0.9829,False,2.961,24,1
2012-01-31,0.0953,0.7608,False,2.961,24,1
2012-02-29,0.1498,0.7028,False,2.961,24,1
2012-03-31,0.0782,0.7826,False,2.961,24,1
2012-04-30,0.1448,0.7075,False,2.961,24,1
2012-05-31,0.8032,0.3808,False,2.961,24,1
2012-06-30,0.7265,0.4041,False,2.961,24,1
2012-07-31,0.4017,0.5334,False,2.961,24,1
2012-08-31,0.8625,0.3641,False,2.961,24,1
2012-09-30,0.8645,0.3636,False,2.961,24,1
2012-10-31,0.8711,0.3618,False,2.961,24,1
2012-11-30,1.4598,0.2411,False,2.961,24,1
2012-12-31,1.1499,0.2963,False,2.961,24,1
2013-01-31,1.0136,0.3261,False,2.961,24,1
2013-02-28,0.9037,0.3531,False,2.961,24,1
2013-03-31,0.8283,0.3736,False,2.961,24,1
2013-04-30,2.8679,0.1059,False,2.961,24,1
2013-05-31,3.162,0.0906,True,2.961,24,1
2013-06-30,1.2559,0.2757,False,2.961,24,1
2013-07-31,0.7486,0.3972,False,2.961,24,1
2013-08-31,0.608,0.4447,False,2.961,24,1
2013-09-30,0.2692,0.6095,False,2.961,24,1
2013-10-31,0.2708,0.6085,False,2.961,24,1
2013-11-30,0.0418,0.8401,False,2.961,24,1
2013-12-31,0.1977,0.6614,False,2.961,24,1
2014-01-31,0.0357,0.8521,False,2.961,24,1
2014-02-28,0.0237,0.8792,False,2.961,24,1
2014-03-31,0.0221,0.8833,False,2.961,24,1
2014-04-30,1.0191,0.3248,False,2.961,24,1
2014-05-31,0.9195,0.3491,False,2.961,24,1
2014-06-30,0.8952,0.3554,False,2.961,24,1
2014-07-31,0.334,0.5697,False,2.961,24,1
2014-08-31,0.2843,0.5998,False,2.961,24,1
2014-09-30,0.4381,0.5156,False,2.961,24,1
2014-10-31,0.3564,0.5572,False,2.961,24,1
2014-11-30,0.5884,0.452,False,2.961,24,1
2014-12-31,0.5031,0.4863,False,2.961,24,1
2015-01-31,0.7321,0.4023,False,2.961,24,1
2015-02-28,0.8327,0.3724,False,2.961,24,1
2015-03-31,0.4048,0.5319,False,2.961,24,1
2015-04-30,0.7322,0.4023,False,2.961,24,1
2015-05-31,0.1699,0.6846,False,2.961,24,1
2015-06-30,0.0651,0.8012,False,2.961,24,1
2015-07-31,0.0173,0.8968,False,2.961,24,1
2015-08-31,0.5622,0.4621,False,2.961,24,1
2015-09-30,0.1342,0.7179,False,2.961,24,1
2015-10-31,0.2222,0.6425,False,2.961,24,1
2015-11-30,0.3458,0.5631,False,2.961,24,1
2015-12-31,0.3625,0.5539,False,2.961,24,1
2016-01-31,0.2571,0.6176,False,2.961,24,1
2016-02-29,0.3729,0.5483,False,2.961,24,1
2016-03-31,0.0761,0.7855,False,2.961,24,1
2016-04-30,0.0887,0.7689,False,2.961,24,1
2016-05-31,0.1157,0.7373,False,2.961,24,1
2016-06-30,0.1698,0.6846,False,2.961,24,1
2016-07-31,0.097,0.7587,False,2.961,24,1
2016-08-31,0.0538,0.819,False,2.961,24,1
2016-09-30,0.0785,0.7822,False,2.961,24,1
2016-10-31,0.0098,0.922,False,2.961,24,1
2016-11-30,0.1619,0.6917,False,2.961,24,1
2016-12-31,0.0361,0.8513,False,2.961,24,1
2017-01-31,0.0567,0.8143,False,2.961,24,1
2017-02-28,0.2675,0.6107,False,2.961,24,1
2017-03-31,0.2836,0.6002,False,2.961,24,1
2017-04-30,0.5509,0.4666,False,2.961,24,1
2017-05-31,0.3679,0.5509,False,2.961,24,1
2017-06-30,0.3135,0.5817,False,2.961,24,1
2017-07-31,0.013,0.9104,False,2.961,24,1
2017-08-31,0.0497,0.8258,False,2.961,24,1
2017-09-30,0.0244,0.8774,False,2.961,24,1
2017-10-31,0.0302,0.8637,False,2.961,24,1
2017-11-30,0.0922,0.7645,False,2.961,24,1
2017-12-31,0.0316,0.8608,False,2.961,24,1
2018-01-31,0.0457,0.8329,False,2.961,24,1
2018-02-28,0.0609,0.8075,False,2.961,24,1
2018-03-31,0.2097,0.652,False,2.961,24,1
2018-04-30,0.0164,0.8993,False,2.961,24,1
2018-05-31,0.0223,0.8827,False,2.961,24,1
2018-06-30,0.0406,0.8424,False,2.961,24,1
2018-07-31,0.0057,0.9408,False,2.961,24,1
2018-08-31,0.0034,0.9538,False,2.961,24,1
2018-09-30,0.0141,0.9066,False,2.961,24,1
2018-10-31,0.0261,0.8733,False,2.961,24,1
2018-11-30,0.0458,0.8327,False,2.961,24,1
2018-12-31,0.0332,0.8573,False,2.961,24,1
2019-01-31,0.1531,0.6997,False,2.961,24,1
2019-02-28,0.1892,0.6682,False,2.961,24,1
2019-03-31,0.2045,0.656,False,2.961,24,1
2019-04-30,0.08,0.7802,False,2.961,24,1
2019-05-31,0.0013,0.9718,False,2.961,24,1
2019-06-30,0.0544,0.818,False,2.961,24,1
2019-07-31,0.0763,0.7853,False,2.961,24,1
2019-08-31,0.0214,0.8853,False,2.961,24,1
2019-09-30,0.023,0.881,False,2.961,24,1
2019-10-31,0.0071,0.9336,False,2.961,24,1
2019-11-30,0.0046,0.9467,False,2.961,24,1
2019-12-31,0.009,0.9255,False,2.961,24,1
2020-01-31,0.0261,0.8733,False,2.961,24,1
2020-02-29,1.4026,0.2502,False,2.961,24,1
2020-03-31,0.0001,0.9921,False,2.961,24,1
2020-04-30,0.179,0.6767,False,2.961,24,1
2020-05-31,0.4815,0.4957,False,2.961,24,1
2020-06-30,0.6687,0.4231,False,2.961,24,1
2020-07-31,0.7068,0.4105,False,2.961,24,1
2020-08-31,0.2378,0.6311,False,2.961,24,1
2020-09-30,0.1399,0.7123,False,2.961,24,1
2020-10-31,0.179,0.6767,False,2.961,24,1
2020-11-30,0.0708,0.7929,False,2.961,24,1
2020-12-31,0.1827,0.6736,False,2.961,24,1
2021-01-31,0.2636,0.6133,False,2.961,24,1
2021-02-28,0.236,0.6324,False,2.961,24,1
2021-03-31,0.2922,0.5948,False,2.961,24,1
2021-04-30,0.2053,0.6553,False,2.961,24,1
2021-05-31,0.5441,0.4693,False,2.961,24,1
2021-06-30,0.4186,0.525,False,2.961,24,1
2021-07-31,0.3222,0.5766,False,2.961,24,1
2021-08-31,0.3135,0.5818,False,2.961,24,1
2021-09-30,0.2181,0.6455,False,2.961,24,1
2021-10-31,0.0932,0.7633,False,2.961,24,1
2021-11-30,0.1871,0.67,False,2.961,24,1
2021-12-31,0.0805,0.7795,False,2.961,24,1
2022-01-31,0.2801,0.6024,False,2.961,24,1
2022-02-28,0.0074,0.9325,False,2.961,24,1
2022-03-31,0.3221,0.5767,False,2.961,24,1
2022-04-30,0.575,0.4571,False,2.961,24,1
2022-05-31,0.5317,0.4744,False,2.961,24,1
2022-06-30,0.8281,0.3737,False,2.961,24,1
2022-07-31,0.0055,0.9416,False,2.961,24,1
2022-08-31,0.0002,0.9893,False,2.961,24,1
2022-09-30,0.0389,0.8456,False,2.961,24,1
2022-10-31,1.2992,0.2678,False,2.961,24,1
2022-11-30,0.0098,0.9223,False,2.961,24,1
2022-12-31,0.0206,0.8873,False,2.961,24,1
2023-01-31,0.0141,0.9065,False,2.961,24,1
2023-02-28,0.2057,0.655,False,2.961,24,1
2023-03-31,0.0688,0.7958,False,2.961,24,1
2023-04-30,0.3073,0.5855,False,2.961,24,1
2023-05-31,0.0862,0.772,False,2.961,24,1
2023-06-30,0.0403,0.8429,False,2.961,24,1
2023-07-31,0.0063,0.9373,False,2.961,24,1
2023-08-31,0.0023,0.9622,False,2.961,24,1
2023-09-30,0.0823,0.7771,False,2.961,24,1
2023-10-31,0.0561,0.8152,False,2.961,24,1
2023-11-30,0.0012,0.9732,False,2.961,24,1
2023-12-31,0.0277,0.8695,False,2.961,24,1
2024-01-31,0.018,0.8947,False,2.961,24,1
2024-02-29,0.0318,0.8602,False,2.961,24,1
2024-03-31,0.0545,0.8178,False,2.961,24,1
2024-04-30,0.0472,0.8302,False,2.961,24,1
2024-05-31,0.0413,0.841,False,2.961,24,1
2024-06-30,0.0015,0.9694,False,2.961,24,1
2024-07-31,0.0172,0.8971,False,2.961,24,1
2024-08-31,0.0759,0.7858,False,2.961,24,1
2024-09-30,0.0858,0.7726,False,2.961,24,1
2024-10-31,0.3251,0.5749,False,2.961,24,1
2024-11-30,0.1011,0.7538,False,2.961,24,1
2024-12-31,0.5428,0.4698,False,2.961,24,1
2025-01-31,0.6465,0.4308,False,2.961,24,1
2025-02-28,0.7135,0.4083,False,2.961,24,1
2025-03-31,0.9786,0.3344,False,2.961,24,1
2025-04-30,1.1813,0.29,False,2.961,24,1
2025-05-31,4.5211,0.0461,True,2.961,24,1
2025-06-30,4.3743,0.0495,True,2.961,24,1
2025-07-31,2.377,0.1388,False,2.961,24,1
2025-08-31,0.1601,0.6933,False,2.961,24,1
2025-09-30,0.0096,0.9231,False,2.961,24,1
2025-10-31,0.0623,0.8055,False,2.961,24,1
2025-11-30,0.1635,0.6902,False,2.961,24,1
