signal,threshold,threshold_value,threshold_rule,strategy,lead_days,lead_months,oos_sharpe,oos_ann_return,oos_max_drawdown,annual_turnover,oos_n,valid
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P1_long_cash,21,1,0.6745,9.45,-27.66,34.6,1566,True
gold_copper_mom_63d,Tp25_hi,-25.5664,gte,P1_long_cash,84,4,0.6738,10.45,-21.69,13.84,1566,True
gold_copper_roc_21d,Tp90_lo,8.7798,lte,P2_long_short,105,5,0.6734,13.25,-42.69,16.09,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P1_long_cash,168,8,0.6732,12.07,-42.33,3.22,1566,True
gold_copper_mom_63d,Tz1_hi,1.0,gte,P1_long_cash,42,2,0.6721,9.73,-23.38,20.11,1566,True
gold_copper_roc_21d,Tfix03_lo,0.3,lte,P2_long_short,210,10,0.6714,13.2,-39.58,61.15,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P2_long_short,0,0,0.671,13.19,-42.33,3.86,1566,True
gold_copper_acceleration,Tp75_lo,6.1247,lte,P1_long_cash,21,1,0.6706,11.21,-29.07,18.67,1566,True
gold_copper_mom_63d,Tp25_hi,-25.5664,gte,P1_long_cash,189,9,0.6704,12.44,-42.33,13.68,1566,True
gold_copper_zscore_126d,Tp90_lo,2.0703,lte,P2_long_short,105,5,0.6696,13.15,-42.33,18.67,1566,True
gold_copper_pctrank_504d,Tp25_hi,0.1605,gte,P2_long_short,42,2,0.6694,13.15,-42.33,16.74,1566,True
gold_copper_pctrank_504d,Tp75_lo,0.841,lte,P1_long_cash,105,5,0.6691,8.6,-21.64,9.98,1566,True
gold_copper_roc_5d,Tp25_hi,-2.0781,gte,P2_long_short,231,11,0.6691,13.15,-39.55,82.07,1566,True
gold_copper_mom_252d,Tz1_hi,1.0,gte,P2_long_short,63,3,0.6687,13.13,-42.33,11.59,1566,True
gold_copper_roc_5d,Tzn1_lo,-1.0,lte,P1_long_cash,126,6,0.6686,8.26,-30.2,48.44,1566,True
gold_copper_roc_5d,Tz1_lo,-1.0,lte,P1_long_cash,126,6,0.6686,8.26,-30.2,48.44,1566,True
gold_copper_pctrank_504d,Tp75_hi,0.841,gte,P1_long_cash,252,12,0.6683,7.73,-20.69,9.01,1566,True
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P1_long_cash,189,9,0.6683,12.62,-42.33,9.82,1566,True
gold_copper_pctrank_1260d,Tp50_hi,0.5612,gte,P1_long_cash,21,1,0.668,11.92,-42.33,6.11,1566,True
gold_copper_mom_21d,Tfix07_hi,0.7,gte,P1_long_cash,126,6,0.6678,8.18,-20.52,29.77,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P1_long_cash,21,1,0.6672,12.09,-42.33,1.93,1566,True
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P1_long_cash,0,0,0.6671,6.88,-16.49,26.55,1566,True
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P1_long_cash,0,0,0.6671,6.88,-16.49,26.55,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P1_long_cash,63,3,0.6671,12.01,-42.33,1.93,1566,True
gold_copper_pctrank_1260d,Tz1_hi,1.0,gte,P1_long_cash,210,10,0.6669,0.79,-0.03,1.29,1566,True
gold_copper_zscore_126d,Tp25_lo,-1.0407,lte,P1_long_cash,84,4,0.6667,5.06,-10.77,9.98,1566,True
gold_copper_zscore_126d,Trp25_lo,-1.0407,lte,P1_long_cash,84,4,0.6667,5.06,-10.77,9.98,1566,True
gold_copper_pctrank_1260d,Tp75_lo,0.8221,lte,P1_long_cash,21,1,0.6663,8.97,-21.64,4.02,1566,True
gold_copper_zscore_252d,Tp25_hi,-0.9767,gte,P1_long_cash,252,12,0.6654,12.33,-42.33,2.9,1566,True
gold_copper_pctrank_1260d,Tp50_hi,0.5612,gte,P1_long_cash,63,3,0.6654,11.78,-42.33,6.11,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P2_long_short,147,7,0.6649,13.03,-42.33,3.22,1566,True
gold_copper_roc_126d,Tp50_lo,0.8514,lte,P1_long_cash,63,3,0.6646,7.31,-19.61,11.26,1566,True
gold_copper_mom_252d,Tp50_hi,7.1738,gte,P1_long_cash,252,12,0.6644,11.05,-30.28,7.4,1566,True
gold_copper_mom_252d,Tp75_hi,65.8527,gte,P1_long_cash,42,2,0.6644,10.15,-21.17,15.13,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P1_long_cash,42,2,0.6642,9.54,-22.78,22.05,1566,True
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P1_long_cash,168,8,0.6637,11.26,-42.33,14.48,1566,True
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P1_long_cash,63,3,0.6632,5.45,-10.0,10.62,1566,True
gold_copper_roc_126d,Tfix07_hi,0.7,gte,P2_long_short,168,8,0.6629,12.98,-42.33,23.17,1566,True
gold_copper_roc_21d,Tp75_lo,4.3669,lte,P1_long_cash,21,1,0.6627,9.87,-22.73,17.38,1566,True
gold_copper_zscore_504d,Tp75_hi,1.0903,gte,P1_long_cash,168,8,0.6617,11.01,-42.33,10.46,1566,True
gold_copper_zscore_504d,Tz1_hi,1.0,gte,P1_long_cash,189,9,0.6612,11.02,-42.33,8.53,1566,True
gold_copper_acceleration,Tz1_lo,-1.0,lte,P1_long_cash,0,0,0.6608,9.49,-30.24,35.56,1566,True
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P1_long_cash,0,0,0.6608,9.49,-30.24,35.56,1566,True
gold_copper_zscore_504d,Tz1_hi,1.0,gte,P1_long_cash,210,10,0.6606,10.6,-36.43,8.21,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P2_long_short,147,7,0.6606,12.93,-42.33,19.31,1566,True
gold_copper_roc_63d,Tp90_lo,17.0212,lte,P2_long_short,126,6,0.6605,12.93,-36.05,9.33,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P2_long_short,252,12,0.6603,12.92,-54.3,43.13,1566,True
gold_copper_mom_252d,Tz1_hi,1.0,gte,P2_long_short,147,7,0.6602,12.92,-42.33,10.94,1566,True
gold_copper_pctrank_504d,Tp25_hi,0.1605,gte,P2_long_short,189,9,0.6602,12.92,-42.33,16.74,1566,True
gold_copper_mom_21d,Tz1_lo,-1.0,lte,P2_long_short,0,0,0.6601,12.92,-27.55,66.3,1566,True
gold_copper_mom_21d,Tzn1_lo,-1.0,lte,P2_long_short,0,0,0.6601,12.92,-27.55,66.3,1566,True
gold_copper_mom_63d,Tp75_lo,28.7156,lte,P1_long_cash,168,8,0.66,8.52,-24.14,8.85,1566,True
gold_copper_zscore_504d,Tzn1_lo,-1.0,lte,P1_long_cash,0,0,0.6597,3.74,-6.99,3.54,1566,True
gold_copper_zscore_504d,Tz1_lo,-1.0,lte,P1_long_cash,0,0,0.6597,3.74,-6.99,3.54,1566,True
gold_copper_pctrank_1260d,Tp25_hi,0.3169,gte,P2_long_short,42,2,0.6595,12.9,-42.33,5.79,1566,True
gold_copper_pctrank_1260d,Tp50_hi,0.5612,gte,P1_long_cash,189,9,0.6595,11.5,-42.33,6.28,1566,True
gold_copper_mom_252d,Tfix07_hi,0.7,gte,P2_long_short,63,3,0.6592,12.89,-42.33,12.87,1566,True
gold_copper_roc_5d,Tp90_lo,4.3297,lte,P2_long_short,126,6,0.6591,12.9,-37.52,31.54,1566,True
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P1_long_cash,42,2,0.6591,7.04,-15.4,10.94,1566,True
gold_copper_mom_252d,Tfix07_hi,0.7,gte,P2_long_short,147,7,0.6584,12.87,-42.33,12.23,1566,True
gold_copper_roc_126d,Tp90_lo,26.555,lte,P1_long_cash,126,6,0.6583,11.16,-21.64,6.11,1566,True
gold_copper_roc_5d,Tp90_lo,4.3297,lte,P1_long_cash,84,4,0.658,12.41,-38.74,15.77,1566,True
gold_copper_zscore_504d,Tfix07_hi,0.7,gte,P1_long_cash,189,9,0.658,11.18,-42.33,9.49,1566,True
gold_copper_mom_63d,Tfix07_hi,0.7,gte,P1_long_cash,63,3,0.658,8.57,-18.49,19.63,1566,True
gold_copper_mom_63d,Tp50_hi,0.758,gte,P1_long_cash,63,3,0.658,8.57,-18.49,19.63,1566,True
gold_copper_zscore_504d,Tp90_hi,2.084,gte,P1_long_cash,42,2,0.6572,6.29,-12.92,9.66,1566,True
gold_copper_roc_21d,Tp25_hi,-4.0484,gte,P1_long_cash,147,7,0.6571,12.28,-42.33,20.44,1566,True
gold_copper_mom_63d,Tz1_hi,1.0,gte,P1_long_cash,63,3,0.6571,8.54,-18.49,20.28,1566,True
gold_copper_roc_63d,Tz1_lo,-1.0,lte,P1_long_cash,21,1,0.6566,7.21,-16.08,18.51,1566,True
gold_copper_roc_63d,Tzn1_lo,-1.0,lte,P1_long_cash,21,1,0.6566,7.21,-16.08,18.51,1566,True
gold_copper_acceleration,Tp90_lo,12.3637,lte,P1_long_cash,0,0,0.6562,12.21,-42.33,10.62,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P1_long_cash,63,3,0.6562,11.87,-42.33,3.54,1566,True
gold_copper_roc_21d,Tp90_lo,8.7798,lte,P1_long_cash,210,10,0.656,11.14,-23.66,9.66,1566,True
gold_copper_zscore_252d,Tp25_hi,-0.9767,gte,P2_long_short,210,10,0.656,12.81,-42.33,5.79,1566,True
gold_copper_mom_252d,Tfix07_hi,0.7,gte,P1_long_cash,21,1,0.6556,12.06,-42.33,6.44,1566,True
gold_copper_mom_252d,Tp25_hi,-53.7187,gte,P2_long_short,231,11,0.6547,12.78,-42.33,1.93,1566,True
gold_copper_roc_126d,Tp25_hi,-9.8165,gte,P2_long_short,210,10,0.6539,12.76,-42.33,6.44,1566,True
gold_copper_acceleration,Tp90_hi,12.3637,gte,P1_long_cash,231,11,0.6535,3.36,-9.36,11.26,1566,True
gold_copper_roc_5d,Tp25_hi,-2.0781,gte,P1_long_cash,21,1,0.6526,11.36,-35.77,43.45,1566,True
gold_copper_roc_63d,Tz1_lo,-1.0,lte,P1_long_cash,189,9,0.6515,6.34,-17.55,19.15,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P1_long_cash,252,12,0.6515,11.16,-39.88,4.83,1566,True
gold_copper_roc_63d,Tzn1_lo,-1.0,lte,P1_long_cash,189,9,0.6515,6.34,-17.55,19.15,1566,True
gold_copper_mom_252d,Tz1_hi,1.0,gte,P1_long_cash,21,1,0.6512,11.96,-42.33,5.79,1566,True
gold_copper_mom_252d,Tp50_hi,7.1738,gte,P1_long_cash,21,1,0.651,11.88,-42.33,6.11,1566,True
gold_copper_roc_126d,Tp25_hi,-9.8165,gte,P2_long_short,252,12,0.651,12.69,-42.33,6.44,1566,True
gold_copper_roc_21d,Tp90_lo,8.7798,lte,P1_long_cash,168,8,0.6509,11.88,-42.45,9.98,1566,True
gold_copper_pctrank_504d,Tp25_hi,0.1605,gte,P2_long_short,105,5,0.6509,12.69,-42.33,16.74,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P1_long_cash,210,10,0.6506,10.46,-32.16,21.89,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P1_long_cash,21,1,0.6505,11.51,-42.33,24.46,1566,True
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P2_long_short,42,2,0.6503,12.69,-33.55,68.55,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P1_long_cash,210,10,0.6503,11.46,-42.9,4.51,1566,True
gold_copper_roc_126d,Trp25_lo,-9.8165,lte,P1_long_cash,105,5,0.6501,3.87,-7.23,3.54,1566,True
gold_copper_roc_126d,Tp25_lo,-9.8165,lte,P1_long_cash,105,5,0.6501,3.87,-7.23,3.54,1566,True
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P1_long_cash,63,3,0.6497,8.77,-18.49,14.8,1566,True
gold_copper_pctrank_504d,Tfix07_hi,0.7,gte,P1_long_cash,84,4,0.6496,11.34,-42.33,6.44,1566,True
gold_copper_pctrank_504d,Tp90_hi,0.9722,gte,P1_long_cash,231,11,0.6487,5.63,-12.92,11.59,1566,True
gold_copper_acceleration,Tp90_hi,12.3637,gte,P1_long_cash,63,3,0.6479,3.43,-7.02,10.62,1566,True
gold_copper_zscore_252d,Tzn1_lo,-1.0,lte,P1_long_cash,84,4,0.6479,3.45,-6.99,5.15,1566,True
gold_copper_zscore_252d,Tz1_lo,-1.0,lte,P1_long_cash,84,4,0.6479,3.45,-6.99,5.15,1566,True
gold_copper_roc_5d,Tp25_lo,-2.0781,lte,P1_long_cash,210,10,0.6476,5.48,-9.91,41.52,1566,True
gold_copper_roc_5d,Trp25_lo,-2.0781,lte,P1_long_cash,210,10,0.6476,5.48,-9.91,41.52,1566,True
gold_copper_zscore_504d,Tfix07_hi,0.7,gte,P1_long_cash,21,1,0.6473,11.01,-42.33,9.33,1566,True
gold_copper_mom_63d,Tfix03_lo,0.3,lte,P2_long_short,0,0,0.6471,12.6,-39.58,43.13,1566,True
gold_copper_roc_21d,Tp25_hi,-4.0484,gte,P2_long_short,21,1,0.6468,12.59,-42.33,38.62,1566,True
gold_copper_roc_63d,Tp50_lo,0.2018,lte,P2_long_short,0,0,0.6466,12.59,-35.99,43.77,1566,True
gold_copper_zscore_252d,Tp25_hi,-0.9767,gte,P1_long_cash,126,6,0.6464,12.24,-42.33,3.06,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P2_long_short,147,7,0.6462,12.57,-42.33,6.44,1566,True
gold_copper_zscore_126d,Tp50_hi,-0.0334,gte,P1_long_cash,168,8,0.646,11.16,-42.33,16.41,1566,True
gold_copper_roc_126d,Tp90_hi,26.555,gte,P1_long_cash,168,8,0.6457,4.71,-12.02,6.11,1566,True
gold_copper_roc_21d,Tp90_hi,8.7798,gte,P1_long_cash,126,6,0.6455,3.39,-5.88,8.05,1566,True
gold_copper_zscore_252d,Tz1_lo,-1.0,lte,P1_long_cash,42,2,0.6454,3.54,-6.23,5.15,1566,True
gold_copper_zscore_252d,Tzn1_lo,-1.0,lte,P1_long_cash,42,2,0.6454,3.54,-6.23,5.15,1566,True
gold_copper_zscore_504d,Tz1_hi,1.0,gte,P1_long_cash,168,8,0.6453,10.75,-42.33,8.37,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P1_long_cash,168,8,0.6451,11.97,-42.33,9.66,1566,True
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P1_long_cash,210,10,0.6448,8.52,-24.51,16.09,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P2_long_short,189,9,0.6448,12.53,-43.65,4.51,1566,True
gold_copper_mom_252d,Tp25_hi,-53.7187,gte,P1_long_cash,63,3,0.6446,12.02,-42.33,0.97,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P2_long_short,84,4,0.6439,12.51,-42.33,3.86,1566,True
gold_copper_roc_21d,Tp25_hi,-4.0484,gte,P1_long_cash,126,6,0.6437,11.3,-38.77,21.08,1566,True
gold_copper_roc_126d,Tp25_hi,-9.8165,gte,P2_long_short,231,11,0.6421,12.46,-42.33,6.44,1566,True
gold_copper_pctrank_504d,Tp50_hi,0.5268,gte,P1_long_cash,21,1,0.6416,11.67,-42.33,3.54,1566,True
gold_copper_roc_5d,Tfix03_lo,0.3,lte,P1_long_cash,147,7,0.6414,9.69,-21.82,55.2,1566,True
gold_copper_roc_126d,Tp50_hi,0.8514,gte,P2_long_short,252,12,0.6414,12.44,-36.05,22.53,1566,True
gold_copper_mom_252d,Tfix07_hi,0.7,gte,P1_long_cash,252,12,0.6409,11.02,-41.07,6.76,1566,True
gold_copper_roc_5d,Tp25_hi,-2.0781,gte,P1_long_cash,252,12,0.6404,11.23,-36.87,41.36,1566,True
gold_copper_mom_252d,Tp75_hi,65.8527,gte,P1_long_cash,168,8,0.6403,10.55,-42.33,14.97,1566,True
gold_copper_roc_126d,Tzn1_lo,-1.0,lte,P1_long_cash,105,5,0.6394,5.26,-11.0,12.87,1566,True
gold_copper_roc_126d,Tz1_lo,-1.0,lte,P1_long_cash,105,5,0.6394,5.26,-11.0,12.87,1566,True
gold_copper_roc_126d,Tp90_lo,26.555,lte,P1_long_cash,21,1,0.6392,11.9,-42.33,6.76,1566,True
gold_copper_mom_252d,Tz1_hi,1.0,gte,P1_long_cash,252,12,0.639,10.97,-41.07,6.11,1566,True
gold_copper_mom_252d,Tp25_hi,-53.7187,gte,P2_long_short,252,12,0.6389,12.39,-42.33,1.93,1566,True
gold_copper_roc_21d,Tp25_hi,-4.0484,gte,P1_long_cash,189,9,0.6387,11.91,-42.33,20.92,1566,True
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P1_long_cash,105,5,0.6386,6.69,-15.2,16.09,1566,True
gold_copper_mom_252d,Tp50_hi,7.1738,gte,P1_long_cash,105,5,0.6382,11.44,-42.33,6.11,1566,True
gold_copper_mom_63d,Trp25_lo,-25.5664,lte,P1_long_cash,168,8,0.6376,4.8,-9.39,13.52,1566,True
gold_copper_mom_63d,Tp25_lo,-25.5664,lte,P1_long_cash,168,8,0.6376,4.8,-9.39,13.52,1566,True
gold_copper_pctrank_1260d,Tp50_hi,0.5612,gte,P2_long_short,210,10,0.6376,12.35,-39.68,13.2,1566,True
gold_copper_zscore_252d,Tp90_lo,2.0171,lte,P2_long_short,168,8,0.6372,12.35,-33.68,17.7,1566,True
gold_copper_mom_252d,Tp25_hi,-53.7187,gte,P2_long_short,126,6,0.6371,12.34,-42.33,1.93,1566,True
gold_copper_roc_21d,Tp75_hi,4.3669,gte,P1_long_cash,42,2,0.637,7.72,-17.61,17.06,1566,True
gold_copper_roc_126d,Tp90_lo,26.555,lte,P2_long_short,147,7,0.6369,12.35,-25.65,12.23,1566,True
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P1_long_cash,147,7,0.6364,11.87,-42.33,9.66,1566,True
gold_copper_mom_63d,Tz1_hi,1.0,gte,P1_long_cash,84,4,0.6363,8.25,-20.44,20.28,1566,True
gold_copper_zscore_126d,Tp50_hi,-0.0334,gte,P1_long_cash,189,9,0.6362,11.06,-42.33,16.9,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P1_long_cash,105,5,0.6359,9.51,-43.12,33.15,1566,True
gold_copper_pctrank_1260d,Tp25_hi,0.3169,gte,P1_long_cash,0,0,0.6359,11.77,-42.33,2.9,1566,True
gold_copper_zscore_126d,Tp25_lo,-1.0407,lte,P1_long_cash,21,1,0.6354,4.45,-9.56,9.98,1566,True
gold_copper_zscore_126d,Trp25_lo,-1.0407,lte,P1_long_cash,21,1,0.6354,4.45,-9.56,9.98,1566,True
gold_copper_pctrank_1260d,Tp50_hi,0.5612,gte,P2_long_short,168,8,0.635,12.29,-42.33,12.23,1566,True
gold_copper_pctrank_504d,Tfix07_hi,0.7,gte,P1_long_cash,210,10,0.6349,10.55,-41.6,6.28,1566,True
gold_copper_roc_63d,Tp50_hi,0.2018,gte,P1_long_cash,63,3,0.6336,8.19,-18.49,20.6,1566,True
gold_copper_mom_252d,Tz1_lo,-1.0,lte,P1_long_cash,0,0,0.6335,4.55,-7.53,6.11,1566,True
gold_copper_mom_252d,Tp90_hi,132.6641,gte,P1_long_cash,63,3,0.6335,5.05,-12.92,3.54,1566,True
gold_copper_mom_252d,Tzn1_lo,-1.0,lte,P1_long_cash,0,0,0.6335,4.55,-7.53,6.11,1566,True
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P1_long_cash,42,2,0.6334,7.49,-17.48,16.09,1566,True
gold_copper_acceleration,Tp75_lo,6.1247,lte,P2_long_short,252,12,0.6332,12.28,-38.21,40.23,1566,True
gold_copper_roc_21d,Tzn1_lo,-1.0,lte,P1_long_cash,168,8,0.6325,6.99,-19.07,35.4,1566,True
gold_copper_roc_21d,Tz1_lo,-1.0,lte,P1_long_cash,168,8,0.6325,6.99,-19.07,35.4,1566,True
gold_copper_mom_63d,Tz1_hi,1.0,gte,P1_long_cash,210,10,0.6317,10.18,-33.82,20.28,1566,True
gold_copper_pctrank_1260d,Tp25_hi,0.3169,gte,P1_long_cash,210,10,0.6311,11.28,-42.66,3.54,1566,True
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P1_long_cash,210,10,0.631,11.67,-41.93,9.33,1566,True
gold_copper_acceleration,Tfix07_hi,0.7,gte,P2_long_short,189,9,0.631,12.21,-33.8,68.23,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P1_long_cash,168,8,0.6306,11.04,-42.33,1.61,1566,True
gold_copper_roc_126d,Tp90_lo,26.555,lte,P1_long_cash,63,3,0.6304,11.99,-42.33,6.28,1566,True
gold_copper_zscore_126d,Trp25_lo,-1.0407,lte,P1_long_cash,210,10,0.6302,4.24,-10.7,10.14,1566,True
gold_copper_zscore_126d,Tp25_lo,-1.0407,lte,P1_long_cash,210,10,0.6302,4.24,-10.7,10.14,1566,True
gold_copper_mom_21d,Tp90_lo,32.7891,lte,P1_long_cash,189,9,0.6301,10.04,-26.49,13.03,1566,True
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P1_long_cash,84,4,0.6297,7.92,-22.19,15.13,1566,True
gold_copper_pctrank_504d,Tp75_hi,0.841,gte,P1_long_cash,168,8,0.6296,10.25,-42.33,9.01,1566,True
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P1_long_cash,84,4,0.629,3.69,-10.82,9.01,1566,True
gold_copper_zscore_504d,Tfix07_hi,0.7,gte,P2_long_short,126,6,0.6286,12.13,-42.33,18.34,1566,True
gold_copper_roc_63d,Tp75_hi,7.5433,gte,P1_long_cash,84,4,0.6285,5.65,-14.42,8.69,1566,True
gold_copper_zscore_252d,Tp90_lo,2.0171,lte,P1_long_cash,126,6,0.6284,11.23,-30.52,8.85,1566,True
gold_copper_roc_5d,Tp50_hi,0.0074,gte,P1_long_cash,252,12,0.6271,9.54,-28.11,56.97,1566,True
gold_copper_roc_21d,Tp75_lo,4.3669,lte,P1_long_cash,105,5,0.6268,11.42,-42.33,16.41,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P1_long_cash,84,4,0.6265,8.0,-19.31,21.89,1566,True
gold_copper_roc_126d,Tfix03_lo,0.3,lte,P1_long_cash,210,10,0.6264,6.77,-15.89,11.59,1566,True
gold_copper_mom_63d,Tp90_hi,61.1186,gte,P1_long_cash,210,10,0.625,5.48,-12.92,8.37,1566,True
gold_copper_roc_63d,Tp75_lo,7.5433,lte,P1_long_cash,168,8,0.625,8.22,-24.26,7.89,1566,True
gold_copper_pctrank_504d,Tp75_lo,0.841,lte,P2_long_short,84,4,0.6248,12.08,-34.12,19.95,1566,True
gold_copper_acceleration,Tp25_hi,-6.2874,gte,P2_long_short,189,9,0.6248,12.04,-42.33,50.21,1566,True
gold_copper_pctrank_1260d,Tp25_hi,0.3169,gte,P2_long_short,84,4,0.6235,12.01,-42.33,5.79,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P1_long_cash,189,9,0.6224,11.52,-42.33,10.3,1566,True
gold_copper_zscore_504d,Tp25_hi,-1.0311,gte,P1_long_cash,231,11,0.6221,11.13,-42.33,3.54,1566,True
gold_copper_roc_63d,Tp50_hi,0.2018,gte,P1_long_cash,147,7,0.6216,10.39,-42.33,20.28,1566,True
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P2_long_short,189,9,0.6213,11.95,-43.82,19.63,1566,True
gold_copper_acceleration,Tz1_lo,-1.0,lte,P1_long_cash,21,1,0.6212,7.91,-30.05,34.76,1566,True
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P1_long_cash,21,1,0.6212,7.91,-30.05,34.76,1566,True
gold_copper_roc_126d,Tp25_hi,-9.8165,gte,P1_long_cash,126,6,0.621,11.6,-42.33,3.22,1566,True
gold_copper_zscore_504d,Tp50_hi,-0.0203,gte,P1_long_cash,252,12,0.6208,10.44,-39.52,3.22,1566,True
gold_copper_roc_5d,Tp90_lo,4.3297,lte,P1_long_cash,168,8,0.6208,11.52,-42.33,16.41,1566,True
gold_copper_mom_21d,Tfix03_lo,0.3,lte,P1_long_cash,168,8,0.6208,7.46,-15.82,29.77,1566,True
gold_copper_mom_252d,Tfix03_lo,0.3,lte,P1_long_cash,0,0,0.6206,4.47,-7.53,6.44,1566,True
gold_copper_roc_63d,Tfix03_lo,0.3,lte,P1_long_cash,189,9,0.6205,6.52,-20.89,21.72,1566,True
gold_copper_roc_126d,Tz1_hi,1.0,gte,P1_long_cash,126,6,0.6204,10.95,-42.33,11.75,1566,True
gold_copper_acceleration,Tz1_lo,-1.0,lte,P1_long_cash,105,5,0.6203,8.2,-35.63,34.44,1566,True
gold_copper_mom_252d,Tp90_hi,132.6641,gte,P1_long_cash,189,9,0.6203,4.76,-16.4,4.67,1566,True
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P1_long_cash,105,5,0.6203,8.2,-35.63,34.44,1566,True
gold_copper_mom_63d,Tp50_hi,0.758,gte,P1_long_cash,84,4,0.6196,8.0,-20.44,19.63,1566,True
gold_copper_mom_63d,Tfix07_hi,0.7,gte,P1_long_cash,84,4,0.6196,8.0,-20.44,19.63,1566,True
gold_copper_roc_5d,Trp25_lo,-2.0781,lte,P1_long_cash,126,6,0.6189,6.72,-26.28,43.61,1566,True
gold_copper_roc_5d,Tp25_lo,-2.0781,lte,P1_long_cash,126,6,0.6189,6.72,-26.28,43.61,1566,True
gold_copper_roc_63d,Tp90_lo,17.0212,lte,P1_long_cash,84,4,0.6184,11.6,-42.33,4.51,1566,True
gold_copper_pctrank_504d,Tfix07_hi,0.7,gte,P1_long_cash,21,1,0.618,10.68,-42.33,6.44,1566,True
gold_copper_mom_21d,Tp75_lo,16.087,lte,P1_long_cash,105,5,0.6179,10.92,-44.62,21.56,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P1_long_cash,252,12,0.6178,10.74,-34.93,24.94,1566,True
gold_copper_mom_21d,Tp90_lo,32.7891,lte,P1_long_cash,105,5,0.6175,11.48,-42.33,10.3,1566,True
gold_copper_zscore_252d,Trp25_lo,-0.9767,lte,P1_long_cash,42,2,0.6173,3.4,-6.45,4.51,1566,True
gold_copper_zscore_252d,Tp25_lo,-0.9767,lte,P1_long_cash,42,2,0.6173,3.4,-6.45,4.51,1566,True
gold_copper_zscore_252d,Tp25_lo,-0.9767,lte,P1_long_cash,0,0,0.617,3.36,-6.3,4.51,1566,True
gold_copper_zscore_252d,Trp25_lo,-0.9767,lte,P1_long_cash,0,0,0.617,3.36,-6.3,4.51,1566,True
gold_copper_roc_126d,Tp50_hi,0.8514,gte,P1_long_cash,126,6,0.6168,10.88,-42.33,11.1,1566,True
gold_copper_pctrank_1260d,Tp90_lo,0.9349,lte,P1_long_cash,21,1,0.6168,9.42,-24.2,3.06,1566,True
gold_copper_zscore_504d,Tfix07_hi,0.7,gte,P1_long_cash,0,0,0.6167,10.42,-42.33,9.33,1566,True
gold_copper_pctrank_1260d,Tp90_hi,0.9349,gte,P1_long_cash,126,6,0.6163,3.76,-8.25,3.86,1566,True
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P1_long_cash,210,10,0.616,9.12,-28.96,16.09,1566,True
gold_copper_acceleration,Tp90_lo,12.3637,lte,P1_long_cash,105,5,0.6159,11.59,-42.33,11.1,1566,True
gold_copper_mom_252d,Tp75_hi,65.8527,gte,P1_long_cash,126,6,0.6147,9.67,-42.33,14.97,1566,True
gold_copper_acceleration,Tz1_hi,1.0,gte,P2_long_short,189,9,0.6146,11.81,-33.8,66.94,1566,True
