signal,threshold,threshold_value,threshold_rule,strategy,lead_days,lead_months,oos_sharpe,oos_ann_return,oos_max_drawdown,annual_turnover,oos_n,valid
gold_copper_zscore_504d,Tz1_hi,1.0,gte,P2_long_short,252,12,0.2922,4.1,-51.65,18.02,1566,True
gold_copper_pctrank_504d,Tp90_lo,0.9722,lte,P1_long_cash,42,2,0.292,3.87,-42.33,12.87,1566,True
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P2_long_short,105,5,0.2907,4.07,-52.88,30.25,1566,True
gold_copper_roc_63d,Tz1_hi,1.0,gte,P2_long_short,63,3,0.2899,4.05,-39.42,41.2,1566,True
gold_copper_roc_63d,Tz1_hi,1.0,gte,P2_long_short,210,10,0.2895,4.03,-35.64,40.55,1566,True
gold_copper_roc_63d,Tp90_lo,17.0212,lte,P1_long_cash,21,1,0.2892,3.82,-42.33,4.83,1566,True
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P1_long_cash,84,4,0.2891,1.94,-9.97,24.62,1566,True
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P1_long_cash,84,4,0.2891,1.94,-9.97,24.62,1566,True
gold_copper_roc_126d,Tfix03_lo,0.3,lte,P1_long_cash,21,1,0.2889,2.45,-25.29,12.23,1566,True
gold_copper_zscore_126d,Tfix03_lo,0.3,lte,P1_long_cash,126,6,0.2888,2.84,-25.29,18.18,1566,True
gold_copper_roc_126d,Tp75_lo,11.28,lte,P1_long_cash,252,12,0.2885,3.88,-42.33,7.72,1566,True
gold_copper_zscore_252d,Tp50_hi,0.0526,gte,P2_long_short,21,1,0.2884,4.01,-42.33,14.16,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P2_long_short,105,5,0.2883,3.99,-53.4,66.3,1566,True
gold_copper_pctrank_1260d,Tp90_lo,0.9349,lte,P2_long_short,21,1,0.2877,3.99,-39.58,6.11,1566,True
gold_copper_zscore_126d,Tfix03_lo,0.3,lte,P1_long_cash,252,12,0.2877,3.62,-41.76,17.22,1566,True
gold_copper_roc_21d,Tfix07_hi,0.7,gte,P1_long_cash,21,1,0.2872,3.52,-42.33,32.67,1566,True
gold_copper_mom_63d,Tp75_hi,28.7156,gte,P2_long_short,231,11,0.2868,3.98,-33.88,17.38,1566,True
gold_copper_roc_21d,Tp90_lo,8.7798,lte,P2_long_short,252,12,0.2866,3.97,-42.33,19.31,1566,True
gold_copper_zscore_126d,Tp90_lo,2.0703,lte,P2_long_short,63,3,0.2865,3.96,-50.91,16.74,1566,True
gold_copper_mom_63d,Trp25_lo,-25.5664,lte,P1_long_cash,147,7,0.2864,2.08,-12.01,13.52,1566,True
gold_copper_mom_63d,Tp25_lo,-25.5664,lte,P1_long_cash,147,7,0.2864,2.08,-12.01,13.52,1566,True
gold_copper_pctrank_1260d,Tfix07_hi,0.7,gte,P2_long_short,189,9,0.2861,3.96,-44.63,10.62,1566,True
gold_copper_roc_63d,Tp25_lo,-6.739,lte,P1_long_cash,252,12,0.286,2.79,-21.91,9.33,1566,True
gold_copper_roc_63d,Trp25_lo,-6.739,lte,P1_long_cash,252,12,0.286,2.79,-21.91,9.33,1566,True
gold_copper_mom_63d,Tp25_hi,-25.5664,gte,P1_long_cash,0,0,0.2857,3.81,-42.33,12.71,1566,True
gold_copper_pctrank_1260d,Tp90_hi,0.9349,gte,P1_long_cash,21,1,0.2854,3.1,-29.44,3.06,1566,True
gold_copper_roc_5d,Tp75_lo,2.0649,lte,P2_long_short,252,12,0.2852,3.95,-48.04,87.54,1566,True
gold_copper_pctrank_504d,Tp75_hi,0.841,gte,P2_long_short,210,10,0.2849,3.92,-39.68,18.02,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P2_long_short,42,2,0.2849,3.94,-38.45,19.95,1566,True
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P2_long_short,42,2,0.2843,3.94,-50.78,33.15,1566,True
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P2_long_short,0,0,0.2842,3.92,-42.65,29.93,1566,True
gold_copper_zscore_252d,Tz1_hi,1.0,gte,P1_long_cash,168,8,0.2832,3.54,-42.33,16.25,1566,True
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P1_long_cash,210,10,0.2829,1.88,-16.12,3.86,1566,True
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P2_long_short,168,8,0.2828,3.88,-42.33,19.31,1566,True
gold_copper_zscore_252d,Tp50_hi,0.0526,gte,P2_long_short,42,2,0.2828,3.88,-42.33,14.16,1566,True
gold_copper_roc_126d,Tp75_lo,11.28,lte,P1_long_cash,231,11,0.2818,3.74,-42.33,7.72,1566,True
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P1_long_cash,21,1,0.2812,2.35,-24.45,25.75,1566,True
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P1_long_cash,21,1,0.2812,2.35,-24.45,25.75,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P2_long_short,147,7,0.2803,3.82,-43.86,43.13,1566,True
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,252,12,0.2803,3.84,-48.65,112.64,1566,False
gold_copper_roc_126d,Tz1_hi,1.0,gte,P1_long_cash,63,3,0.2799,3.52,-47.9,11.91,1566,True
gold_copper_mom_63d,Tp90_lo,61.1186,lte,P2_long_short,105,5,0.2796,3.8,-45.52,19.63,1566,True
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P2_long_short,147,7,0.2795,3.82,-51.77,70.48,1566,True
gold_copper_zscore_504d,Tp75_hi,1.0903,gte,P2_long_short,42,2,0.2792,3.81,-36.68,22.53,1566,True
gold_copper_mom_21d,Tp50_hi,0.098,gte,P1_long_cash,147,7,0.2786,3.41,-42.33,30.74,1566,True
gold_copper_roc_21d,Tp50_hi,0.0209,gte,P1_long_cash,147,7,0.2786,3.41,-42.33,30.74,1566,True
gold_copper_zscore_252d,Tz1_hi,1.0,gte,P2_long_short,231,11,0.2772,3.76,-29.61,30.57,1566,True
gold_copper_roc_21d,Tfix03_lo,0.3,lte,P2_long_short,147,7,0.277,3.75,-39.24,60.18,1566,True
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P1_long_cash,126,6,0.2765,2.86,-22.14,14.97,1566,True
gold_copper_roc_5d,Tp50_lo,0.0074,lte,P1_long_cash,252,12,0.2764,2.99,-33.78,56.97,1566,True
gold_copper_roc_63d,Tfix07_hi,0.7,gte,P2_long_short,42,2,0.276,3.75,-51.29,44.09,1566,True
gold_copper_roc_5d,Tp75_lo,2.0649,lte,P2_long_short,210,10,0.2759,3.7,-44.18,88.18,1566,True
gold_copper_roc_63d,Tp75_hi,7.5433,gte,P1_long_cash,147,7,0.2756,3.26,-42.33,7.72,1566,True
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P1_long_cash,126,6,0.2756,3.01,-36.48,15.93,1566,True
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P2_long_short,0,0,0.2752,3.68,-49.05,71.13,1566,True
gold_copper_acceleration,Tz1_lo,-1.0,lte,P2_long_short,0,0,0.2752,3.68,-49.05,71.13,1566,True
gold_copper_pctrank_504d,Tfix07_hi,0.7,gte,P2_long_short,105,5,0.2749,3.7,-42.33,12.87,1566,True
gold_copper_pctrank_504d,Tp75_hi,0.841,gte,P1_long_cash,105,5,0.2746,3.31,-42.33,9.66,1566,True
gold_copper_roc_63d,Tfix03_lo,0.3,lte,P1_long_cash,147,7,0.2746,2.58,-31.85,21.24,1566,True
gold_copper_mom_21d,Tp75_hi,16.087,gte,P1_long_cash,84,4,0.2736,2.31,-17.14,21.89,1566,True
gold_copper_acceleration,Tp90_hi,12.3637,gte,P1_long_cash,21,1,0.2734,1.53,-15.17,10.62,1566,True
gold_copper_mom_21d,Tp25_lo,-15.533,lte,P1_long_cash,84,4,0.2734,2.62,-31.12,25.43,1566,True
gold_copper_mom_21d,Trp25_lo,-15.533,lte,P1_long_cash,84,4,0.2734,2.62,-31.12,25.43,1566,True
gold_copper_acceleration,Tfix07_hi,0.7,gte,P1_long_cash,105,5,0.2729,2.97,-27.18,32.18,1566,True
gold_copper_zscore_126d,Tp90_hi,2.0703,gte,P1_long_cash,126,6,0.2726,1.34,-8.69,9.49,1566,True
gold_copper_zscore_126d,Tp50_hi,-0.0334,gte,P1_long_cash,84,4,0.2726,3.23,-38.95,17.06,1566,True
gold_copper_zscore_252d,Tp50_lo,0.0526,lte,P1_long_cash,105,5,0.2725,2.16,-20.66,7.08,1566,True
gold_copper_pctrank_504d,Tz1_hi,1.0,gte,P1_long_cash,21,1,0.2722,1.66,-7.24,11.26,1566,True
gold_copper_roc_21d,Tfix07_hi,0.7,gte,P1_long_cash,147,7,0.2716,3.24,-42.31,31.38,1566,True
gold_copper_roc_21d,Tz1_hi,1.0,gte,P1_long_cash,147,7,0.271,3.21,-40.29,30.74,1566,True
gold_copper_roc_63d,Tzn1_lo,-1.0,lte,P1_long_cash,147,7,0.2709,2.39,-31.3,18.67,1566,True
gold_copper_roc_63d,Tz1_lo,-1.0,lte,P1_long_cash,147,7,0.2709,2.39,-31.3,18.67,1566,True
gold_copper_zscore_504d,Tp75_hi,1.0903,gte,P1_long_cash,84,4,0.2709,3.28,-42.33,11.26,1566,True
gold_copper_mom_63d,Tp75_hi,28.7156,gte,P2_long_short,252,12,0.2703,3.6,-41.95,18.99,1566,True
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P1_long_cash,42,2,0.2702,1.82,-17.65,4.83,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P2_long_short,147,7,0.2701,3.58,-45.78,49.89,1566,True
gold_copper_acceleration,Tp25_hi,-6.2874,gte,P2_long_short,63,3,0.27,3.59,-42.33,49.24,1566,True
gold_copper_mom_63d,Tp50_lo,0.758,lte,P1_long_cash,147,7,0.2699,2.51,-32.97,19.31,1566,True
gold_copper_zscore_126d,Tp75_lo,1.18,lte,P2_long_short,21,1,0.2693,3.58,-42.16,33.47,1566,True
gold_copper_roc_5d,Tp50_hi,0.0074,gte,P1_long_cash,210,10,0.2689,3.23,-39.53,56.16,1566,True
gold_copper_mom_21d,Tp90_lo,32.7891,lte,P2_long_short,210,10,0.2686,3.55,-46.13,25.75,1566,True
gold_copper_acceleration,Tp50_hi,-0.0707,gte,P1_long_cash,21,1,0.2686,3.07,-46.04,34.6,1566,True
gold_copper_zscore_126d,Tzn1_lo,-1.0,lte,P1_long_cash,189,9,0.268,1.57,-13.6,11.26,1566,True
gold_copper_zscore_126d,Tz1_lo,-1.0,lte,P1_long_cash,189,9,0.268,1.57,-13.6,11.26,1566,True
gold_copper_pctrank_1260d,Tp75_lo,0.8221,lte,P1_long_cash,168,8,0.2676,3.13,-30.0,5.31,1566,True
gold_copper_roc_21d,Tp50_hi,0.0209,gte,P2_long_short,84,4,0.267,3.53,-33.74,62.44,1566,True
gold_copper_mom_21d,Tp50_hi,0.098,gte,P2_long_short,84,4,0.267,3.53,-33.74,62.44,1566,True
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P2_long_short,231,11,0.267,3.52,-34.28,31.86,1566,True
gold_copper_zscore_504d,Tfix03_lo,0.3,lte,P1_long_cash,105,5,0.2663,2.24,-21.64,5.47,1566,True
gold_copper_roc_21d,Tp75_lo,4.3669,lte,P1_long_cash,231,11,0.2661,3.35,-42.33,17.06,1566,True
gold_copper_roc_5d,Tfix07_hi,0.7,gte,P1_long_cash,147,7,0.2659,2.76,-33.56,56.16,1566,True
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,21,1,0.2658,3.51,-47.14,107.49,1566,False
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P1_long_cash,126,6,0.2655,1.57,-9.89,10.62,1566,True
gold_copper_acceleration,Tz1_lo,-1.0,lte,P1_long_cash,168,8,0.2646,3.1,-42.51,34.6,1566,True
gold_copper_acceleration,Tzn1_lo,-1.0,lte,P1_long_cash,168,8,0.2646,3.1,-42.51,34.6,1566,True
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P1_long_cash,21,1,0.2646,3.01,-39.48,16.74,1566,True
gold_copper_mom_252d,Tp50_hi,7.1738,gte,P2_long_short,0,0,0.2639,3.45,-42.33,12.23,1566,True
gold_copper_mom_21d,Tz1_hi,1.0,gte,P2_long_short,63,3,0.2637,3.45,-36.49,59.22,1566,True
gold_copper_roc_63d,Tzn1_lo,-1.0,lte,P1_long_cash,84,4,0.2636,3.05,-39.02,18.99,1566,True
gold_copper_roc_63d,Tz1_lo,-1.0,lte,P1_long_cash,84,4,0.2636,3.05,-39.02,18.99,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P1_long_cash,42,2,0.2628,3.32,-40.68,24.94,1566,True
gold_copper_mom_21d,Tz1_hi,1.0,gte,P1_long_cash,168,8,0.2627,3.14,-42.33,28.8,1566,True
gold_copper_mom_63d,Tp75_hi,28.7156,gte,P1_long_cash,21,1,0.2627,3.03,-41.2,9.01,1566,True
gold_copper_roc_21d,Tz1_hi,1.0,gte,P1_long_cash,21,1,0.2622,3.05,-42.33,31.06,1566,True
gold_copper_acceleration,Tp50_lo,-0.0707,lte,P2_long_short,21,1,0.2616,3.42,-55.23,69.2,1566,True
gold_copper_pctrank_1260d,Tfix03_lo,0.3,lte,P1_long_cash,0,0,0.2601,1.59,-10.37,2.25,1566,True
gold_copper_roc_5d,Tfix03_lo,0.3,lte,P1_long_cash,63,3,0.2596,2.98,-44.4,53.59,1566,True
gold_copper_mom_63d,Tp75_lo,28.7156,lte,P2_long_short,21,1,0.2591,3.34,-39.58,18.02,1566,True
gold_copper_roc_5d,Tp75_hi,2.0649,gte,P1_long_cash,168,8,0.2581,2.12,-16.12,44.25,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P2_long_short,210,10,0.2579,3.31,-45.05,20.28,1566,True
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P2_long_short,252,12,0.2572,3.3,-45.95,31.86,1566,True
gold_copper_pctrank_1260d,Tfix07_hi,0.7,gte,P2_long_short,231,11,0.2569,3.29,-53.79,10.62,1566,True
gold_copper_acceleration,Tp90_hi,12.3637,gte,P1_long_cash,126,6,0.2564,1.13,-7.99,10.94,1566,True
gold_copper_roc_126d,Tz1_lo,-1.0,lte,P1_long_cash,126,6,0.2562,1.75,-9.4,12.71,1566,True
gold_copper_roc_126d,Tzn1_lo,-1.0,lte,P1_long_cash,126,6,0.2562,1.75,-9.4,12.71,1566,True
gold_copper_roc_126d,Tp50_hi,0.8514,gte,P2_long_short,42,2,0.2561,3.27,-39.48,22.53,1566,True
gold_copper_zscore_252d,Tz1_hi,1.0,gte,P2_long_short,42,2,0.2559,3.29,-49.89,32.18,1566,True
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P2_long_short,231,11,0.2555,3.26,-37.83,31.54,1566,True
gold_copper_roc_126d,Tp75_lo,11.28,lte,P1_long_cash,21,1,0.2552,3.08,-42.33,9.49,1566,True
gold_copper_mom_21d,Tfix07_hi,0.7,gte,P2_long_short,189,9,0.2552,3.25,-43.82,57.93,1566,True
gold_copper_zscore_252d,Tz1_hi,1.0,gte,P1_long_cash,147,7,0.255,2.99,-42.33,15.77,1566,True
gold_copper_zscore_126d,Tfix07_hi,0.7,gte,P2_long_short,210,10,0.254,3.22,-40.72,32.18,1566,True
gold_copper_acceleration,Tp25_hi,-6.2874,gte,P2_long_short,168,8,0.2539,3.22,-35.9,49.89,1566,True
gold_copper_acceleration,Tp75_hi,6.1247,gte,P1_long_cash,126,6,0.2536,1.7,-15.74,18.67,1566,True
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P1_long_cash,189,9,0.2534,2.52,-33.14,13.03,1566,True
gold_copper_zscore_504d,Tp75_lo,1.0903,lte,P1_long_cash,252,12,0.2531,3.0,-42.33,10.3,1566,True
gold_copper_roc_5d,Tfix03_lo,0.3,lte,P1_long_cash,252,12,0.253,2.7,-36.1,56.0,1566,True
gold_copper_mom_21d,Tfix03_lo,0.3,lte,P1_long_cash,84,4,0.2524,2.92,-42.33,30.9,1566,True
gold_copper_acceleration,Tp90_hi,12.3637,gte,P1_long_cash,105,5,0.2521,1.09,-6.26,11.1,1566,True
gold_copper_mom_63d,Tp90_hi,61.1186,gte,P2_long_short,21,1,0.2519,3.2,-45.01,19.95,1566,True
gold_copper_roc_5d,Tp90_lo,4.3297,lte,P2_long_short,147,7,0.2517,3.16,-37.32,31.54,1566,True
gold_copper_roc_126d,Tp90_lo,26.555,lte,P2_long_short,210,10,0.2512,3.16,-42.33,12.23,1566,True
gold_copper_pctrank_504d,Tp90_lo,0.9722,lte,P1_long_cash,210,10,0.2507,2.97,-36.56,11.59,1566,True
gold_copper_roc_21d,Tp75_hi,4.3669,gte,P1_long_cash,21,1,0.2506,2.67,-41.7,17.38,1566,True
gold_copper_mom_63d,Tp90_lo,61.1186,lte,P1_long_cash,21,1,0.2502,2.9,-37.75,9.98,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P1_long_cash,252,12,0.2493,2.52,-28.15,32.34,1566,True
gold_copper_mom_252d,Tp90_lo,132.6641,lte,P2_long_short,84,4,0.2487,3.1,-46.06,8.37,1566,True
gold_copper_roc_63d,Tfix03_lo,0.3,lte,P1_long_cash,42,2,0.2487,2.69,-41.28,21.4,1566,True
gold_copper_acceleration,Tp75_lo,6.1247,lte,P2_long_short,63,3,0.2485,3.09,-52.29,36.05,1566,True
gold_copper_roc_126d,Tzn1_lo,-1.0,lte,P2_long_short,0,0,0.2483,3.09,-42.86,25.75,1566,True
gold_copper_roc_126d,Tz1_lo,-1.0,lte,P2_long_short,0,0,0.2483,3.09,-42.86,25.75,1566,True
gold_copper_acceleration,Tp75_lo,6.1247,lte,P2_long_short,84,4,0.2482,3.08,-42.33,36.05,1566,True
gold_copper_roc_5d,Tz1_hi,1.0,gte,P2_long_short,63,3,0.2477,3.09,-47.27,107.49,1566,False
gold_copper_roc_63d,Tp25_hi,-6.739,gte,P2_long_short,105,5,0.2475,3.07,-42.33,19.95,1566,True
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P1_long_cash,105,5,0.2474,1.32,-9.72,9.01,1566,True
gold_copper_roc_21d,Tp50_lo,0.0209,lte,P1_long_cash,84,4,0.2461,2.81,-42.33,31.22,1566,True
gold_copper_mom_21d,Tp50_lo,0.098,lte,P1_long_cash,84,4,0.2461,2.81,-42.33,31.22,1566,True
gold_copper_mom_21d,Tp75_lo,16.087,lte,P2_long_short,126,6,0.2456,3.03,-36.05,44.74,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P2_long_short,147,7,0.2451,3.03,-53.03,68.55,1566,True
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P2_long_short,210,10,0.2447,3.0,-36.43,29.61,1566,True
gold_copper_pctrank_504d,Tp90_hi,0.9722,gte,P1_long_cash,189,9,0.2445,2.63,-41.93,12.07,1566,True
gold_copper_zscore_252d,Tp75_lo,1.0726,lte,P1_long_cash,231,11,0.2444,2.87,-42.33,15.61,1566,True
gold_copper_acceleration,Tp50_hi,-0.0707,gte,P1_long_cash,147,7,0.2437,2.73,-41.85,35.24,1566,True
gold_copper_roc_63d,Tp50_lo,0.2018,lte,P1_long_cash,147,7,0.2431,2.19,-32.97,20.28,1566,True
gold_copper_pctrank_1260d,Tp90_lo,0.9349,lte,P2_long_short,168,8,0.2428,2.96,-42.33,6.11,1566,True
gold_copper_roc_126d,Tp75_hi,11.28,gte,P2_long_short,189,9,0.2426,2.97,-27.19,15.77,1566,True
gold_copper_pctrank_1260d,Tp75_hi,0.8221,gte,P1_long_cash,0,0,0.2424,2.74,-42.33,3.7,1566,True
gold_copper_roc_126d,Tz1_hi,1.0,gte,P2_long_short,84,4,0.2424,2.95,-42.33,23.82,1566,True
gold_copper_acceleration,Tz1_hi,1.0,gte,P2_long_short,252,12,0.2421,2.94,-41.13,62.76,1566,True
gold_copper_pctrank_1260d,Tp50_lo,0.5612,lte,P1_long_cash,0,0,0.242,1.93,-22.16,6.11,1566,True
gold_copper_zscore_252d,Tp90_hi,2.0171,gte,P1_long_cash,189,9,0.2417,2.56,-41.58,7.89,1566,True
gold_copper_mom_21d,Tz1_lo,-1.0,lte,P1_long_cash,84,4,0.2417,2.72,-42.33,33.47,1566,True
gold_copper_mom_21d,Tzn1_lo,-1.0,lte,P1_long_cash,84,4,0.2417,2.72,-42.33,33.47,1566,True
gold_copper_zscore_504d,Tzn1_lo,-1.0,lte,P1_long_cash,21,1,0.2415,1.22,-8.15,3.54,1566,True
gold_copper_zscore_504d,Tz1_lo,-1.0,lte,P1_long_cash,21,1,0.2415,1.22,-8.15,3.54,1566,True
gold_copper_roc_63d,Tp50_lo,0.2018,lte,P1_long_cash,42,2,0.2414,2.57,-40.97,20.44,1566,True
gold_copper_zscore_504d,Tp50_lo,-0.0203,lte,P1_long_cash,252,12,0.2413,2.14,-21.64,3.22,1566,True
gold_copper_mom_252d,Tfix03_lo,0.3,lte,P1_long_cash,84,4,0.2413,1.74,-21.11,6.44,1566,True
gold_copper_acceleration,Tp25_hi,-6.2874,gte,P2_long_short,105,5,0.2405,2.91,-36.43,48.92,1566,True
gold_copper_zscore_126d,Tz1_hi,1.0,gte,P1_long_cash,189,9,0.2403,2.68,-42.74,16.25,1566,True
gold_copper_mom_252d,Tz1_hi,1.0,gte,P2_long_short,0,0,0.2393,2.88,-42.33,11.59,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P2_long_short,231,11,0.2392,2.88,-43.54,67.26,1566,True
gold_copper_zscore_126d,Tp90_lo,2.0703,lte,P2_long_short,84,4,0.239,2.87,-42.33,16.74,1566,True
gold_copper_roc_63d,Tp75_lo,7.5433,lte,P2_long_short,147,7,0.2384,2.87,-36.68,15.45,1566,True
gold_copper_zscore_126d,Tp25_hi,-1.0407,gte,P2_long_short,21,1,0.2383,2.86,-43.08,19.95,1566,True
gold_copper_zscore_126d,Tp75_lo,1.18,lte,P1_long_cash,63,3,0.2376,2.76,-42.33,15.61,1566,True
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P2_long_short,63,3,0.2374,2.85,-35.52,31.22,1566,True
gold_copper_mom_252d,Tp75_lo,65.8527,lte,P1_long_cash,42,2,0.2371,2.41,-29.43,15.13,1566,True
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P1_long_cash,147,7,0.2369,1.78,-15.49,25.43,1566,True
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P1_long_cash,147,7,0.2369,1.78,-15.49,25.43,1566,True
gold_copper_mom_63d,Tp50_lo,0.758,lte,P1_long_cash,42,2,0.2368,2.5,-41.12,19.47,1566,True
gold_copper_zscore_504d,Tp75_hi,1.0903,gte,P2_long_short,252,12,0.2367,2.83,-48.47,20.6,1566,True
gold_copper_zscore_504d,Tfix07_hi,0.7,gte,P2_long_short,210,10,0.2366,2.82,-45.47,18.34,1566,True
gold_copper_pctrank_504d,Tp75_lo,0.841,lte,P1_long_cash,63,3,0.2364,2.66,-38.25,9.98,1566,True
gold_copper_mom_63d,Tfix03_lo,0.3,lte,P1_long_cash,42,2,0.2363,2.49,-41.12,20.44,1566,True
gold_copper_pctrank_1260d,Tp75_lo,0.8221,lte,P2_long_short,252,12,0.2355,2.8,-42.33,8.69,1566,True
gold_copper_pctrank_1260d,Tp75_lo,0.8221,lte,P1_long_cash,42,2,0.2353,2.56,-41.23,4.18,1566,True
gold_copper_roc_126d,Tp75_hi,11.28,gte,P1_long_cash,126,6,0.2351,2.55,-42.33,9.33,1566,True
gold_copper_roc_126d,Tp75_lo,11.28,lte,P1_long_cash,189,9,0.2348,2.7,-37.09,7.89,1566,True
gold_copper_mom_252d,Tfix07_hi,0.7,gte,P2_long_short,0,0,0.2347,2.78,-42.33,12.87,1566,True
gold_copper_mom_252d,Tzn1_lo,-1.0,lte,P1_long_cash,84,4,0.2346,1.68,-21.11,6.11,1566,True
gold_copper_mom_252d,Tz1_lo,-1.0,lte,P1_long_cash,84,4,0.2346,1.68,-21.11,6.11,1566,True
gold_copper_acceleration,Tfix07_hi,0.7,gte,P2_long_short,252,12,0.234,2.76,-40.13,62.76,1566,True
gold_copper_zscore_126d,Tp90_hi,2.0703,gte,P1_long_cash,42,2,0.2337,1.49,-23.69,8.69,1566,True
gold_copper_zscore_126d,Tp50_lo,-0.0334,lte,P2_long_short,84,4,0.2333,2.78,-36.12,34.11,1566,True
gold_copper_roc_63d,Tp90_hi,17.0212,gte,P1_long_cash,84,4,0.233,1.08,-14.34,4.51,1566,True
gold_copper_pctrank_504d,Tp25_hi,0.1605,gte,P2_long_short,0,0,0.2329,2.74,-47.46,16.74,1566,True
gold_copper_mom_21d,Tp25_lo,-15.533,lte,P1_long_cash,252,12,0.2326,1.87,-22.7,24.94,1566,True
gold_copper_mom_21d,Trp25_lo,-15.533,lte,P1_long_cash,252,12,0.2326,1.87,-22.7,24.94,1566,True
gold_copper_zscore_504d,Tp90_hi,2.084,gte,P1_long_cash,189,9,0.2322,2.47,-41.6,7.56,1566,True
gold_copper_pctrank_504d,Tfix03_lo,0.3,lte,P1_long_cash,21,1,0.2315,1.47,-12.35,6.11,1566,True
gold_copper_acceleration,Trp25_lo,-6.2874,lte,P1_long_cash,252,12,0.2311,1.65,-15.67,25.43,1566,True
gold_copper_acceleration,Tp25_lo,-6.2874,lte,P1_long_cash,252,12,0.2311,1.65,-15.67,25.43,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P2_long_short,105,5,0.231,2.69,-39.05,50.85,1566,True
gold_copper_roc_126d,Tp75_hi,11.28,gte,P1_long_cash,147,7,0.2306,2.51,-41.91,9.49,1566,True
gold_copper_mom_21d,Tp25_hi,-15.533,gte,P2_long_short,168,8,0.2305,2.68,-42.33,48.92,1566,True
gold_copper_zscore_252d,Tp75_hi,1.0726,gte,P1_long_cash,147,7,0.2301,2.53,-42.33,15.93,1566,True
gold_copper_mom_21d,Tfix07_hi,0.7,gte,P2_long_short,84,4,0.23,2.68,-35.67,59.86,1566,True
gold_copper_zscore_504d,Tp90_lo,2.084,lte,P2_long_short,21,1,0.2296,2.65,-44.06,20.6,1566,True
gold_copper_roc_126d,Tp50_lo,0.8514,lte,P1_long_cash,126,6,0.2293,1.74,-11.46,11.1,1566,True
gold_copper_mom_252d,Tp75_hi,65.8527,gte,P1_long_cash,105,5,0.2291,2.51,-42.33,15.13,1566,True
gold_copper_roc_5d,Tfix03_lo,0.3,lte,P1_long_cash,21,1,0.2287,2.42,-36.59,53.59,1566,True
gold_copper_acceleration,Tfix03_lo,0.3,lte,P1_long_cash,84,4,0.2283,2.34,-28.93,33.15,1566,True
gold_copper_roc_5d,Tp50_lo,0.0074,lte,P2_long_short,210,10,0.2281,2.62,-42.45,112.32,1566,False
gold_copper_zscore_252d,Tfix07_hi,0.7,gte,P2_long_short,252,12,0.2269,2.59,-44.58,28.97,1566,True
gold_copper_mom_21d,Tp75_hi,16.087,gte,P1_long_cash,105,5,0.2266,1.7,-17.84,21.56,1566,True
gold_copper_zscore_252d,Tz1_hi,1.0,gte,P2_long_short,189,9,0.2262,2.59,-43.45,32.51,1566,True
gold_copper_roc_21d,Tp90_lo,8.7798,lte,P2_long_short,189,9,0.226,2.58,-33.56,19.63,1566,True
gold_copper_mom_21d,Tp90_hi,32.7891,gte,P1_long_cash,105,5,0.226,1.19,-9.64,10.3,1566,True
gold_copper_zscore_126d,Tp75_lo,1.18,lte,P1_long_cash,231,11,0.2255,2.52,-42.33,15.77,1566,True
gold_copper_zscore_126d,Tp75_hi,1.18,gte,P1_long_cash,168,8,0.2254,2.39,-42.33,15.93,1566,True
