horizon,coef,p_value,r_squared
1,0.00388455710196193,0.7290263634886408,0.0009791648183496845
2,0.010226372217669975,0.5279414934823581,0.0032732185488529983
4,0.015215465867077721,0.5370655507461725,0.0031832226407260277
