parameter,value,se
p[0->0],0.91524947550934,0.05686518340641328
p[1->0],0.10909815132153869,0.09190226822670192
const[0],0.009996893951284523,6.552842498626122
const[1],0.0610016000071672,7.004588232797969
x1[0],0.009996893951297835,6.552790932732597
x1[1],0.0610016000071724,7.00482558485501
x2[0],0.006502724191360165,0.007939373575183166
x2[1],-0.040507406176207045,0.021194197374808006
sigma2[0],0.0018958345155620923,0.00047149541469093523
sigma2[1],0.01048551362750119,0.002533338308204397
