null_hypothesis,trace_stat,trace_cv_5pct,trace_reject,max_eigen_stat,max_eigen_cv_5pct,max_eigen_reject
r <= 0,13.519670511362955,15.4943,False,13.44153724768075,14.2639,False
r <= 1,0.07813326368220483,3.8415,False,0.07813326368220483,3.8415,False
