pair_name,horizon_days,metric,value,p_value,n_obs
yoy__spy_fwd_1m,21,pearson,-0.0648,0.497,112
yoy__spy_fwd_1m,21,spearman,-0.0553,0.5622,112
yoy__spy_fwd_1m,21,kendall,-0.037,0.563,112
yoy__spy_fwd_1m,21,distance,0.1532,,112
yoy__spy_fwd_3m,63,pearson,-0.1158,0.2284,110
yoy__spy_fwd_3m,63,spearman,-0.1246,0.1945,110
yoy__spy_fwd_3m,63,kendall,-0.0799,0.216,110
yoy__spy_fwd_3m,63,distance,0.1885,,110
yoy__spy_fwd_6m,126,pearson,-0.2263,0.0191,107
yoy__spy_fwd_6m,126,spearman,-0.2813,0.0033,107
yoy__spy_fwd_6m,126,kendall,-0.1814,0.0056,107
yoy__spy_fwd_6m,126,distance,0.281,,107
yoy__spy_fwd_12m,252,pearson,-0.5782,0.0,101
yoy__spy_fwd_12m,252,spearman,-0.5683,0.0,101
yoy__spy_fwd_12m,252,kendall,-0.4063,0.0,101
yoy__spy_fwd_12m,252,distance,0.5436,,101
mom__spy_fwd_1m,21,pearson,-0.1595,0.078,123
mom__spy_fwd_1m,21,spearman,-0.1004,0.269,123
mom__spy_fwd_1m,21,kendall,-0.067,0.2715,123
mom__spy_fwd_1m,21,distance,0.1962,,123
mom__spy_fwd_3m,63,pearson,0.0857,0.3498,121
mom__spy_fwd_3m,63,spearman,0.0658,0.473,121
mom__spy_fwd_3m,63,kendall,0.0435,0.479,121
mom__spy_fwd_3m,63,distance,0.1742,,121
mom__spy_fwd_6m,126,pearson,0.0491,0.5974,118
mom__spy_fwd_6m,126,spearman,0.0453,0.6265,118
mom__spy_fwd_6m,126,kendall,0.0343,0.5815,118
mom__spy_fwd_6m,126,distance,0.13,,118
mom__spy_fwd_12m,252,pearson,-0.0541,0.5713,112
mom__spy_fwd_12m,252,spearman,-0.0484,0.6126,112
mom__spy_fwd_12m,252,kendall,-0.0344,0.5905,112
mom__spy_fwd_12m,252,distance,0.1414,,112
mom3m__spy_fwd_1m,21,pearson,0.0932,0.309,121
mom3m__spy_fwd_1m,21,spearman,0.0624,0.4964,121
mom3m__spy_fwd_1m,21,kendall,0.0442,0.4721,121
mom3m__spy_fwd_1m,21,distance,0.1348,,121
mom3m__spy_fwd_3m,63,pearson,0.2074,0.0236,119
mom3m__spy_fwd_3m,63,spearman,0.1066,0.2483,119
mom3m__spy_fwd_3m,63,kendall,0.0775,0.2115,119
mom3m__spy_fwd_3m,63,distance,0.2326,,119
mom3m__spy_fwd_6m,126,pearson,0.0873,0.3512,116
mom3m__spy_fwd_6m,126,spearman,0.0248,0.7917,116
mom3m__spy_fwd_6m,126,kendall,0.0184,0.7691,116
mom3m__spy_fwd_6m,126,distance,0.1706,,116
mom3m__spy_fwd_12m,252,pearson,-0.0819,0.3951,110
mom3m__spy_fwd_12m,252,spearman,-0.2144,0.0245,110
mom3m__spy_fwd_12m,252,kendall,-0.1525,0.0182,110
mom3m__spy_fwd_12m,252,distance,0.2669,,110
mom6m__spy_fwd_1m,21,pearson,0.0433,0.6417,118
mom6m__spy_fwd_1m,21,spearman,-0.0285,0.7591,118
mom6m__spy_fwd_1m,21,kendall,-0.0196,0.7535,118
mom6m__spy_fwd_1m,21,distance,0.1559,,118
mom6m__spy_fwd_3m,63,pearson,0.0778,0.4066,116
mom6m__spy_fwd_3m,63,spearman,0.0477,0.6113,116
mom6m__spy_fwd_3m,63,kendall,0.0327,0.6029,116
mom6m__spy_fwd_3m,63,distance,0.1949,,116
mom6m__spy_fwd_6m,126,pearson,0.0422,0.6573,113
mom6m__spy_fwd_6m,126,spearman,-0.0082,0.9314,113
mom6m__spy_fwd_6m,126,kendall,0.0032,0.9604,113
mom6m__spy_fwd_6m,126,distance,0.1696,,113
mom6m__spy_fwd_12m,252,pearson,-0.1868,0.0541,107
mom6m__spy_fwd_12m,252,spearman,-0.2966,0.0019,107
mom6m__spy_fwd_12m,252,kendall,-0.1867,0.0044,107
mom6m__spy_fwd_12m,252,distance,0.3145,,107
dev_trend__spy_fwd_1m,21,pearson,0.0207,0.826,115
dev_trend__spy_fwd_1m,21,spearman,-0.0146,0.8772,115
dev_trend__spy_fwd_1m,21,kendall,-0.0093,0.8828,115
dev_trend__spy_fwd_1m,21,distance,0.1124,,115
dev_trend__spy_fwd_3m,63,pearson,0.1169,0.2176,113
dev_trend__spy_fwd_3m,63,spearman,0.0513,0.5895,113
dev_trend__spy_fwd_3m,63,kendall,0.0401,0.5285,113
dev_trend__spy_fwd_3m,63,distance,0.2284,,113
dev_trend__spy_fwd_6m,126,pearson,-0.0482,0.6174,110
dev_trend__spy_fwd_6m,126,spearman,-0.0959,0.3189,110
dev_trend__spy_fwd_6m,126,kendall,-0.0656,0.31,110
dev_trend__spy_fwd_6m,126,distance,0.1949,,110
dev_trend__spy_fwd_12m,252,pearson,-0.3163,0.0011,104
dev_trend__spy_fwd_12m,252,spearman,-0.3787,0.0001,104
dev_trend__spy_fwd_12m,252,kendall,-0.2543,0.0001,104
dev_trend__spy_fwd_12m,252,distance,0.3846,,104
level_zscore_60m__spy_fwd_1m,21,pearson,-0.0624,0.5613,89
level_zscore_60m__spy_fwd_1m,21,spearman,-0.0191,0.8592,89
level_zscore_60m__spy_fwd_1m,21,kendall,-0.0138,0.8482,89
level_zscore_60m__spy_fwd_1m,21,distance,0.1586,,89
level_zscore_60m__spy_fwd_3m,63,pearson,-0.0348,0.7487,87
level_zscore_60m__spy_fwd_3m,63,spearman,-0.0717,0.5093,87
level_zscore_60m__spy_fwd_3m,63,kendall,-0.05,0.493,87
level_zscore_60m__spy_fwd_3m,63,distance,0.1727,,87
level_zscore_60m__spy_fwd_6m,126,pearson,-0.2551,0.0192,84
level_zscore_60m__spy_fwd_6m,126,spearman,-0.2543,0.0196,84
level_zscore_60m__spy_fwd_6m,126,kendall,-0.1658,0.0256,84
level_zscore_60m__spy_fwd_6m,126,distance,0.2833,,84
level_zscore_60m__spy_fwd_12m,252,pearson,-0.5216,0.0,78
level_zscore_60m__spy_fwd_12m,252,spearman,-0.5156,0.0,78
level_zscore_60m__spy_fwd_12m,252,kendall,-0.3387,0.0,78
level_zscore_60m__spy_fwd_12m,252,distance,0.5222,,78
yoy_zscore_60m__spy_fwd_1m,21,pearson,0.0031,0.9787,77
yoy_zscore_60m__spy_fwd_1m,21,spearman,0.0253,0.8268,77
yoy_zscore_60m__spy_fwd_1m,21,kendall,0.0116,0.8811,77
yoy_zscore_60m__spy_fwd_1m,21,distance,0.1643,,77
yoy_zscore_60m__spy_fwd_3m,63,pearson,-0.005,0.9659,75
