pair_name,horizon_days,metric,value,p_value,n_obs
yoy_zscore_60m__spy_fwd_3m,63,spearman,-0.0088,0.9399,75
yoy_zscore_60m__spy_fwd_3m,63,kendall,-0.004,0.9599,75
yoy_zscore_60m__spy_fwd_3m,63,distance,0.2149,,75
yoy_zscore_60m__spy_fwd_6m,126,pearson,-0.1538,0.197,72
yoy_zscore_60m__spy_fwd_6m,126,spearman,-0.183,0.124,72
yoy_zscore_60m__spy_fwd_6m,126,kendall,-0.1275,0.113,72
yoy_zscore_60m__spy_fwd_6m,126,distance,0.2521,,72
yoy_zscore_60m__spy_fwd_12m,252,pearson,-0.5553,0.0,66
yoy_zscore_60m__spy_fwd_12m,252,spearman,-0.564,0.0,66
yoy_zscore_60m__spy_fwd_12m,252,kendall,-0.4023,0.0,66
yoy_zscore_60m__spy_fwd_12m,252,distance,0.5389,,66
accel__spy_fwd_1m,21,pearson,-0.2404,0.0077,122
accel__spy_fwd_1m,21,spearman,-0.1627,0.0733,122
accel__spy_fwd_1m,21,kendall,-0.1064,0.0824,122
accel__spy_fwd_1m,21,distance,0.2366,,122
accel__spy_fwd_3m,63,pearson,-0.0236,0.7977,120
accel__spy_fwd_3m,63,spearman,-0.0373,0.6859,120
accel__spy_fwd_3m,63,kendall,-0.0202,0.744,120
accel__spy_fwd_3m,63,distance,0.1374,,120
accel__spy_fwd_6m,126,pearson,-0.0204,0.8271,117
accel__spy_fwd_6m,126,spearman,-0.0098,0.9168,117
accel__spy_fwd_6m,126,kendall,-0.0065,0.9174,117
accel__spy_fwd_6m,126,distance,0.1237,,117
accel__spy_fwd_12m,252,pearson,-0.0176,0.8546,111
accel__spy_fwd_12m,252,spearman,0.0226,0.8136,111
accel__spy_fwd_12m,252,kendall,0.012,0.8524,111
accel__spy_fwd_12m,252,distance,0.1724,,111
contraction__spy_fwd_1m,21,pearson,0.0552,0.5427,124
contraction__spy_fwd_1m,21,spearman,0.0599,0.5087,124
contraction__spy_fwd_1m,21,kendall,0.0491,0.5065,124
contraction__spy_fwd_1m,21,distance,0.1091,,124
contraction__spy_fwd_3m,63,pearson,0.0865,0.3435,122
contraction__spy_fwd_3m,63,spearman,0.1019,0.2639,122
contraction__spy_fwd_3m,63,kendall,0.0836,0.2622,122
contraction__spy_fwd_3m,63,distance,0.1409,,122
contraction__spy_fwd_6m,126,pearson,0.1756,0.0561,119
contraction__spy_fwd_6m,126,spearman,0.1621,0.0782,119
contraction__spy_fwd_6m,126,kendall,0.1329,0.0783,119
contraction__spy_fwd_6m,126,distance,0.1702,,119
contraction__spy_fwd_12m,252,pearson,0.3841,0.0,113
contraction__spy_fwd_12m,252,spearman,0.3663,0.0001,113
contraction__spy_fwd_12m,252,kendall,0.3004,0.0001,113
contraction__spy_fwd_12m,252,distance,0.365,,113
hmm_stress__spy_fwd_1m,21,pearson,-0.0346,0.7169,112
hmm_stress__spy_fwd_1m,21,spearman,0.0061,0.9494,112
hmm_stress__spy_fwd_1m,21,kendall,0.004,0.9499,112
hmm_stress__spy_fwd_1m,21,distance,0.079,,112
hmm_stress__spy_fwd_3m,63,pearson,-0.0716,0.4572,110
hmm_stress__spy_fwd_3m,63,spearman,-0.0778,0.4194,110
hmm_stress__spy_fwd_3m,63,kendall,-0.0484,0.4538,110
hmm_stress__spy_fwd_3m,63,distance,0.1084,,110
hmm_stress__spy_fwd_6m,126,pearson,-0.1319,0.1755,107
hmm_stress__spy_fwd_6m,126,spearman,-0.1474,0.1299,107
hmm_stress__spy_fwd_6m,126,kendall,-0.0957,0.1445,107
hmm_stress__spy_fwd_6m,126,distance,0.1417,,107
hmm_stress__spy_fwd_12m,252,pearson,-0.2731,0.0057,101
hmm_stress__spy_fwd_12m,252,spearman,-0.3482,0.0004,101
hmm_stress__spy_fwd_12m,252,kendall,-0.229,0.0007,101
hmm_stress__spy_fwd_12m,252,distance,0.3218,,101
