date,rolling_corr
1994-04-30,0.41766970535029935
1994-05-31,0.4315359030433053
1994-06-30,0.20997415224199845
1994-07-31,0.35058767592315765
1994-08-31,0.4434892438647644
1994-09-30,0.401617392455206
1994-10-31,0.40398698201581434
1994-11-30,0.3481283765446305
1994-12-31,0.34827941026133125
1995-01-31,0.3825723231372403
1995-02-28,0.45729643402917924
1995-03-31,0.4776820167402356
1995-04-30,0.4972691548157472
1995-05-31,0.5238135007033718
1995-06-30,0.5011814330058997
1995-07-31,0.46946593656277347
1995-08-31,0.5186755358047282
1995-09-30,0.4478933638456803
1995-10-31,0.4516685801016742
1995-11-30,0.4137804484430648
1995-12-31,0.4105912696139612
1996-01-31,0.4095876537076737
1996-02-29,0.38306486503920045
1996-03-31,0.27054413185224846
1996-04-30,0.26987278773609136
1996-05-31,0.24414189265332756
1996-06-30,0.3107512421578466
1996-07-31,0.21431064092068147
1996-08-31,0.18047347173725
1996-09-30,0.21717085082115803
1996-10-31,0.2090439564735309
1996-11-30,0.16017986499266793
1996-12-31,0.22065657677719996
1997-01-31,0.15064665332298008
1997-02-28,0.11459697196275569
1997-03-31,0.18102971964031486
1997-04-30,0.19224637947601472
1997-05-31,0.22151316445280408
1997-06-30,0.23987899940288684
1997-07-31,0.30615447619065106
1997-08-31,0.28867349576706003
1997-09-30,0.285328696625661
1997-10-31,0.3201886146305177
1997-11-30,0.3219788586304627
1997-12-31,0.31987452125665433
1998-01-31,0.3136372448239638
1998-02-28,0.32773804875800255
1998-03-31,0.34304068103453417
1998-04-30,0.3443883376982041
1998-05-31,0.41858354719253404
1998-06-30,0.333037577481207
1998-07-31,0.45178355841568285
1998-08-31,0.3239174623513618
1998-09-30,0.33207941179711586
1998-10-31,0.3644411745312877
1998-11-30,0.39411138511784527
1998-12-31,0.3143963293817707
1999-01-31,0.353703418201949
1999-02-28,0.3475959224664348
1999-03-31,0.2775022497377769
1999-04-30,0.27320290148536
1999-05-31,0.23840964734429437
1999-06-30,0.23657313199329186
1999-07-31,0.16535504167143916
1999-08-31,0.1432804640347782
1999-09-30,0.18525713860331797
1999-10-31,0.18035710432827382
1999-11-30,0.16449408987054848
1999-12-31,0.14149025606959573
2000-01-31,0.09873144179716145
2000-02-29,0.06698449343846742
2000-03-31,-0.07591161403743696
2000-04-30,-0.15918682353213248
2000-05-31,-0.21356316448565502
2000-06-30,-0.1523656212009325
