period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.546235888918147,-0.702490609128711,-0.050714950196611985,-0.333652539360056
GFC,0.2986943784241163,-1.0264948452701659,0.05790332931477793,-0.3550446634235098
COVID,1.5491933384829666,-0.08033615154400374,0.017734391969797425,-0.0316782741008359
Rate_Hike_2022,0.0,-0.7570031647850992,0.0,-0.18175355707528484
