quartile,mean_return,sharpe,n
Q1,0.01478147863833448,1.369504426816969,112
Q2,0.006170012703930993,0.5550190144666451,115
Q3,0.012109651585518704,1.025697103626304,89
Q4,0.0025044343762198533,0.15133095161465196,71
