horizon,coef,p_value,r_squared
1,8.423791391755356e-05,0.788479283711086,0.00018669397051942246
3,-0.00016106247125980758,0.7649594116829301,0.00023305170331880764
6,0.00041286210256083375,0.6048619221688338,0.0007033656751038528
