pair_name,metric,value,p_value
umcsent_level_to_spy_fwd_1m,pearson,0.032356393891964305,0.5229885904897821
umcsent_level_to_spy_fwd_3m,pearson,0.04945184458070003,0.3300282367654919
umcsent_level_to_spy_fwd_6m,pearson,0.06928782115084178,0.1737419819856241
umcsent_diff_1m_to_spy_fwd_1m,pearson,-0.0042446805096872,0.9333229632059031
umcsent_diff_1m_to_spy_fwd_3m,pearson,0.05210526290946363,0.3053321982697295
umcsent_diff_1m_to_spy_fwd_6m,pearson,0.011720025419243224,0.818462393646447
umcsent_chg_12m_to_spy_fwd_1m,pearson,0.01366360020343916,0.7884792837110859
umcsent_chg_12m_to_spy_fwd_3m,pearson,-0.015266031027048495,0.7649594116829301
umcsent_chg_12m_to_spy_fwd_6m,pearson,0.026521042119491706,0.6048619221688338
umcsent_zscore_60m_to_spy_fwd_1m,pearson,0.006073014587442029,0.9074432606168223
umcsent_zscore_60m_to_spy_fwd_3m,pearson,0.007072303552920759,0.8925918354534803
umcsent_zscore_60m_to_spy_fwd_6m,pearson,-0.008703186345566041,0.8685675835183535
