lag,ccf,upper_ci,lower_ci,significant
-6,0.14307453979361978,0.10028232397894356,-0.10028232397894356,True
-5,0.15521842503365024,0.10028232397894356,-0.10028232397894356,True
-4,0.16776112193174691,0.10028232397894356,-0.10028232397894356,True
-3,0.1700784437361218,0.10028232397894356,-0.10028232397894356,True
-2,0.17245035261592828,0.10028232397894356,-0.10028232397894356,True
-1,0.13654418025795048,0.10028232397894356,-0.10028232397894356,True
0,0.06372102978080997,0.10028232397894356,-0.10028232397894356,False
1,0.0321284625113632,0.10041384183739775,-0.10041384183739775,False
2,0.008120926186854829,0.10054587850434511,-0.10054587850434511,False
3,0.017657856096934516,0.10067843739975277,-0.10067843739975277,False
4,0.011860982290751894,0.10081152197523338,-0.10081152197523338,False
5,0.017575428822044308,0.10094513571442253,-0.10094513571442253,False
6,0.005841959633316648,0.10107928213336174,-0.10107928213336174,False
