horizon,coef,p_value,r_squared
1,0.0002020582717153585,0.5318244484246868,0.0010322381033440688
3,0.00034363285592194516,0.5358295430149946,0.0010176061660188362
6,0.0005586118554075143,0.4938787121109893,0.0012523998500415052
