lag,f_stat,p_value,direction
1,0.38363100307091175,0.536039492990669,signal_to_SPY
2,1.1633078695698773,0.313575861257188,signal_to_SPY
3,0.7804079367345774,0.5054661689610331,signal_to_SPY
4,0.5830756958518769,0.6750851268613383,signal_to_SPY
5,0.5670542405960541,0.7252681428301682,signal_to_SPY
6,0.5350257088290671,0.7815987903976357,signal_to_SPY
