horizon,coef,p_value,r_squared
1,-0.00025472678155220955,0.3334124818635803,0.007546988827784153
2,-0.00017623720303051096,0.6452305421414565,0.001728826009274203
4,0.0004375825460705032,0.45236812497580875,0.0046753904603450405
