lag,f_stat,p_value,direction
1,0.9075460754832169,0.3426347050129017,SLOOS_to_SPY
2,1.481316929013298,0.23146500113526194,SLOOS_to_SPY
3,1.1301489123034147,0.3398628730836128,SLOOS_to_SPY
4,0.8496691935188606,0.4966418192840065,SLOOS_to_SPY
