quartile,mean_return,sharpe,n
Q1,0.007799596518822266,0.5967550958818387,111
Q2,0.009080573733197211,0.7623144308819403,94
Q3,0.008931253329129498,0.8326246679063034,98
Q4,0.012476171637014005,0.925761225192733,97
