period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.27274686925462965,-0.7024921766967718,-0.11653871386469195,-0.33365262795047024
GFC,-1.0264964482925625,-1.0264964482925625,-0.3550448292931746,-0.3550448292931746
COVID,0.019368345895063456,-0.663118504099753,-0.013744319627813195,-0.09182209379573514
Rate_Hike_2022,1.0,-0.7570047447905491,0.05559167782712038,-0.18175373711458975
