quartile,mean_return,sharpe,n
Q1,0.01207520186615911,0.9417287430105896,95
Q2,0.010001744476724483,0.7834800006831025,95
Q3,0.008951703555470295,0.7831357560874554,95
Q4,0.006477299197572531,0.4994829106029206,95
