trade_date,side,instrument,quantity_pct,commission_bps,signal_value,threshold_value,position_before,position_after,reason
1996-09-30,BUY,SPY,100.0,5,7.744136468917751,-6.738916810631568,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
1997-05-31,SELL,SPY,100.0,5,1.2944571768101154,3.4806698001842773,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
1998-05-31,BUY,SPY,100.0,5,0.599718752584999,-4.180158421164526,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
1999-06-30,SELL,SPY,100.0,5,-1.7720306513409945,1.2944571768101154,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
1999-07-31,BUY,SPY,100.0,5,4.293534914292385,2.7939960455512503,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
1999-10-31,SELL,SPY,100.0,5,-1.1354530690876228,2.7939960455512503,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2000-03-31,BUY,SPY,100.0,5,-0.8920203338511623,-1.4537418602143086,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
2000-04-30,SELL,SPY,100.0,5,-7.333505866114564,-2.1197078951543213,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2001-06-30,BUY,SPY,100.0,5,2.8737161820446944,-2.2251203727884916,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
2001-08-31,SELL,SPY,100.0,5,-3.468899521531099,-2.2251203727884916,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2001-10-31,BUY,SPY,100.0,5,-1.3326250249066862,-2.946477989136609,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
2003-01-31,SELL,SPY,100.0,5,-4.140529098301826,-0.43981056654146533,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2003-03-31,BUY,SPY,100.0,5,4.682966676995016,-0.3370080843420662,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
2003-11-30,SELL,SPY,100.0,5,-4.161327515686297,-0.3370080843420662,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2003-12-31,BUY,SPY,100.0,5,1.9741431519347374,-0.3370080843420662,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
2004-03-31,SELL,SPY,100.0,5,-1.4627910784227325,-0.43981056654146533,1.0,0.0,chg_12m procyclical rule crossed T_roll_p50
2004-04-30,BUY,SPY,100.0,5,-0.3029534904821958,-0.43981056654146533,0.0,1.0,chg_12m procyclical rule crossed T_roll_p50
