signal,threshold,strategy,lead_days,lookback,oos_sharpe,oos_ann_return,max_drawdown,win_rate,n_trades,annual_turnover,valid,oos_n_obs,oos_n_trades
S2a_zscore_12m,T1_p70,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T1_p70,P3,2,LB24,-0.3013,-0.043059,-0.46177,0.6197,46,1.56,False,71,46
S2a_zscore_12m,T1_p75,P1,2,LB24,0.3949,0.048284,-0.235657,0.507,45,1.53,True,71,45
S2a_zscore_12m,T1_p75,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T1_p75,P3,2,LB24,-0.0185,-0.002649,-0.346623,0.6338,45,1.53,False,71,45
S2a_zscore_12m,T1_p80,P1,2,LB24,0.4869,0.062126,-0.20518,0.5634,37,1.25,True,71,37
S2a_zscore_12m,T1_p80,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T1_p80,P3,2,LB24,0.1754,0.025035,-0.213115,0.662,37,1.25,True,71,37
S2a_zscore_12m,T1_p85,P1,2,LB24,0.3471,0.045388,-0.20518,0.5634,35,1.19,True,71,35
S2a_zscore_12m,T1_p85,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T1_p85,P3,2,LB24,-0.059,-0.008441,-0.31306,0.6197,35,1.19,False,71,35
S2a_zscore_12m,T3_z0.0,P1,2,LB24,0.2442,0.021556,-0.236865,0.338,60,2.03,True,71,60
S2a_zscore_12m,T3_z0.0,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T3_z0.0,P3,2,LB24,-0.3941,-0.056105,-0.486505,0.5493,60,2.03,False,71,60
S2a_zscore_12m,T3_z0.5,P1,2,LB24,0.0611,0.006514,-0.284989,0.4507,54,1.83,True,71,54
S2a_zscore_12m,T3_z0.5,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T3_z0.5,P3,2,LB24,-0.609,-0.086189,-0.530629,0.5915,54,1.83,False,71,54
S2a_zscore_12m,T3_z1.0,P1,2,LB24,0.3018,0.038435,-0.235657,0.5352,36,1.22,True,71,36
S2a_zscore_12m,T3_z1.0,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T3_z1.0,P3,2,LB24,-0.1563,-0.022347,-0.346623,0.6056,36,1.22,False,71,36
S2a_zscore_12m,T3_z1.5,P1,2,LB24,0.4615,0.061259,-0.217699,0.5915,35,1.19,True,71,35
S2a_zscore_12m,T3_z1.5,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T3_z1.5,P3,2,LB24,0.1629,0.023301,-0.314261,0.6479,35,1.19,True,71,35
S2a_zscore_12m,T3_z2.0,P1,2,LB24,0.53,0.071142,-0.217699,0.6338,23,0.78,True,71,23
S2a_zscore_12m,T3_z2.0,P2,2,LB24,0.2784,0.024425,-0.202996,0.6479,229,8.18,True,71,229
S2a_zscore_12m,T3_z2.0,P3,2,LB24,0.3018,0.043067,-0.314261,0.6761,23,0.78,True,71,23
S2a_zscore_12m,T1_p40,P1,3,LB24,0.7993,0.070863,-0.141686,0.3239,58,1.97,True,71,58
S2a_zscore_12m,T1_p40,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p40,P3,3,LB24,0.2988,0.042509,-0.246616,0.5493,58,1.97,True,71,58
S2a_zscore_12m,T1_p50,P1,3,LB24,0.7993,0.070863,-0.141686,0.3239,52,1.76,True,71,52
S2a_zscore_12m,T1_p50,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p50,P3,3,LB24,0.2988,0.042509,-0.246616,0.5493,52,1.76,True,71,52
S2a_zscore_12m,T1_p60,P1,3,LB24,0.4155,0.045337,-0.165241,0.3803,56,1.9,True,71,56
S2a_zscore_12m,T1_p60,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p60,P3,3,LB24,-0.0598,-0.008543,-0.261014,0.507,56,1.9,False,71,56
S2a_zscore_12m,T1_p70,P1,3,LB24,0.3352,0.040894,-0.20518,0.4648,45,1.53,True,71,45
S2a_zscore_12m,T1_p70,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p70,P3,3,LB24,-0.1219,-0.017429,-0.308103,0.5493,45,1.53,False,71,45
S2a_zscore_12m,T1_p75,P1,3,LB24,0.3954,0.048761,-0.20518,0.4789,45,1.53,True,71,45
S2a_zscore_12m,T1_p75,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p75,P3,3,LB24,-0.0118,-0.001695,-0.308103,0.5634,45,1.53,False,71,45
S2a_zscore_12m,T1_p80,P1,3,LB24,0.5522,0.073129,-0.20518,0.5493,37,1.25,True,71,37
S2a_zscore_12m,T1_p80,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p80,P3,3,LB24,0.3303,0.047041,-0.243977,0.6197,37,1.25,True,71,37
S2a_zscore_12m,T1_p85,P1,3,LB24,0.6415,0.085936,-0.20518,0.5915,35,1.19,True,71,35
S2a_zscore_12m,T1_p85,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T1_p85,P3,3,LB24,0.5138,0.072655,-0.212663,0.6479,35,1.19,True,71,35
S2a_zscore_12m,T3_z0.0,P1,3,LB24,0.8004,0.071097,-0.142115,0.3521,60,2.03,True,71,60
S2a_zscore_12m,T3_z0.0,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T3_z0.0,P3,3,LB24,0.3021,0.042977,-0.258772,0.5634,60,2.03,True,71,60
S2a_zscore_12m,T3_z0.5,P1,3,LB24,0.338,0.041231,-0.20518,0.4366,54,1.83,True,71,54
S2a_zscore_12m,T3_z0.5,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T3_z0.5,P3,3,LB24,-0.1173,-0.016755,-0.270514,0.5493,54,1.83,False,71,54
S2a_zscore_12m,T3_z1.0,P1,3,LB24,0.6414,0.083372,-0.20518,0.5634,35,1.19,True,71,35
S2a_zscore_12m,T3_z1.0,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T3_z1.0,P3,3,LB24,0.4772,0.067526,-0.217261,0.6479,35,1.19,True,71,35
S2a_zscore_12m,T3_z1.5,P1,3,LB24,0.5434,0.072732,-0.20518,0.5915,35,1.19,True,71,35
S2a_zscore_12m,T3_z1.5,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T3_z1.5,P3,3,LB24,0.3246,0.046247,-0.285703,0.6338,35,1.19,True,71,35
S2a_zscore_12m,T3_z2.0,P1,3,LB24,0.5111,0.069484,-0.20518,0.6197,23,0.78,True,71,23
S2a_zscore_12m,T3_z2.0,P2,3,LB24,0.6453,0.057858,-0.121647,0.6479,228,8.17,True,71,228
S2a_zscore_12m,T3_z2.0,P3,3,LB24,0.2785,0.039752,-0.285703,0.6479,23,0.78,True,71,23
S2b_zscore_24m,T1_p40,P1,0,LB24,0.7057,0.040591,-0.072108,0.2817,33,1.12,True,71,33
S2b_zscore_24m,T1_p40,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p40,P3,0,LB24,-0.1259,-0.018035,-0.250489,0.493,33,1.12,False,71,33
S2b_zscore_24m,T1_p50,P1,0,LB24,0.8151,0.048267,-0.072108,0.3239,29,0.98,True,71,29
S2b_zscore_24m,T1_p50,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p50,P3,0,LB24,-0.0187,-0.002683,-0.250489,0.5352,29,0.98,False,71,29
S2b_zscore_24m,T1_p60,P1,0,LB24,0.7151,0.048566,-0.104522,0.3944,35,1.19,True,71,35
S2b_zscore_24m,T1_p60,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p60,P3,0,LB24,-0.0145,-0.002086,-0.319709,0.5634,35,1.19,False,71,35
S2b_zscore_24m,T1_p70,P1,0,LB24,0.71,0.058032,-0.086469,0.507,37,1.25,True,71,37
S2b_zscore_24m,T1_p70,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p70,P3,0,LB24,0.1174,0.016846,-0.276024,0.6338,37,1.25,True,71,37
S2b_zscore_24m,T1_p75,P1,0,LB24,0.8041,0.066632,-0.083346,0.5352,39,1.32,True,71,39
S2b_zscore_24m,T1_p75,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p75,P3,0,LB24,0.2377,0.034047,-0.221069,0.6479,39,1.32,True,71,39
S2b_zscore_24m,T1_p80,P1,0,LB24,0.87,0.072231,-0.083346,0.5634,35,1.19,True,71,35
S2b_zscore_24m,T1_p80,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p80,P3,0,LB24,0.3167,0.045244,-0.221069,0.6761,35,1.19,True,71,35
S2b_zscore_24m,T1_p85,P1,0,LB24,0.9362,0.078287,-0.083346,0.5915,33,1.12,True,71,33
S2b_zscore_24m,T1_p85,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T1_p85,P3,0,LB24,0.4021,0.057357,-0.175739,0.7042,33,1.12,True,71,33
S2b_zscore_24m,T3_z0.0,P1,0,LB24,0.6952,0.038976,-0.113471,0.2958,41,1.39,True,71,41
S2b_zscore_24m,T3_z0.0,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T3_z0.0,P3,0,LB24,-0.1485,-0.021265,-0.344807,0.507,41,1.39,False,71,41
S2b_zscore_24m,T3_z0.5,P1,0,LB24,0.4589,0.035203,-0.165675,0.4225,49,1.66,True,71,49
S2b_zscore_24m,T3_z0.5,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T3_z0.5,P3,0,LB24,-0.2009,-0.028812,-0.378582,0.5775,49,1.66,False,71,49
S2b_zscore_24m,T3_z1.0,P1,0,LB24,0.7233,0.061209,-0.085738,0.507,41,1.39,True,71,41
S2b_zscore_24m,T3_z1.0,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T3_z1.0,P3,0,LB24,0.1615,0.023201,-0.212515,0.6197,41,1.39,True,71,41
S2b_zscore_24m,T3_z1.5,P1,0,LB24,0.7745,0.070536,-0.085738,0.5775,31,1.05,True,71,31
S2b_zscore_24m,T3_z1.5,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T3_z1.5,P3,0,LB24,0.292,0.041854,-0.184877,0.662,31,1.05,True,71,31
S2b_zscore_24m,T3_z2.0,P1,0,LB24,0.4855,0.05616,-0.206035,0.6338,31,1.05,True,71,31
S2b_zscore_24m,T3_z2.0,P2,0,LB24,0.7013,0.044212,-0.086885,0.6479,188,6.8,True,71,188
S2b_zscore_24m,T3_z2.0,P3,0,LB24,0.0911,0.013102,-0.301798,0.6761,31,1.05,True,71,31
S2b_zscore_24m,T1_p40,P1,1,LB24,0.9676,0.056205,-0.071608,0.3239,35,1.19,True,71,35
S2b_zscore_24m,T1_p40,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p40,P3,1,LB24,0.0923,0.013192,-0.246156,0.5634,35,1.19,True,71,35
S2b_zscore_24m,T1_p50,P1,1,LB24,0.9249,0.055298,-0.071608,0.338,29,0.98,True,71,29
S2b_zscore_24m,T1_p50,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p50,P3,1,LB24,0.0795,0.011379,-0.246156,0.5493,29,0.98,True,71,29
S2b_zscore_24m,T1_p60,P1,1,LB24,0.5678,0.049057,-0.142588,0.4085,37,1.25,True,71,37
S2b_zscore_24m,T1_p60,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p60,P3,1,LB24,-0.0077,-0.001103,-0.316626,0.5634,37,1.25,False,71,37
S2b_zscore_24m,T1_p70,P1,1,LB24,0.2883,0.031811,-0.252618,0.493,39,1.32,True,71,39
S2b_zscore_24m,T1_p70,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p70,P3,1,LB24,-0.249,-0.035595,-0.484382,0.5915,39,1.32,False,71,39
S2b_zscore_24m,T1_p75,P1,1,LB24,0.2894,0.032324,-0.230456,0.5211,41,1.39,True,71,41
S2b_zscore_24m,T1_p75,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p75,P3,1,LB24,-0.2416,-0.03457,-0.452885,0.6056,41,1.39,False,71,41
S2b_zscore_24m,T1_p80,P1,1,LB24,0.2088,0.024023,-0.230456,0.5352,35,1.19,True,71,35
S2b_zscore_24m,T1_p80,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p80,P3,1,LB24,-0.3585,-0.051171,-0.452885,0.6056,35,1.19,False,71,35
S2b_zscore_24m,T1_p85,P1,1,LB24,0.2592,0.029906,-0.216651,0.5634,31,1.05,True,71,31
S2b_zscore_24m,T1_p85,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T1_p85,P3,1,LB24,-0.2755,-0.039405,-0.432905,0.6338,31,1.05,False,71,31
S2b_zscore_24m,T3_z0.0,P1,1,LB24,0.6971,0.041701,-0.118794,0.3239,41,1.39,True,71,41
S2b_zscore_24m,T3_z0.0,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T3_z0.0,P3,1,LB24,-0.1105,-0.015815,-0.35457,0.5352,41,1.39,False,71,41
S2b_zscore_24m,T3_z0.5,P1,1,LB24,0.5686,0.054455,-0.206035,0.4648,49,1.66,True,71,49
S2b_zscore_24m,T3_z0.5,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T3_z0.5,P3,1,LB24,0.0678,0.009693,-0.364662,0.6479,49,1.66,True,71,49
S2b_zscore_24m,T3_z1.0,P1,1,LB24,0.5664,0.057913,-0.206035,0.5352,41,1.39,True,71,41
S2b_zscore_24m,T3_z1.0,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T3_z1.0,P3,1,LB24,0.116,0.016608,-0.362516,0.6901,41,1.39,True,71,41
S2b_zscore_24m,T3_z1.5,P1,1,LB24,0.3901,0.043893,-0.206035,0.5634,31,1.05,True,71,31
S2b_zscore_24m,T3_z1.5,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T3_z1.5,P3,1,LB24,-0.0798,-0.011431,-0.35113,0.6338,31,1.05,False,71,31
S2b_zscore_24m,T3_z2.0,P1,1,LB24,0.6395,0.080993,-0.20518,0.6338,31,1.05,True,71,31
S2b_zscore_24m,T3_z2.0,P2,1,LB24,0.7421,0.053581,-0.140091,0.6338,188,6.82,True,71,188
S2b_zscore_24m,T3_z2.0,P3,1,LB24,0.4426,0.06277,-0.20518,0.6761,31,1.05,True,71,31
S2b_zscore_24m,T1_p40,P1,2,LB24,0.5104,0.035901,-0.142159,0.3099,32,1.08,True,71,32
S2b_zscore_24m,T1_p40,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p40,P3,2,LB24,-0.1916,-0.027415,-0.353678,0.5211,32,1.08,False,71,32
S2b_zscore_24m,T1_p50,P1,2,LB24,0.2678,0.024544,-0.257382,0.3521,30,1.02,True,71,30
S2b_zscore_24m,T1_p50,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p50,P3,2,LB24,-0.3517,-0.050129,-0.500804,0.5493,30,1.02,False,71,30
S2b_zscore_24m,T1_p60,P1,2,LB24,0.2168,0.022144,-0.243148,0.3944,36,1.22,True,71,36
S2b_zscore_24m,T1_p60,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p60,P3,2,LB24,-0.3856,-0.054929,-0.476057,0.5352,36,1.22,False,71,36
S2b_zscore_24m,T1_p70,P1,2,LB24,0.403,0.050772,-0.205256,0.5211,38,1.29,True,71,38
S2b_zscore_24m,T1_p70,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p70,P3,2,LB24,0.0163,0.002327,-0.238332,0.6197,38,1.29,True,71,38
S2b_zscore_24m,T1_p75,P1,2,LB24,0.5161,0.066169,-0.20518,0.5493,41,1.39,True,71,41
S2b_zscore_24m,T1_p75,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p75,P3,2,LB24,0.2323,0.033122,-0.237443,0.6479,41,1.39,True,71,41
S2b_zscore_24m,T1_p80,P1,2,LB24,0.4526,0.058501,-0.20518,0.5493,35,1.19,True,71,35
S2b_zscore_24m,T1_p80,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p80,P3,2,LB24,0.1245,0.017786,-0.237443,0.6197,35,1.19,True,71,35
S2b_zscore_24m,T1_p85,P1,2,LB24,0.5065,0.065855,-0.20518,0.5775,31,1.05,True,71,31
S2b_zscore_24m,T1_p85,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T1_p85,P3,2,LB24,0.2279,0.032493,-0.20518,0.6479,31,1.05,True,71,31
S2b_zscore_24m,T3_z0.0,P1,2,LB24,0.2416,0.020717,-0.217121,0.3099,40,1.36,True,71,40
S2b_zscore_24m,T3_z0.0,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T3_z0.0,P3,2,LB24,-0.406,-0.057784,-0.482236,0.507,40,1.36,False,71,40
S2b_zscore_24m,T3_z0.5,P1,2,LB24,0.4236,0.047347,-0.248247,0.4648,48,1.63,True,71,48
S2b_zscore_24m,T3_z0.5,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T3_z0.5,P3,2,LB24,-0.0316,-0.004523,-0.373838,0.6197,48,1.63,False,71,48
S2b_zscore_24m,T3_z1.0,P1,2,LB24,0.369,0.044981,-0.235657,0.5211,40,1.36,True,71,40
S2b_zscore_24m,T3_z1.0,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T3_z1.0,P3,2,LB24,-0.0646,-0.009255,-0.346623,0.6479,40,1.36,False,71,40
S2b_zscore_24m,T3_z1.5,P1,2,LB24,0.4022,0.051303,-0.235657,0.5775,30,1.02,True,71,30
S2b_zscore_24m,T3_z1.5,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T3_z1.5,P3,2,LB24,0.0237,0.003389,-0.346623,0.662,30,1.02,True,71,30
S2b_zscore_24m,T3_z2.0,P1,2,LB24,0.5127,0.069115,-0.217699,0.6338,30,1.02,True,71,30
S2b_zscore_24m,T3_z2.0,P2,2,LB24,0.4677,0.040607,-0.16718,0.6338,187,6.8,True,71,187
S2b_zscore_24m,T3_z2.0,P3,2,LB24,0.2732,0.039013,-0.314261,0.6761,30,1.02,True,71,30
S2b_zscore_24m,T1_p40,P1,3,LB24,0.5251,0.039272,-0.141686,0.3099,32,1.08,True,71,32
S2b_zscore_24m,T1_p40,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p40,P3,3,LB24,-0.1445,-0.020672,-0.270583,0.507,32,1.08,False,71,32
S2b_zscore_24m,T1_p50,P1,3,LB24,0.8186,0.073767,-0.141686,0.3662,30,1.02,True,71,30
S2b_zscore_24m,T1_p50,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p50,P3,3,LB24,0.34,0.048316,-0.245677,0.5634,30,1.02,True,71,30
S2b_zscore_24m,T1_p60,P1,3,LB24,0.9497,0.093972,-0.141686,0.4225,34,1.15,True,71,34
S2b_zscore_24m,T1_p60,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p60,P3,3,LB24,0.6324,0.088727,-0.141686,0.5775,34,1.15,True,71,34
S2b_zscore_24m,T1_p70,P1,3,LB24,0.6429,0.078197,-0.141686,0.507,37,1.25,True,71,37
S2b_zscore_24m,T1_p70,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p70,P3,3,LB24,0.4026,0.057176,-0.281183,0.5915,37,1.25,True,71,37
S2b_zscore_24m,T1_p75,P1,3,LB24,0.4867,0.061953,-0.20518,0.5211,41,1.39,True,71,41
S2b_zscore_24m,T1_p75,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p75,P3,3,LB24,0.1726,0.024689,-0.291613,0.5775,41,1.39,True,71,41
S2b_zscore_24m,T1_p80,P1,3,LB24,0.6077,0.079695,-0.20518,0.5493,35,1.19,True,71,35
S2b_zscore_24m,T1_p80,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p80,P3,3,LB24,0.4239,0.060172,-0.20518,0.6056,35,1.19,True,71,35
S2b_zscore_24m,T1_p85,P1,3,LB24,0.5526,0.074612,-0.20518,0.5634,31,1.05,True,71,31
S2b_zscore_24m,T1_p85,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T1_p85,P3,3,LB24,0.3513,0.050007,-0.243977,0.6056,31,1.05,True,71,31
S2b_zscore_24m,T3_z0.0,P1,3,LB24,1.2249,0.090072,-0.063802,0.3521,40,1.36,True,71,40
S2b_zscore_24m,T3_z0.0,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T3_z0.0,P3,3,LB24,0.5751,0.080927,-0.183248,0.5775,40,1.36,True,71,40
S2b_zscore_24m,T3_z0.5,P1,3,LB24,0.6418,0.071356,-0.163871,0.4507,48,1.63,True,71,48
S2b_zscore_24m,T3_z0.5,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T3_z0.5,P3,3,LB24,0.3054,0.043494,-0.226289,0.5915,48,1.63,True,71,48
S2b_zscore_24m,T3_z1.0,P1,3,LB24,0.5582,0.067598,-0.20518,0.507,40,1.36,True,71,40
S2b_zscore_24m,T3_z1.0,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T3_z1.0,P3,3,LB24,0.2523,0.035979,-0.20518,0.6056,40,1.36,True,71,40
S2b_zscore_24m,T3_z1.5,P1,3,LB24,0.6879,0.089896,-0.20518,0.5775,30,1.02,True,71,30
S2b_zscore_24m,T3_z1.5,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T3_z1.5,P3,3,LB24,0.5716,0.080574,-0.20518,0.6479,30,1.02,True,71,30
S2b_zscore_24m,T3_z2.0,P1,3,LB24,0.7046,0.095843,-0.20518,0.6479,29,0.98,True,71,29
S2b_zscore_24m,T3_z2.0,P2,3,LB24,0.814,0.068575,-0.125169,0.6479,186,6.78,True,71,186
S2b_zscore_24m,T3_z2.0,P3,3,LB24,0.6585,0.092469,-0.261314,0.6901,29,0.98,True,71,29
S2c_zscore_36m,T1_p40,P1,0,LB24,0.736,0.041707,-0.072108,0.2817,27,0.92,True,71,27
S2c_zscore_36m,T1_p40,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p40,P3,0,LB24,-0.1103,-0.015803,-0.250489,0.507,27,0.92,False,71,27
S2c_zscore_36m,T1_p50,P1,0,LB24,0.688,0.045433,-0.103264,0.3521,31,1.05,True,71,31
S2c_zscore_36m,T1_p50,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p50,P3,0,LB24,-0.0583,-0.008352,-0.31805,0.5493,31,1.05,False,71,31
S2c_zscore_36m,T1_p60,P1,0,LB24,0.552,0.046411,-0.142588,0.4789,27,0.92,True,71,27
S2c_zscore_36m,T1_p60,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p60,P3,0,LB24,-0.0445,-0.006394,-0.271472,0.5775,27,0.92,False,71,27
S2c_zscore_36m,T1_p70,P1,0,LB24,0.943,0.089784,-0.141686,0.5775,25,0.85,True,71,25
S2c_zscore_36m,T1_p70,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p70,P3,0,LB24,0.5687,0.080351,-0.175283,0.6761,25,0.85,True,71,25
S2c_zscore_36m,T1_p75,P1,0,LB24,0.7222,0.077618,-0.141686,0.6056,19,0.64,True,71,19
S2c_zscore_36m,T1_p75,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p75,P3,0,LB24,0.3933,0.056019,-0.175283,0.6761,19,0.64,True,71,19
S2c_zscore_36m,T1_p80,P1,0,LB24,0.7484,0.080469,-0.141686,0.6197,21,0.71,True,71,21
S2c_zscore_36m,T1_p80,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p80,P3,0,LB24,0.434,0.061721,-0.175283,0.6901,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P1,0,LB24,0.7027,0.076101,-0.141686,0.6197,21,0.71,True,71,21
S2c_zscore_36m,T1_p85,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T1_p85,P3,0,LB24,0.3719,0.052984,-0.175283,0.6761,21,0.71,True,71,21
S2c_zscore_36m,T3_z0.0,P1,0,LB24,0.7584,0.04319,-0.072572,0.3099,33,1.12,True,71,33
S2c_zscore_36m,T3_z0.0,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
S2c_zscore_36m,T3_z0.0,P3,0,LB24,-0.0896,-0.012838,-0.255681,0.5352,33,1.12,False,71,33
S2c_zscore_36m,T3_z0.5,P1,0,LB24,0.864,0.051098,-0.07341,0.3662,41,1.39,True,71,41
S2c_zscore_36m,T3_z0.5,P2,0,LB24,0.9784,0.054441,-0.061359,0.6338,185,6.81,True,71,185
