,count,mean,std,min,25%,50%,75%,max
t10y3m,395.0,1.376632911392405,1.2683229882279163,-1.88,0.47,1.44,2.425,3.79
spy,395.0,163.2556252008752,147.68065456040648,24.11325454711914,69.91442108154297,95.31634521484375,217.26714324951172,677.7747192382812
t10y3m_mom,394.0,-0.008248730964467006,0.28756630665565874,-1.0,-0.19999999999999996,-0.02499999999999991,0.15749999999999975,1.0299999999999998
t10y3m_3m_chg,392.0,-0.02293367346938776,0.5070453156388285,-1.78,-0.35,-0.05499999999999992,0.3099999999999997,1.73
t10y3m_6m_chg,389.0,-0.04629820051413879,0.757110740733393,-2.38,-0.51,-0.10000000000000009,0.42999999999999994,2.54
t10y3m_12m_chg,383.0,-0.08621409921671017,1.1553189202314098,-3.7,-0.8049999999999999,-0.16999999999999993,0.705,4.1
t10y3m_zscore_60m,360.0,-0.3534760795409845,1.242368446353887,-2.7200957834003763,-1.3143859506490339,-0.464148374620514,0.6356345892332256,3.1419451393388136
t10y3m_inversion_flag,395.0,0.14177215189873418,0.3492586764568402,0.0,0.0,0.0,0.0,1.0
t10y3m_curve_steepening,395.0,0.4582278481012658,0.4988839307693467,0.0,0.0,0.0,1.0,1.0
spy_ret,394.0,0.00941639096904983,0.04257695451010552,-0.16518649265303875,-0.015583285437257927,0.013568252646202428,0.03674679070111764,0.12698349156499544
spy_fwd_1m,394.0,0.00941639096904983,0.04257695451010552,-0.16518649265303875,-0.015583285437257927,0.013568252646202428,0.03674679070111764,0.12698349156499544
spy_fwd_3m,392.0,0.02837350464484616,0.07302340429155635,-0.2964400383080239,-0.00917543050754624,0.035771819780082814,0.07228639744550819,0.26054749322684456
spy_fwd_6m,389.0,0.0576593087871455,0.10768803755883212,-0.4179551568842038,0.007416163800860076,0.06281904738444188,0.1264857105397541,0.40370935266679364
spy_fwd_12m,383.0,0.11863770445674214,0.1665451449453384,-0.4342440958772795,0.04307786602224295,0.14124641224743573,0.21799402785760502,0.5623113358609078
