,count,mean,std,min,25%,50%,75%,max
rsxfs,403.0,350251.9702233251,134527.59455356092,150525.0,248087.5,325455.0,424155.5,665054.0
spy,403.0,174.06645526838656,164.88547762974326,24.113271713256836,70.71415328979492,96.49495697021484,233.71100616455078,754.5361328125
spy_ret,402.0,0.009490809188655948,0.04260229316454891,-0.16518655272055938,-0.015074847216256487,0.01346908422339299,0.036746314384066725,0.12698332246136124
spy_fwd_1m,402.0,0.009490809188655948,0.04260229316454891,-0.16518655272055938,-0.015074847216256487,0.01346908422339299,0.036746314384066725,0.12698332246136124
spy_fwd_3m,400.0,0.028675557154520196,0.07275748758196057,-0.29644007183329724,-0.008457242100855883,0.035771351993487466,0.07228638402580767,0.2605482589025683
spy_fwd_6m,397.0,0.058063021263274,0.10678632437066292,-0.4179555409599337,0.007520029444920473,0.06326915363508467,0.12378475378246856,0.40371117959037983
spy_fwd_12m,391.0,0.12058503076984457,0.1655682106469307,-0.43424437602735033,0.04606403611407983,0.14360653064051854,0.21914671459198187,0.5623115093476254
rsxfs_yoy,391.0,4.547435794985353,4.768735407479479,-15.406353158874664,2.8156513219752655,4.463231036479454,6.565736733814931,46.4231317648584
rsxfs_mom,402.0,0.37881248070611456,1.6620647482799753,-12.034093986516336,-0.1450463654311701,0.3899080298040092,0.9050931859792333,18.27213904552034
rsxfs_3m,400.0,1.1436884657996453,2.5146393748661837,-17.302925136341095,0.27041599338041844,1.1093025817283997,2.10560508631088,27.43129820467951
rsxfs_6m,397.0,2.2725523595055437,3.1886231227804442,-16.904496361306652,1.1152505516293099,2.300498396448969,3.4998582206458684,29.832080281720575
rsxfs_yoy_zscore_60m,356.0,-0.14430516713908273,1.2557119334893432,-6.2490855408137715,-0.8140694380741459,-0.16619333751626508,0.651883549183025,5.780732905992858
rsxfs_accel,390.0,-0.004064407175640593,2.6932544855094136,-23.90219934455229,-0.9243510360239175,0.03308871301896943,0.8677838055962894,19.071611611201654
