,count,mean,std,min,25%,50%,75%,max
mfg_new_orders,392.0,60694.46428571428,9214.645244159068,36895.0,53646.25,61894.0,66947.25,78114.0
spy,392.0,159.36488876050834,141.3442751273862,24.113252639770508,69.6736068725586,94.46504974365234,211.2346305847168,637.98095703125
spy_ret,391.0,0.009331586593290905,0.0427118007668684,-0.16518650766991483,-0.015703942263395332,0.013567019153592375,0.03688945889539175,0.12698376622999286
spy_fwd_1m,391.0,0.009331586593290905,0.0427118007668684,-0.16518650766991483,-0.015703942263395332,0.013567019153592375,0.03688945889539175,0.12698376622999286
spy_fwd_3m,389.0,0.028012244139711862,0.07318408075923177,-0.2964400291938176,-0.00995296936375023,0.03553698984048137,0.07223648342556777,0.260546942755415
spy_fwd_6m,386.0,0.0565507365383558,0.10733483124414431,-0.41795488957330595,0.006709846889508486,0.06173245494517143,0.12250328764937607,0.40370990364963344
spy_fwd_12m,380.0,0.11816067216729366,0.16709845631881196,-0.43424379467394525,0.041718490389072715,0.13982903831607396,0.21870846889302542,0.5623117958749311
mfg_new_orders_yoy,380.0,2.5464697022645826,9.12050474156511,-32.111916739942046,-2.2923544149704878,3.4980624485452694,8.840290774194727,24.684126703238363
mfg_new_orders_mom,391.0,0.23129239258826037,2.994015371217203,-10.776048421962814,-1.328253828447179,0.2491708335437881,2.0515373015144056,9.5231719679437
mfg_new_orders_3m,389.0,0.6356699019460816,3.8613069294060693,-17.439391695057527,-1.5517841423219436,0.8000123315966334,3.1434705399029816,10.148319637723556
mfg_new_orders_6m,386.0,1.278511265381777,5.809035913431039,-27.00719170007074,-1.449461143998182,1.677166687456011,5.080161015940055,13.493590977327852
mfg_new_orders_yoy_zscore_60m,345.0,-0.13925197160467107,1.2269759757490375,-4.41095376356169,-0.8326870217163701,-0.10839927353169575,0.7706792754172592,3.212910969415111
mfg_new_orders_accel,379.0,-0.00903994991122278,4.319097661964819,-13.233189046654626,-2.3899899016743884,0.0834287061343133,2.481277606382887,14.153839484396546
